year,Habitat,volume,percent
2016,Suitable,2.2508,100
2017,Suitable,2.2508,100
2018,Suitable,2.1338,94.8
2018,Tolerable,0.117,5.2
2019,Suitable,2.2508,100
2021,Suitable,2.2508,100
2022,Suitable,2.2148,98.4
2022,Tolerable,0.036,1.6
2023,Suitable,2.2508,100
2024,Suitable,2.0548,91.7
2024,Tolerable,0.186,8.3
2025,Suitable,2.2408,100
2026,Suitable,2.2408,100
