habitat,color,volume,volumetotal,percent
Marginal,orange,0.30126,5.7147425,5.27162859918885
Suitable,dodgerblue,3.626615,5.7147425,63.4606896111242
Tolerable,yellow,0.532155,5.7147425,9.31196812454805
Unsuitable,black,1.2547125,5.7147425,21.9557136651389
