habitat,color,volume,volumetotal,percent
Marginal,orange,0.08,2.04679,3.90855925620117
Suitable,dodgerblue,1.52479,2.04679,74.4966508532873
Tolerable,yellow,0.13,2.04679,6.35140879132691
Unsuitable,black,0.312,2.04679,15.2433810991846
