"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","tempF"
"CB5.3",2025-07-23,0.5,83.12,8.2,7.2,20000,11.9,NA,"1.4",83.12
"CB5.3",2025-07-23,1,83.12,8.2,7.2,20000,11.9,NA,NA,83.12
"CB5.3",2025-07-23,2,83.12,8.2,7.2,20100,11.9,NA,NA,83.12
"CB5.3",2025-07-23,3,83.12,8.2,7.2,20100,11.9,NA,NA,83.12
"CB5.3",2025-07-23,4,82.76,8.1,6.8,20100,11.9,NA,NA,82.76
"CB5.3",2025-07-23,5,82.58,8,6.1,21600,12.9,NA,NA,82.58
"CB5.3",2025-07-23,6,82.76,8,5.8,22000,13.2,NA,NA,82.76
"CB5.3",2025-07-23,7,83.12,8,5.2,22500,13.5,NA,NA,83.12
"CB5.3",2025-07-23,8,82.94,7.8,4.3,23400,14.1,NA,NA,82.94
"CB5.3",2025-07-23,9,82.58,7.7,3.1,24600,14.9,NA,NA,82.58
"CB5.3",2025-07-23,10,82.22,7.6,2,27000,16.5,NA,NA,82.22
"CB5.3",2025-07-23,11,81.86,7.5,0.9,30300,18.7,NA,NA,81.86
"CB5.3",2025-07-23,12,81.86,7.5,0.9,30700,19,NA,NA,81.86
"CB5.3",2025-07-23,13,81.68,7.5,0.8,30700,19,NA,NA,81.68
"CB5.3",2025-07-23,15,81.5,7.5,0.7,31200,19.3,NA,NA,81.5
"CB5.3",2025-07-23,17,81.5,7.5,0.6,31500,19.5,NA,NA,81.5
"CB5.3",2025-07-23,19,81.32,7.6,0.4,31900,19.8,NA,NA,81.32
"CB5.3",2025-07-23,21,81.32,7.6,0.4,32200,20,NA,NA,81.32
"CB5.3",2025-07-23,23,81.32,7.6,0.5,32200,20.1,NA,NA,81.32
"LE2.3",2025-07-23,0.5,83.3,8.3,7.6,19700,11.6,NA,"1.7",83.3
"LE2.3",2025-07-23,1,83.3,8.3,7.6,19700,11.7,NA,NA,83.3
"LE2.3",2025-07-23,2,83.3,8.3,7.6,19700,11.7,NA,NA,83.3
"LE2.3",2025-07-23,3,83.3,8.3,7.5,19700,11.7,NA,NA,83.3
"LE2.3",2025-07-23,4,83.66,8.2,7.2,20800,12.4,NA,NA,83.66
"LE2.3",2025-07-23,5,83.84,8.2,7.1,20800,12.4,NA,NA,83.84
"LE2.3",2025-07-23,6,83.48,8.1,6.5,20900,12.5,NA,NA,83.48
"LE2.3",2025-07-23,7,83.48,8.1,6.4,21000,12.5,NA,NA,83.48
"LE2.3",2025-07-23,8,83.48,8.1,6.3,21000,12.5,NA,NA,83.48
"LE2.3",2025-07-23,9,83.48,8.1,5.9,21100,12.6,NA,NA,83.48
"LE2.3",2025-07-23,10,79.52,7.3,0.4,23900,14.5,NA,NA,79.52
"LE2.3",2025-07-23,11,78.08,7.3,0.1,24700,15,NA,NA,78.08
"LE2.3",2025-07-23,12,77.72,7.3,0.1,24700,15,NA,NA,77.72
"LE2.3",2025-07-23,13,77.72,7.3,0.1,24700,15,NA,NA,77.72
"LE2.3",2025-07-23,14,77.54,7.3,0.1,25100,15.2,NA,NA,77.54
"LE2.3",2025-07-23,15,77.36,7.3,0.1,25300,15.4,NA,NA,77.36
"LE2.3",2025-07-23,17,77.36,7.3,0.1,25400,15.5,NA,NA,77.36
"LE2.3",2025-07-23,18,77.36,7.3,0.1,25400,15.5,NA,NA,77.36
"CB5.2",2025-07-23,0.5,83.66,8.2,6.9,21200,12.6,NA,"1.5",83.66
"CB5.2",2025-07-23,1,83.66,8.2,6.9,21200,12.6,NA,NA,83.66
"CB5.2",2025-07-23,2,83.66,8.2,6.9,21200,12.6,NA,NA,83.66
"CB5.2",2025-07-23,3,83.66,8.2,7,21200,12.6,NA,NA,83.66
"CB5.2",2025-07-23,4,83.66,8.2,6.9,21200,12.6,NA,NA,83.66
"CB5.2",2025-07-23,5,83.66,8.2,6.9,21200,12.6,NA,NA,83.66
"CB5.2",2025-07-23,6,83.66,8.2,6.8,21200,12.7,NA,NA,83.66
"CB5.2",2025-07-23,7,83.66,8.2,6.8,21200,12.7,NA,NA,83.66
"CB5.2",2025-07-23,8,83.66,8.2,6.5,21300,12.7,NA,NA,83.66
"CB5.2",2025-07-23,9,83.48,8,5.1,22000,13.2,NA,NA,83.48
"CB5.2",2025-07-23,10,82.94,7.8,3.8,23200,14,NA,NA,82.94
"CB5.2",2025-07-23,11,82.58,7.6,2.5,23600,14.2,NA,NA,82.58
"CB5.2",2025-07-23,12,82.22,7.5,1.8,24000,14.5,NA,NA,82.22
"CB5.2",2025-07-23,13,82.04,7.4,1.3,26400,16.1,NA,NA,82.04
"CB5.2",2025-07-23,14,82.04,7.4,1.3,26500,16.2,NA,NA,82.04
"CB5.2",2025-07-23,15,82.04,7.4,1.2,26800,16.3,NA,NA,82.04
"CB5.2",2025-07-23,16,81.5,7.4,0.7,28800,17.7,NA,NA,81.5
"CB5.2",2025-07-23,17,81.5,7.4,0.5,29700,18.3,NA,NA,81.5
"CB5.2",2025-07-23,18,81.5,7.4,0.5,29900,18.5,NA,NA,81.5
"CB5.2",2025-07-23,19,81.32,7.4,0.5,30000,18.5,NA,NA,81.32
"CB5.2",2025-07-23,20,81.14,7.4,0.3,30600,19,NA,NA,81.14
"CB5.2",2025-07-23,21,80.96,7.4,0.3,30800,19.1,NA,NA,80.96
"CB5.2",2025-07-23,22,80.96,7.4,0.2,31300,19.4,NA,NA,80.96
"CB5.2",2025-07-23,23,80.96,7.4,0.1,31600,19.6,NA,NA,80.96
"CB5.2",2025-07-23,25,80.96,7.4,0.1,31600,19.6,NA,NA,80.96
"CB5.2",2025-07-23,27,80.96,7.4,0.1,31700,19.7,NA,NA,80.96
"CB5.2",2025-07-23,29,80.96,7.4,0.1,31800,19.7,NA,NA,80.96
"CB5.1",2025-07-23,0.5,82.58,8,6.4,18500,10.9,NA,"1.1",82.58
"CB5.1",2025-07-23,1,82.58,8.1,6.4,18500,10.9,NA,NA,82.58
"CB5.1",2025-07-23,2,82.58,8,6.4,18500,10.9,NA,NA,82.58
"CB5.1",2025-07-23,3,82.58,8,6.4,18500,10.9,NA,NA,82.58
"CB5.1",2025-07-23,4,82.58,8,6.4,18500,10.9,NA,NA,82.58
"CB5.1",2025-07-23,5,82.76,8,6.1,18700,11,NA,NA,82.76
"CB5.1",2025-07-23,6,82.76,8,5.8,19100,11.3,NA,NA,82.76
"CB5.1",2025-07-23,7,82.94,7.9,5.6,19800,11.7,NA,NA,82.94
"CB5.1",2025-07-23,8,82.76,7.9,5.5,19900,11.8,NA,NA,82.76
"CB5.1",2025-07-23,9,82.76,7.9,5.5,19900,11.8,NA,NA,82.76
"CB5.1",2025-07-23,10,82.58,7.9,5.5,19900,11.8,NA,NA,82.58
"CB5.1",2025-07-23,11,82.22,7.8,4.8,20400,12.1,NA,NA,82.22
"CB5.1",2025-07-23,12,81.68,7.4,1.6,24200,14.6,NA,NA,81.68
"CB5.1",2025-07-23,13,81.5,7.4,1,24400,14.8,NA,NA,81.5
"CB5.1",2025-07-23,14,80.78,7.3,0.5,25700,15.6,NA,NA,80.78
"CB5.1",2025-07-23,15,80.42,7.3,0.2,27200,16.6,NA,NA,80.42
"CB5.1",2025-07-23,16,80.42,7.3,0.1,28000,17.2,NA,NA,80.42
"CB5.1",2025-07-23,17,80.42,7.3,0.1,28200,17.3,NA,NA,80.42
