habitat,color,volume,volumetotal,percent
Marginal,orange,0.25612,2.2508,11.3790652212547
Suitable,dodgerblue,0.94972,2.2508,42.1947751910432
Tolerable,yellow,0.48016,2.2508,21.332859427759
Unsuitable,black,0.5648,2.2508,25.0933001599431
