habitat,color,volume,volumetotal,percent
Marginal,orange,0.4457175,5.7147425,7.79943278284192
Suitable,dodgerblue,3.817375,5.7147425,66.798722777098
Tolerable,yellow,0.3075925,5.7147425,5.3824384913231
Unsuitable,black,1.1440575,5.7147425,20.019405948737
