"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI"
"CB4.3C",2025-07-09,2,28.3,8.2,7.7,17500,10.2,NA,NA
"CB4.3C",2025-07-09,3,28.3,8.2,7.6,17500,10.2,NA,NA
"CB4.3C",2025-07-09,5,28.2,8.2,7.5,17500,10.3,NA,NA
"CB4.3C",2025-07-09,6,28.2,8.2,7,17500,10.2,NA,NA
"CB4.3C",2025-07-09,7,28.1,8.2,7.2,17500,10.2,NA,NA
"CB4.3C",2025-07-09,8,27.9,8,4.8,18300,10.7,NA,NA
"CB4.3C",2025-07-09,9,26.4,7.3,2,18700,11.1,NA,NA
"CB4.3C",2025-07-09,10,25.1,7.2,0.9,20300,12.2,NA,NA
"CB4.3C",2025-07-09,11,24.4,7.2,0.3,21300,12.8,NA,NA
"CB4.3C",2025-07-09,12,22.5,7.2,0,23900,14.5,NA,NA
"CB4.3C",2025-07-09,13,22.3,7.2,0,25300,15.6,NA,NA
"CB4.3C",2025-07-09,14,22.3,7.2,0,25300,15.7,NA,NA
"CB4.3C",2025-07-09,15,22.3,7.2,0,26000,15.9,NA,NA
"CB4.3C",2025-07-09,16,22.2,7.2,0,26500,16.3,NA,NA
"CB4.3C",2025-07-09,17,22.1,7.2,0.1,27200,16.7,NA,NA
"CB4.3C",2025-07-09,19,22.1,7.2,0.1,27500,16.9,NA,NA
"CB4.3C",2025-07-09,21,22.1,7.2,0.1,27600,17,NA,NA
"CB4.3C",2025-07-09,23,22.1,7.2,0.1,27600,17,NA,NA
"CB4.3C",2025-07-09,25,22.1,7.2,0.1,27600,17,NA,NA
"CB4.3C",2025-07-09,26,22.1,7.2,0.1,27600,17,NA,NA
"CB4.3W",2025-07-09,0.5,28.2,8,8.1,16300,9.5,NA,"1.3"
"CB4.3W",2025-07-09,1,28.2,8.3,8.1,16400,9.6,NA,NA
"CB4.3W",2025-07-09,2,28.2,8.2,7.8,16500,9.6,NA,NA
"CB4.3W",2025-07-09,3,28.2,8.2,7.4,16700,9.7,NA,NA
"CB4.3W",2025-07-09,4,28.2,7.2,7.1,17100,10,NA,NA
"CB4.3W",2025-07-09,5,26.8,7.2,4.5,17600,10.4,NA,NA
"CB4.3W",2025-07-09,6,25.9,7.2,0.5,18200,10.8,NA,NA
"CB4.3W",2025-07-09,7,25.2,7.2,0.2,19100,11.3,NA,NA
"CB4.2W",2025-07-09,0.5,28.3,8.1,7.3,15800,9.2,NA,"1.3"
"CB4.2W",2025-07-09,1,28.1,8.2,7.3,15800,9.2,NA,NA
"CB4.2W",2025-07-09,2,27.9,8.2,7.3,15800,9.2,NA,NA
"CB4.2W",2025-07-09,3,27.9,8.1,7.1,15800,9.2,NA,NA
"CB4.2W",2025-07-09,4,27.8,8.1,6.7,15800,9.2,NA,NA
"CB4.2W",2025-07-09,5,27.8,8,6.1,15800,9.2,NA,NA
"CB4.2W",2025-07-09,6,26.8,7.3,1.9,16300,9.6,NA,NA
"CB4.2W",2025-07-09,7,25.5,7.2,0.2,18100,10.7,NA,NA
"CB4.2C",2025-07-09,0.5,28.4,8.3,7.7,15400,8.9,NA,"1.3"
"CB4.2C",2025-07-09,1,28.4,8.3,7.7,15400,8.9,NA,NA
"CB4.2C",2025-07-09,2,28.2,8.3,7.6,15500,9,NA,NA
"CB4.2C",2025-07-09,3,28.1,8.3,7.4,15500,9,NA,NA
"CB4.2C",2025-07-09,4,28.1,8,7.3,15700,9.2,NA,NA
"CB4.2C",2025-07-09,5,28,8.2,6.8,16500,9.6,NA,NA
"CB4.2C",2025-07-09,6,27.9,8.1,6.3,17000,10,NA,NA
"CB4.2C",2025-07-09,7,27.3,7.8,4.6,17500,10.3,NA,NA
"CB4.2C",2025-07-09,8,25.5,7.3,1.2,19600,11.6,NA,NA
"CB4.2C",2025-07-09,9,24.4,7.2,0.1,20800,12.5,NA,NA
"CB4.2C",2025-07-09,10,23.3,7.2,0,22200,13.3,NA,NA
"CB4.2C",2025-07-09,11,23,7.2,0,22600,13.6,NA,NA
"CB4.2C",2025-07-09,12,22.7,7.2,0,23200,14,NA,NA
"CB4.2C",2025-07-09,13,22.6,7.2,0.1,23600,14.4,NA,NA
"CB4.2C",2025-07-09,14,22.2,7.2,0.1,24800,15.2,NA,NA
"CB4.2C",2025-07-09,15,21.9,7.2,0.1,25500,15.6,NA,NA
"CB4.2C",2025-07-09,17,21.8,7.2,0.1,26500,16.3,NA,NA
"CB4.2C",2025-07-09,19,21.7,7.2,0.1,27300,16.8,NA,NA
"CB4.2C",2025-07-09,21,21.7,7.2,0.1,28000,17.3,NA,NA
"CB4.2C",2025-07-09,23,21.8,7.2,0.1,28500,17.6,NA,NA
"CB4.2C",2025-07-09,25,21.8,7.2,0.1,28500,17.6,NA,NA
"CB4.2E",2025-07-09,0.5,28.7,8.3,8,15500,9,NA,"1.2"
"CB4.2E",2025-07-09,1,28.4,8.3,8,15500,9,NA,NA
"CB4.2E",2025-07-09,2,28.2,8.3,7.6,15900,9.3,NA,NA
"CB4.2E",2025-07-09,3,28.2,8.3,7.6,15900,9.3,NA,NA
"CB4.2E",2025-07-09,4,28.2,8.1,6.7,16500,9.7,NA,NA
"CB4.2E",2025-07-09,5,28.1,8.1,6.9,16900,9.9,NA,NA
"CB4.2E",2025-07-09,6,26.9,7.7,4.1,18000,10.7,NA,NA
"CB4.2E",2025-07-09,7,26.4,7.5,2.9,18700,11.1,NA,NA
"CB4.2E",2025-07-09,8,26.2,7.4,2.5,19000,11.2,NA,NA
"CB4.1E",2025-07-09,0.5,28.4,8.3,7.1,13800,8,NA,"1.2"
"CB4.1E",2025-07-09,1,28.4,8.3,7.1,13800,8,NA,NA
"CB4.1E",2025-07-09,2,28.4,8.3,7,13900,8,NA,NA
"CB4.1E",2025-07-09,3,28.4,8.3,7,13900,8,NA,NA
"CB4.1E",2025-07-09,4,28,8.2,6.7,14200,8.2,NA,NA
"CB4.1E",2025-07-09,5,27.9,8.1,5.7,15300,8.9,NA,NA
"CB4.1E",2025-07-09,6,27.9,8,4.8,16000,9.3,NA,NA
"CB4.1E",2025-07-09,7,27.5,7.8,3.4,17000,9.9,NA,NA
"CB4.1E",2025-07-09,8,26.5,7.4,0.5,18500,10.9,NA,NA
"CB4.1E",2025-07-09,9,26.5,7.4,0.9,19100,11.1,NA,NA
"CB4.1E",2025-07-09,10,25.6,7.3,0.7,19500,11.6,NA,NA
"CB4.1E",2025-07-09,11,24.7,7.2,0.2,20600,12.3,NA,NA
"CB4.1E",2025-07-09,12,24.2,7.2,0.1,21200,12.7,NA,NA
"CB4.1E",2025-07-09,13,23.7,7.2,0.1,21800,13,NA,NA
"CB4.1E",2025-07-09,14,23.4,7.2,0.1,22300,13.5,NA,NA
"CB4.1E",2025-07-09,15,22.8,7.2,0.1,23600,14.1,NA,NA
"CB4.1E",2025-07-09,16,22.8,7.2,0.1,23700,14.3,NA,NA
"CB4.1E",2025-07-09,17,22.6,7.2,0.1,24000,14.5,NA,NA
"CB4.1E",2025-07-09,19,22.1,7.2,0.1,25000,15.3,NA,NA
"CB4.1E",2025-07-09,21,22,7.2,0.1,25300,15.4,NA,NA
"CB4.1E",2025-07-09,22,22,7.2,0.1,25200,15.4,NA,NA
"CB4.1C",2025-07-09,0.5,28.4,8.4,7.8,13400,7.6,NA,"1.4"
"CB4.1C",2025-07-09,1,28.1,8.4,7.8,13400,7.6,NA,NA
"CB4.1C",2025-07-09,2,28.1,8.4,7.4,13500,7.7,NA,NA
"CB4.1C",2025-07-09,3,28.1,8.2,7.1,14100,8.1,NA,NA
"CB4.1C",2025-07-09,4,27.5,7.8,4.4,15600,9.1,NA,NA
"CB4.1C",2025-07-09,5,27.5,7.8,4,15800,9.2,NA,NA
"CB4.1C",2025-07-09,6,27,7.6,3.2,16600,9.6,NA,NA
"CB4.1C",2025-07-09,7,26.9,7.6,2.9,16600,9.6,NA,NA
"CB4.1C",2025-07-09,8,26.7,7.5,2.4,16600,9.7,NA,NA
"CB4.1C",2025-07-09,9,25.8,7.3,1,17800,10.4,NA,NA
"CB4.1C",2025-07-09,10,25.2,7.2,0.1,19000,11.6,NA,NA
"CB4.1C",2025-07-09,11,23.2,7.2,0,22000,13.5,NA,NA
"CB4.1C",2025-07-09,12,22.5,7.2,0,24000,14.3,NA,NA
"CB4.1C",2025-07-09,13,21.9,7.2,0,24700,14.9,NA,NA
"CB4.1C",2025-07-09,15,21.7,7.2,0,25000,15.2,NA,NA
"CB4.1C",2025-07-09,17,21.6,7.2,0.1,25800,15.7,NA,NA
"CB4.1C",2025-07-09,19,21.5,7.2,0.1,26200,16,NA,NA
"CB4.1C",2025-07-09,21,21.5,7.2,0.1,27000,16.6,NA,NA
"CB4.1C",2025-07-09,23,21.5,7.2,0.1,27100,16.7,NA,NA
"CB4.1C",2025-07-09,25,21.5,7.2,0.1,27100,16.7,NA,NA
"CB4.1C",2025-07-09,27,21.5,7.2,0.1,27400,16.9,NA,NA
"CB4.1C",2025-07-09,29,21.5,7.2,0.1,27500,16.9,NA,NA
"CB4.1W",2025-07-09,0.5,29.6,8.6,10.3,13500,7.8,NA,"1"
"CB4.1W",2025-07-09,1,29.5,8.6,10.1,13500,7.8,NA,NA
"CB4.1W",2025-07-09,2,28.7,8.4,8.8,13500,7.8,NA,NA
"CB4.1W",2025-07-09,3,27.9,8.3,7.2,13500,7.8,NA,NA
"CB4.1W",2025-07-09,4,27.9,8.3,6.9,13500,7.8,NA,NA
"CB4.1W",2025-07-09,5,27.8,8.2,6.5,13600,7.8,NA,NA
"CB4.1W",2025-07-09,6,27.8,8.2,6,13600,7.9,NA,NA
"CB4.1W",2025-07-09,7,27.7,8.1,5.3,13800,7.9,NA,NA
"CB3.3E",2025-07-09,0.5,28.8,8.6,10.3,10100,5.7,NA,"0.9"
"CB3.3E",2025-07-09,1,28.5,8.5,9.8,10000,5.6,NA,NA
"CB3.3E",2025-07-09,2,27.7,8.1,6.8,10000,5.6,NA,NA
"CB3.3E",2025-07-09,3,27.8,8.1,6.9,10000,5.6,NA,NA
"CB3.3E",2025-07-09,4,27.7,8.1,6.9,10000,5.7,NA,NA
"CB3.3E",2025-07-09,5,27.5,8.1,6.8,10700,6.1,NA,NA
"CB3.3E",2025-07-09,6,27.4,8,5,11800,6.8,NA,NA
"CB3.3C",2025-07-09,0.5,29.6,8.9,13.3,10500,5.9,NA,"0.8"
"CB3.3C",2025-07-09,1,29.7,8.9,13.5,10500,5.9,NA,NA
"CB3.3C",2025-07-09,2,29.6,8.9,12.8,10500,5.9,NA,NA
"CB3.3C",2025-07-09,3,27.8,8.2,7.3,10500,5.9,NA,NA
"CB3.3C",2025-07-09,4,27.7,8.2,6.1,10700,5.9,NA,NA
"CB3.3C",2025-07-09,5,27.7,8.2,6.1,10800,6.1,NA,NA
"CB3.3C",2025-07-09,6,27.5,8,4.5,12300,7,NA,NA
"CB3.3C",2025-07-09,7,26.8,7.5,2.4,12700,7.2,NA,NA
"CB3.3C",2025-07-09,8,26.4,7.3,1.6,13400,7.7,NA,NA
"CB3.3C",2025-07-09,9,26.2,7.3,1.3,13600,7.8,NA,NA
"CB3.3C",2025-07-09,10,26.1,7.3,0.8,14000,8.1,NA,NA
"CB3.3C",2025-07-09,11,25.6,7.3,0.6,14700,8.6,NA,NA
"CB3.3C",2025-07-09,12,24.1,7.2,0.1,18200,10.4,NA,NA
"CB3.3C",2025-07-09,13,22.9,7.2,0.1,20500,12.4,NA,NA
"CB3.3C",2025-07-09,14,22.4,7.2,0.1,22500,13.6,NA,NA
"CB3.3C",2025-07-09,15,22.2,7.2,0.1,23000,13.8,NA,NA
"CB3.3C",2025-07-09,17,21.9,7.2,0.1,23900,14.5,NA,NA
"CB3.3C",2025-07-09,19,21.8,7.2,0.1,24500,14.9,NA,NA
"CB3.3C",2025-07-09,21,21.7,7.2,0.1,24900,15.2,NA,NA
"CB3.3C",2025-07-09,22,21.6,7.2,0.1,25000,15.2,NA,NA
"CB3.3W",2025-07-09,0.5,28.6,8.5,9.7,10800,6.1,NA,"0.6"
"CB3.3W",2025-07-09,1,28.6,8.5,9.7,11000,6.2,NA,NA
"CB3.3W",2025-07-09,2,28.5,8.5,9.6,11300,6.2,NA,NA
"CB3.3W",2025-07-09,3,28.4,8.5,9.1,11300,6.4,NA,NA
"CB3.3W",2025-07-09,4,28.4,8.4,8.6,11400,6.4,NA,NA
"CB3.3W",2025-07-09,5,28.2,8.4,8.3,11600,6.6,NA,NA
"CB3.3W",2025-07-09,6,28.2,8.4,8.3,11600,6.6,NA,NA
"CB3.3W",2025-07-09,7,28.2,8.4,8.3,11500,6.6,NA,NA
"CB3.2",2025-07-10,0.5,28,8.3,7.6,7500,4.1,NA,"1"
"CB3.2",2025-07-10,1,28,8,7.6,7500,4.1,NA,NA
"CB3.2",2025-07-10,2,28.1,8.3,7.4,7800,4.3,NA,NA
"CB3.2",2025-07-10,3,28.2,8.4,7.3,8000,4.4,NA,NA
"CB3.2",2025-07-10,4,28,8.2,6.4,9300,5.2,NA,NA
"CB3.2",2025-07-10,5,27.8,8,5.6,9700,5.4,NA,NA
"CB3.2",2025-07-10,6,27.8,8.1,5.4,10300,5.8,NA,NA
"CB3.2",2025-07-10,7,26.8,7.5,2.7,12000,6.7,NA,NA
"CB3.2",2025-07-10,8,26.4,7.4,2.1,12800,7.3,NA,NA
"CB3.2",2025-07-10,9,26,7.3,1.5,13300,7.7,NA,NA
"CB3.2",2025-07-10,10,24.8,7.2,0.3,15600,9.2,NA,NA
"CB3.1",2025-07-10,0.5,28,7.6,6.4,4500,2.4,NA,"0.9"
"CB3.1",2025-07-10,1,28,7.6,6.4,4500,2.4,NA,NA
"CB3.1",2025-07-10,2,28,7.5,6.2,4500,2.4,NA,NA
"CB3.1",2025-07-10,3,28,7.5,6,4800,2.6,NA,NA
"CB3.1",2025-07-10,4,28,7.5,5.8,5000,2.7,NA,NA
"CB3.1",2025-07-10,5,27.9,7.4,5.3,5400,2.9,NA,NA
"CB3.1",2025-07-10,6,27.9,7.4,4.9,5700,3.1,NA,NA
"CB3.1",2025-07-10,7,27.9,7.4,4.7,5700,3.1,NA,NA
"CB3.1",2025-07-10,8,27.7,7.3,3.8,7000,3.8,NA,NA
"CB3.1",2025-07-10,9,26.6,7.2,2,10700,6.1,NA,NA
"CB3.1",2025-07-10,10,25.6,7.2,0.9,13600,7.8,NA,NA
"CB3.1",2025-07-10,11,25.4,7.2,0.7,13900,8,NA,NA
"CB3.1",2025-07-10,12,25.3,7.2,0.9,14100,8.2,NA,NA
"CB2.2",2025-07-10,0.5,28.3,7.4,6.3,2100,1.1,NA,"1"
"CB2.2",2025-07-10,1,28.4,7.4,6.2,2100,1.1,NA,NA
"CB2.2",2025-07-10,2,28.4,7.4,6.1,2400,1.2,NA,NA
"CB2.2",2025-07-10,3,28.3,7.4,5.6,2900,1.5,NA,NA
"CB2.2",2025-07-10,4,28.3,7.4,5.6,3000,1.6,NA,NA
"CB2.2",2025-07-10,5,28.3,7.4,5.6,3000,1.5,NA,NA
"CB2.2",2025-07-10,6,28.3,7.4,5.5,3000,1.6,NA,NA
"CB2.2",2025-07-10,7,28.3,7.4,5.4,3200,1.7,NA,NA
"CB2.2",2025-07-10,8,28.3,7.4,5.3,3500,1.8,NA,NA
"CB2.2",2025-07-10,9,28.2,7.4,5.1,3600,1.9,NA,NA
"CB2.1",2025-07-10,0.5,29.2,7.6,7,207,0.1,NA,"0.6"
"CB2.1",2025-07-10,1,29.2,7.6,7,207,0.1,NA,NA
"CB2.1",2025-07-10,2,29.2,7.6,7,207,0.1,NA,NA
"CB2.1",2025-07-10,3,29.2,7.6,7,207,0.1,NA,NA
"CB2.1",2025-07-10,4,29.2,7.6,7,207,0.1,NA,NA
"CB2.1",2025-07-10,5,29.2,7.7,6.9,207,0.1,NA,NA
"CB1.1",2025-07-10,0.5,29,7.8,6.6,237,0.1,NA,"0.8"
"CB1.1",2025-07-10,1,29.1,7.8,6.6,237,0.1,NA,NA
"CB1.1",2025-07-10,2,29,7.8,6.6,237,0.1,NA,NA
"CB1.1",2025-07-10,3,29,7.9,6.4,237,0.1,NA,NA
"WT1.1",2025-07-09,0.5,30.2,7.4,5.3,699,0.3,NA,"0.4"
"WT1.1",2025-07-09,1,30,7.4,4.9,756,0.4,NA,NA
"WT1.1",2025-07-09,2,29.9,7.3,4.3,757,0.4,NA,NA
"WT2.1",2025-07-09,0.5,30.6,7.4,4.9,1620,0.8,NA,"0.6"
"WT2.1",2025-07-09,1,30,7.3,4.2,1640,0.8,NA,NA
"WT2.1",2025-07-09,1.4,29.8,7.3,3.4,1690,0.8,NA,NA
"WT3.1",2025-07-09,0.5,30.2,7.5,5.4,2440,1.2,NA,"0.4"
"WT3.1",2025-07-09,1,30.1,7.5,5.3,2440,1.2,NA,NA
"WT3.1",2025-07-09,2,29.8,7.4,4.8,2440,1.2,NA,NA
"WT3.1",2025-07-09,3,29.7,7.4,4.1,2440,1.2,NA,NA
"WT4.1",2025-07-09,0.5,30.7,8.4,7.6,1030,0.5,NA,"0.3"
"WT4.1",2025-07-09,1,30.4,8.2,6,1050,0.5,NA,NA
