label,x,y,z,name,milesY,distfrommouth
bay,365054,4345751,5,Baltimore,2700.323644621,92.4295576209997
bay,406760,4378320,5,Havre de Grace,2720.56107672,112.66698972
bay,381462,4316546,5,Bay Bridge,2682.176504566,74.2824175659998
bay,384208,4283828,5,Tilghman Island,2661.846488188,53.9524011879998
bay,379039,4243203,5,Patuxent River Mouth,2636.603291313,28.7092043130001
bay,399876,4198005,5,MD/VA Line,2608.518564855,0.624477854999896
