habitat,color,volume,volumetotal,percent
Marginal,orange,0.7126425,5.7147425,12.4702469096377
Suitable,dodgerblue,2.8854875,5.7147425,50.491995046146
Tolerable,yellow,1.1664375,5.7147425,20.4110246437175
Unsuitable,black,0.950175,5.7147425,16.6267334004988
