habitat,color,volume,volumetotal,percent
Marginal,orange,0.10775,2.2508,4.78718677803448
Suitable,dodgerblue,1.34184,2.2508,59.6161364848054
Tolerable,yellow,0.23279,2.2508,10.3425448729341
Unsuitable,black,0.56842,2.2508,25.2541318642261
