habitat,color,volume,volumetotal,percent
Marginal,orange,0.31462,2.2508,13.9781411053848
Suitable,dodgerblue,1.18788,2.2508,52.7759019015461
Tolerable,yellow,0.14025,2.2508,6.23111782477342
Unsuitable,black,0.60805,2.2508,27.0148391682957
