"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","source","tempC"
"CB5.3",2026-02-17,0.5,34.34,8.1,13.4,30600,18.4,NA,"1.6","MDmain",1.3
"CB5.3",2026-02-17,1,34.34,8.1,13.4,30600,18.4,NA,NA,"MDmain",1.3
"CB5.3",2026-02-17,2,34.34,8.1,13.4,30600,18.4,NA,NA,"MDmain",1.3
"CB5.3",2026-02-17,3,34.16,8.1,13.4,30600,18.4,NA,NA,"MDmain",1.2
"CB5.3",2026-02-17,5,34.16,8.1,13.4,30800,18.5,NA,NA,"MDmain",1.2
"CB5.3",2026-02-17,6,33.98,8,13.3,31300,18.8,NA,NA,"MDmain",1.1
"CB5.3",2026-02-17,7,33.98,8,13.2,31600,19,NA,NA,"MDmain",1.1
"CB5.3",2026-02-17,8,33.98,8,13.2,31800,19.2,NA,NA,"MDmain",1.1
"CB5.3",2026-02-17,9,33.8,8,13.1,32200,19.4,NA,NA,"MDmain",1
"CB5.3",2026-02-17,10,33.8,8,13,32600,19.7,NA,NA,"MDmain",1
"CB5.3",2026-02-17,11,33.44,8,12.8,33900,20.8,NA,NA,"MDmain",0.8
"CB5.3",2026-02-17,12,33.44,8,12.6,36500,22.3,NA,NA,"MDmain",0.8
"CB5.3",2026-02-17,13,32.9,7.9,12.4,37400,22.7,NA,NA,"MDmain",0.5
"CB5.3",2026-02-17,14,32.9,7.9,12.3,38900,23.8,NA,NA,"MDmain",0.5
"CB5.3",2026-02-17,15,33.08,7.9,12.2,39500,24.1,NA,NA,"MDmain",0.6
"CB5.3",2026-02-17,16,32.9,7.9,12.1,39900,24.5,NA,NA,"MDmain",0.5
"CB5.3",2026-02-17,17,32.9,7.9,12,40200,24.6,NA,NA,"MDmain",0.5
"CB5.3",2026-02-17,18,32.9,7.9,12,40900,25.1,NA,NA,"MDmain",0.5
"CB5.3",2026-02-17,19,32.9,7.9,12,41300,25.3,NA,NA,"MDmain",0.5
"CB5.3",2026-02-17,21,32.9,7.9,11.9,41300,25.4,NA,NA,"MDmain",0.5
"CB5.3",2026-02-17,23,33.08,7.9,11.9,41900,25.7,NA,NA,"MDmain",0.6
"CB5.3",2026-02-17,25,33.08,7.9,11.8,42700,26.3,NA,NA,"MDmain",0.6
"CB5.3",2026-02-17,27,33.08,7.9,11.8,42700,26.3,NA,NA,"MDmain",0.6
"LE2.3",2026-02-17,0.5,34.16,8.1,13.5,30300,18.2,NA,"1.6","MDmain",1.2
"LE2.3",2026-02-17,1,34.16,8.1,13.5,30300,18.2,NA,NA,"MDmain",1.2
"LE2.3",2026-02-17,2,34.16,8.1,13.5,30400,18.2,NA,NA,"MDmain",1.2
"LE2.3",2026-02-17,3,34.16,8.1,13.5,30400,18.2,NA,NA,"MDmain",1.2
"LE2.3",2026-02-17,5,34.16,8.1,13.5,30400,18.2,NA,NA,"MDmain",1.2
"LE2.3",2026-02-17,7,34.16,8.1,13.5,30400,18.2,NA,NA,"MDmain",1.2
"LE2.3",2026-02-17,9,34.16,8.1,13.4,30400,18.2,NA,NA,"MDmain",1.2
"LE2.3",2026-02-17,11,34.16,8.1,13.4,30400,18.3,NA,NA,"MDmain",1.2
"LE2.3",2026-02-17,12,34.34,8,13.1,30600,18.4,NA,NA,"MDmain",1.3
"LE2.3",2026-02-17,13,33.62,8,12.8,32300,19.3,NA,NA,"MDmain",0.9
"LE2.3",2026-02-17,14,33.26,7.9,12.6,33700,20.3,NA,NA,"MDmain",0.7
"LE2.3",2026-02-17,15,33.26,7.9,12.3,33900,20.5,NA,NA,"MDmain",0.7
"LE2.3",2026-02-17,17,33.26,7.9,12.3,34200,20.6,NA,NA,"MDmain",0.7
"LE2.3",2026-02-17,19,33.26,7.9,12.2,34250,20.7,NA,NA,"MDmain",0.7
"CB5.2",2026-02-17,0.5,34.16,8.1,13.5,30900,18.5,NA,"2","MDmain",1.2
"CB5.2",2026-02-17,1,33.8,8,13.5,31300,18.8,NA,NA,"MDmain",1
"CB5.2",2026-02-17,2,33.8,8,13.4,31600,19.2,NA,NA,"MDmain",1
"CB5.2",2026-02-17,3,33.62,8,13.4,31700,19.3,NA,NA,"MDmain",0.9
"CB5.2",2026-02-17,4,33.44,8,13.2,32400,19.5,NA,NA,"MDmain",0.8
"CB5.2",2026-02-17,5,33.44,8,13.2,32600,19.7,NA,NA,"MDmain",0.8
"CB5.2",2026-02-17,6,33.44,8,13.2,32700,19.7,NA,NA,"MDmain",0.8
"CB5.2",2026-02-17,7,33.44,8,13.2,32700,19.7,NA,NA,"MDmain",0.8
"CB5.2",2026-02-17,8,33.44,8,13.1,32800,19.8,NA,NA,"MDmain",0.8
"CB5.2",2026-02-17,9,33.26,8,13.1,32900,19.8,NA,NA,"MDmain",0.7
"CB5.2",2026-02-17,10,33.26,8,13,32900,19.9,NA,NA,"MDmain",0.7
"CB5.2",2026-02-17,11,33.08,8,12.9,33300,20,NA,NA,"MDmain",0.6
"CB5.2",2026-02-17,12,32.9,8,12.7,33700,20.3,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,13,32.9,7.9,12.5,35400,21.4,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,14,32.9,7.9,12.4,36100,21.9,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,15,32.9,7.9,12.3,36000,22.3,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,16,32.9,7.9,12.2,37500,22.8,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,17,32.9,7.9,12.1,38200,23.3,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,18,32.9,7.9,12.1,38800,23.7,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,19,32.9,7.9,12,38800,23.7,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,20,32.9,7.9,12,39200,24.4,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,21,32.9,7.9,11.9,40200,24.5,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,22,32.9,7.9,11.9,40300,24.6,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,23,32.9,7.9,11.8,40400,24.7,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,25,32.9,7.9,11.8,40500,24.8,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,27,32.9,7.9,11.8,40800,25,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,29,32.9,7.9,11.8,40800,25,NA,NA,"MDmain",0.5
"CB5.2",2026-02-17,31,32.9,7.9,11.8,40800,25,NA,NA,"MDmain",0.5
"CB5.1",2026-02-17,0.5,34.34,8.1,13.6,30200,18.2,NA,"1.8","MDmain",1.3
"CB5.1",2026-02-17,1,34.52,8.1,13.6,30300,18.2,NA,NA,"MDmain",1.4
"CB5.1",2026-02-17,2,34.52,8.1,13.5,30300,18.2,NA,NA,"MDmain",1.4
"CB5.1",2026-02-17,3,34.34,8.1,13.5,30400,18.2,NA,NA,"MDmain",1.3
"CB5.1",2026-02-17,4,33.62,8.1,13.5,30800,18.4,NA,NA,"MDmain",0.9
"CB5.1",2026-02-17,5,33.44,8,13.3,31800,19.1,NA,NA,"MDmain",0.8
"CB5.1",2026-02-17,6,33.08,8,13.1,32300,19.4,NA,NA,"MDmain",0.6
"CB5.1",2026-02-17,7,33.08,8,13,32900,19.81,NA,NA,"MDmain",0.6
"CB5.1",2026-02-17,8,33.08,8,13,33100,20,NA,NA,"MDmain",0.6
"CB5.1",2026-02-17,9,33.08,8,12.9,33400,20.1,NA,NA,"MDmain",0.6
"CB5.1",2026-02-17,10,33.08,8,12.8,33700,20.3,NA,NA,"MDmain",0.6
"CB5.1",2026-02-17,11,33.08,8,12.8,33900,20.4,NA,NA,"MDmain",0.6
"CB5.1",2026-02-17,12,32.9,8,12.7,34100,20.6,NA,NA,"MDmain",0.5
"CB5.1",2026-02-17,13,32.9,7.9,12.6,34700,21,NA,NA,"MDmain",0.5
"CB5.1",2026-02-17,14,32.9,7.9,12.4,36200,21.8,NA,NA,"MDmain",0.5
