"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","source","tempC"
"LE2.3",2025-10-07,8,72.14,8,7.1,27900,17.2,NA,NA,"MDmain",22.3
"LE2.3",2025-10-07,9,72.14,8,6.9,28100,17.3,NA,NA,"MDmain",22.3
"LE2.3",2025-10-07,10,72.32,7.6,3.7,29300,18.2,NA,NA,"MDmain",22.4
"LE2.3",2025-10-07,11,72.14,7.7,4.5,29600,18.3,NA,NA,"MDmain",22.3
"LE2.3",2025-10-07,13,72.14,7.8,4.6,29900,18.6,NA,NA,"MDmain",22.3
"LE2.3",2025-10-07,15,72.14,7.7,4.4,30200,18.8,NA,NA,"MDmain",22.3
"LE2.3",2025-10-07,17,72.32,7.7,4.2,30700,19.1,NA,NA,"MDmain",22.4
"CB5.2",2025-10-07,0.5,71.96,8.1,8,27200,16.7,NA,"2.1","MDmain",22.2
"CB5.2",2025-10-07,1,71.96,8.1,8,27200,16.7,NA,NA,"MDmain",22.2
"CB5.2",2025-10-07,2,71.96,8.1,8,27200,16.7,NA,NA,"MDmain",22.2
"CB5.2",2025-10-07,3,71.96,8.1,8,27200,16.7,NA,NA,"MDmain",22.2
"CB5.2",2025-10-07,4,71.96,8.1,8,27200,16.7,NA,NA,"MDmain",22.2
"CB5.2",2025-10-07,5,71.78,8.1,8,27200,16.7,NA,NA,"MDmain",22.1
"CB5.2",2025-10-07,6,71.78,8.1,7.9,27200,16.7,NA,NA,"MDmain",22.1
"CB5.2",2025-10-07,7,71.78,8.1,7.5,27200,16.7,NA,NA,"MDmain",22.1
"CB5.2",2025-10-07,8,71.78,8,7.3,27500,16.9,NA,NA,"MDmain",22.1
"CB5.2",2025-10-07,9,72.14,7.8,4.8,30400,18.9,NA,NA,"MDmain",22.3
"CB5.2",2025-10-07,10,72.32,7.7,4.3,31400,19.6,NA,NA,"MDmain",22.4
"CB5.2",2025-10-07,11,72.5,7.7,3.9,32400,20.3,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,12,72.5,7.7,3.7,33000,20.7,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,13,72.5,7.7,3.7,33200,20.8,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,14,72.5,7.7,3.2,33800,21.2,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,15,72.5,7.7,3.1,34100,21.4,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,16,72.5,7.7,3.1,34200,21.5,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,17,72.5,7.6,2.8,34500,21.7,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,18,72.5,7.6,2.7,34900,22,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,19,72.5,7.6,2.5,35400,22.3,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,21,72.5,7.6,2.5,35600,22.5,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,23,72.5,7.6,2.5,35600,22.5,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,25,72.5,7.6,2.4,35700,22.5,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,27,72.5,7.6,2.4,35700,22.6,NA,NA,"MDmain",22.5
"CB5.2",2025-10-07,28,72.5,7.6,2.4,35700,22.6,NA,NA,"MDmain",22.5
"CB5.1",2025-10-07,0.5,72.32,8.1,8.3,26800,16.4,NA,"2.1","MDmain",22.4
"CB5.1",2025-10-07,1,72.32,8.1,8.3,26800,16.4,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,2,72.14,8.1,8.3,26800,16.4,NA,NA,"MDmain",22.3
"CB5.1",2025-10-07,3,72.14,8.1,8.3,26800,16.4,NA,NA,"MDmain",22.3
"CB5.1",2025-10-07,4,72.14,8.1,8.3,26800,16.4,NA,NA,"MDmain",22.3
"CB5.1",2025-10-07,5,72.14,8.1,8.3,26800,16.4,NA,NA,"MDmain",22.3
"CB5.1",2025-10-07,6,72.14,8.1,8.3,26800,16.4,NA,NA,"MDmain",22.3
"CB5.1",2025-10-07,7,72.14,8.1,8.2,26800,16.4,NA,NA,"MDmain",22.3
"CB5.1",2025-10-07,8,71.96,8.1,8.2,26800,16.4,NA,NA,"MDmain",22.2
"CB5.1",2025-10-07,9,71.96,8.1,8.1,26800,16.4,NA,NA,"MDmain",22.2
"CB5.1",2025-10-07,10,71.96,8.1,7.8,26800,16.4,NA,NA,"MDmain",22.2
"CB5.1",2025-10-07,11,71.96,8.1,7.3,26900,16.5,NA,NA,"MDmain",22.2
"CB5.1",2025-10-07,12,72.32,7.6,2.9,32300,20.1,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,13,72.32,7.5,2.1,34600,21.8,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,14,72.32,7.5,2,35200,22.2,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,15,72.32,7.5,2,35400,22.3,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,17,72.32,7.5,2,35500,22.4,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,19,72.32,7.5,2,35500,22.4,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,21,72.32,7.5,2,35600,22.4,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,23,72.32,7.5,2,35600,22.5,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,25,72.32,7.5,2,35700,22.5,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,27,72.32,7.5,2,35700,22.6,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,29,72.32,7.5,2,35700,22.6,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,31,72.32,7.5,2,35700,22.6,NA,NA,"MDmain",22.4
"CB5.1",2025-10-07,33,72.32,7.5,2,35800,22.6,NA,NA,"MDmain",22.4
"CB4.4",2025-10-07,0.5,72.14,8.1,8.3,26500,16.2,NA,"2","MDmain",22.3
"CB4.4",2025-10-07,1,72.32,8.1,8.3,26500,16.2,NA,NA,"MDmain",22.4
"CB4.4",2025-10-07,2,72.32,8.1,8.4,26500,16.2,NA,NA,"MDmain",22.4
"CB4.4",2025-10-07,3,72.32,8.1,8.4,26500,16.2,NA,NA,"MDmain",22.4
"CB4.4",2025-10-07,4,72.14,8.1,8.3,26500,16.2,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,5,72.14,8.1,8.2,26500,16.2,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,6,72.14,8.1,8.2,26500,16.2,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,7,72.14,8.1,8,26500,16.3,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,8,71.96,8.1,7.9,26500,16.3,NA,NA,"MDmain",22.2
"CB4.4",2025-10-07,9,71.96,8.1,7.8,26600,16.3,NA,NA,"MDmain",22.2
"CB4.4",2025-10-07,10,71.96,8.1,7.7,26600,16.3,NA,NA,"MDmain",22.2
"CB4.4",2025-10-07,11,71.96,8,7.5,26700,16.4,NA,NA,"MDmain",22.2
"CB4.4",2025-10-07,12,71.96,7.7,4.6,29900,18.6,NA,NA,"MDmain",22.2
"CB4.4",2025-10-07,13,71.96,7.6,3.7,30700,19.1,NA,NA,"MDmain",22.2
"CB4.4",2025-10-07,14,72.14,7.5,2.2,32800,20.6,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,15,72.14,7.5,2.2,32900,20.6,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,16,72.14,7.5,2.1,33000,20.7,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,17,72.14,7.5,2.1,33200,20.8,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,18,72.14,7.5,2,33400,21,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,19,72.14,7.5,1.8,34200,21.5,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,20,72.14,7.5,1.8,34400,21.6,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,21,72.14,7.5,1.9,34700,21.8,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,23,72.32,7.5,1.9,34900,22,NA,NA,"MDmain",22.4
"CB4.4",2025-10-07,25,72.14,7.5,1.7,35100,22.1,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,27,72.14,7.5,1.7,35100,22.1,NA,NA,"MDmain",22.3
"CB4.4",2025-10-07,28,72.14,7.5,1.7,35100,22.1,NA,NA,"MDmain",22.3
"CB4.3E",2025-10-06,0.5,71.42,8.1,8.5,25900,15.9,NA,"2","MDmain",21.9
"CB4.3E",2025-10-06,1,71.42,8.1,8.5,25900,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,2,71.42,8.1,8.5,25900,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,3,71.42,8.1,8.4,25900,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,4,71.42,8.1,8.4,25900,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,5,71.42,8.1,8.4,25900,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,6,71.42,8.1,8.4,26000,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,7,71.42,8.1,8.4,26000,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,8,71.42,8.1,8.4,26000,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,9,71.42,8.1,8.4,26000,15.9,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,10,71.42,8.1,8.3,26300,16.1,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,11,71.42,8.1,8.2,26300,16.3,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,12,71.6,8.1,8,26700,16.4,NA,NA,"MDmain",22
"CB4.3E",2025-10-06,13,71.6,8,7.5,27100,16.6,NA,NA,"MDmain",22
"CB4.3E",2025-10-06,14,71.24,7.8,5,28100,17.3,NA,NA,"MDmain",21.8
"CB4.3E",2025-10-06,15,71.42,7.6,4.1,30000,18.6,NA,NA,"MDmain",21.9
"CB4.3E",2025-10-06,16,71.6,7.6,3.6,30900,19.2,NA,NA,"MDmain",22
"CB4.3E",2025-10-06,17,71.6,7.6,3.2,31400,19.6,NA,NA,"MDmain",22
"CB4.3E",2025-10-06,18,71.96,7.5,2.6,33000,20.7,NA,NA,"MDmain",22.2
"CB4.3E",2025-10-06,19,71.96,7.5,2.3,33300,20.9,NA,NA,"MDmain",22.2
"CB4.3E",2025-10-06,20,71.96,7.5,2.1,33800,21.2,NA,NA,"MDmain",22.2
"CB4.3C",2025-10-06,0.5,71.24,8.1,8.3,25800,15.8,NA,"1.7","MDmain",21.8
"CB4.3C",2025-10-06,1,71.24,8.1,8.2,25800,15.8,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,2,71.24,8.1,8.2,25800,15.8,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,3,71.24,8.1,8.2,25800,15.8,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,4,71.24,8.1,8.1,25900,15.8,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,5,71.24,8.1,8,26000,15.9,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,6,71.24,8,7.5,26300,16.1,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,7,71.24,7.9,7,27400,16.9,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,8,71.24,7.9,6.9,27500,16.9,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,9,71.24,7.9,6.2,28100,17.3,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,10,71.24,7.8,5.5,28400,17.5,NA,NA,"MDmain",21.8
"CB4.3C",2025-10-06,11,72.14,7.6,3.4,30900,19.3,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,12,72.14,7.6,3.6,31800,19.9,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,13,72.14,7.5,2.3,32500,20.4,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,14,72.14,7.5,2.3,32800,20.6,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,15,72.14,7.5,2.3,32900,20.6,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,16,72.14,7.5,2.2,33300,20.9,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,17,72.14,7.5,2.1,33700,21.2,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,19,72.14,7.5,1.9,34100,21.4,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,21,72.14,7.5,1.8,34600,21.8,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,23,72.14,7.5,1.7,34800,21.9,NA,NA,"MDmain",22.3
"CB4.3C",2025-10-06,25,72.14,7.5,1.7,34800,21.9,NA,NA,"MDmain",22.3
"CB4.3W",2025-10-06,0.5,71.42,8.1,8.3,25800,15.8,NA,"1.8","MDmain",21.9
"CB4.3W",2025-10-06,1,71.42,8.1,8.2,25800,15.8,NA,NA,"MDmain",21.9
"CB4.3W",2025-10-06,2,71.42,8.1,8.2,25800,15.8,NA,NA,"MDmain",21.9
"CB4.3W",2025-10-06,3,71.42,8.1,8.1,25800,15.8,NA,NA,"MDmain",21.9
"CB4.3W",2025-10-06,4,71.42,8.1,7.9,25800,15.8,NA,NA,"MDmain",21.9
"CB4.3W",2025-10-06,5,71.78,7.9,6.5,26400,16.2,NA,NA,"MDmain",22.1
"CB4.3W",2025-10-06,6,71.78,7.7,5.3,27800,17.1,NA,NA,"MDmain",22.1
"CB4.3W",2025-10-06,7,71.6,7.7,5.3,28300,17.5,NA,NA,"MDmain",22
"CB4.3W",2025-10-06,8,71.6,7.7,5.1,28600,17.6,NA,NA,"MDmain",22
"CB4.2W",2025-10-06,0.5,71.78,8.1,8.3,25500,15.6,NA,"1.8","MDmain",22.1
"CB4.2W",2025-10-06,1,71.78,8.1,8.3,25500,15.6,NA,NA,"MDmain",22.1
"CB4.2W",2025-10-06,2,71.78,8.1,8.3,25500,15.6,NA,NA,"MDmain",22.1
"CB4.2W",2025-10-06,3,71.78,8.1,8.1,25500,15.6,NA,NA,"MDmain",22.1
"CB4.2W",2025-10-06,4,71.96,8,7.3,25600,15.7,NA,NA,"MDmain",22.2
"CB4.2W",2025-10-06,5,72.14,7.6,4.1,26900,16.54,NA,NA,"MDmain",22.3
"CB4.2W",2025-10-06,6,72.14,7.6,4.2,27700,17.1,NA,NA,"MDmain",22.3
"CB4.2W",2025-10-06,7,72.32,7.5,3.7,28100,17.4,NA,NA,"MDmain",22.4
"CB4.2C",2025-10-06,0.5,71.96,8.1,8.5,25400,15.5,NA,"2.3","MDmain",22.2
"CB4.2C",2025-10-06,1,71.96,8.1,8.5,25400,15.5,NA,NA,"MDmain",22.2
"CB4.2C",2025-10-06,2,71.96,8.1,8.5,25400,15.5,NA,NA,"MDmain",22.2
"CB4.2C",2025-10-06,3,71.6,8.1,8.4,25500,15.6,NA,NA,"MDmain",22
"CB4.2C",2025-10-06,4,71.42,8.1,8.1,25800,15.8,NA,NA,"MDmain",21.9
"CB4.2C",2025-10-06,5,71.42,8,8.1,26100,16,NA,NA,"MDmain",21.9
"CB4.2C",2025-10-06,6,71.24,8,8.1,26200,16.1,NA,NA,"MDmain",21.8
"CB4.2C",2025-10-06,7,71.24,8,8.2,26300,16.1,NA,NA,"MDmain",21.8
"CB4.2C",2025-10-06,8,71.24,8,8,26500,16.2,NA,NA,"MDmain",21.8
"CB4.2C",2025-10-06,9,71.42,7.9,7.2,27000,16.6,NA,NA,"MDmain",21.9
"CB4.2C",2025-10-06,10,71.42,7.9,6.8,27100,16.7,NA,NA,"MDmain",21.9
"CB4.2C",2025-10-06,11,71.6,7.8,5.8,27700,17.1,NA,NA,"MDmain",22
"CB4.2C",2025-10-06,12,71.96,7.6,4,29700,18.4,NA,NA,"MDmain",22.2
"CB4.2C",2025-10-06,13,72.32,7.5,2.8,30700,19.1,NA,NA,"MDmain",22.4
"CB4.2C",2025-10-06,14,72.32,7.5,2.4,31100,19.4,NA,NA,"MDmain",22.4
"CB4.2C",2025-10-06,15,72.32,7.5,2,32600,20.4,NA,NA,"MDmain",22.4
"CB4.2C",2025-10-06,16,72.14,7.5,1.9,33000,20.7,NA,NA,"MDmain",22.3
"CB4.2C",2025-10-06,17,72.14,7.5,1.7,33600,21.1,NA,NA,"MDmain",22.3
"CB4.2C",2025-10-06,18,72.14,7.5,1.7,34100,21.5,NA,NA,"MDmain",22.3
"CB4.2C",2025-10-06,19,72.14,7.5,1.7,34700,21.8,NA,NA,"MDmain",22.3
"CB4.2C",2025-10-06,21,72.14,7.5,1.5,35300,22.3,NA,NA,"MDmain",22.3
"CB4.2C",2025-10-06,23,72.14,7.5,1.5,35300,22.3,NA,NA,"MDmain",22.3
"CB4.2C",2025-10-06,25,72.14,7.5,1.5,35300,22.3,NA,NA,"MDmain",22.3
"CB4.2E",2025-10-06,0.5,71.96,8.1,8.5,25200,15.4,NA,"2","MDmain",22.2
"CB4.2E",2025-10-06,1,71.96,8.1,8.5,25400,15.5,NA,NA,"MDmain",22.2
"CB4.2E",2025-10-06,2,71.78,8.1,8.3,25500,15.6,NA,NA,"MDmain",22.1
"CB4.2E",2025-10-06,3,71.96,8.1,8.3,25500,15.6,NA,NA,"MDmain",22.2
"CB4.2E",2025-10-06,4,71.42,7.9,7.3,25800,15.8,NA,NA,"MDmain",21.9
"CB4.2E",2025-10-06,5,71.42,7.9,7.1,26600,16.3,NA,NA,"MDmain",21.9
"CB4.2E",2025-10-06,6,71.42,7.9,7,26900,16.6,NA,NA,"MDmain",21.9
"CB4.2E",2025-10-06,7,71.6,7.9,6.5,27200,16.7,NA,NA,"MDmain",22
"CB4.1E",2025-10-06,0.5,71.96,8.2,8.5,24900,15.2,NA,"1.7","MDmain",22.2
"CB4.1E",2025-10-06,1,71.78,8.2,8.5,24900,15.2,NA,NA,"MDmain",22.1
"CB4.1E",2025-10-06,2,71.78,8.2,8.5,24900,15.2,NA,NA,"MDmain",22.1
"CB4.1E",2025-10-06,3,71.6,8.1,8.1,25100,15.3,NA,NA,"MDmain",22
"CB4.1E",2025-10-06,4,71.42,8,7.6,25400,15.5,NA,NA,"MDmain",21.9
"CB4.1E",2025-10-06,5,71.42,8,7.2,25600,15.6,NA,NA,"MDmain",21.9
"CB4.1E",2025-10-06,6,71.42,8,7.1,25700,15.7,NA,NA,"MDmain",21.9
"CB4.1E",2025-10-06,7,71.42,8,7,25800,15.8,NA,NA,"MDmain",21.9
"CB4.1E",2025-10-06,8,71.42,7.9,6.9,25800,15.8,NA,NA,"MDmain",21.9
"CB4.1E",2025-10-06,9,71.42,7.9,6.2,26000,15.9,NA,NA,"MDmain",21.9
"CB4.1E",2025-10-06,10,71.6,7.7,4.8,27200,16.7,NA,NA,"MDmain",22
"CB4.1E",2025-10-06,11,71.78,7.6,4.4,27800,17.1,NA,NA,"MDmain",22.1
"CB4.1E",2025-10-06,12,71.96,7.6,3.9,28800,17.8,NA,NA,"MDmain",22.2
"CB4.1E",2025-10-06,13,71.96,7.5,2.7,30300,18.8,NA,NA,"MDmain",22.2
"CB4.1E",2025-10-06,14,72.14,7.4,2.2,31200,19.4,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,15,72.14,7.5,2.3,31200,19.4,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,16,72.14,7.5,2.2,31200,19.5,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,17,72.14,7.4,2,31700,19.8,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,18,72.14,7.4,2,31700,19.8,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,19,72.14,7.4,2,31700,19.8,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,20,72.14,7.4,2,31900,19.9,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,21,72.14,7.4,1.7,32500,20.3,NA,NA,"MDmain",22.3
"CB4.1E",2025-10-06,23,72.14,7.4,1.7,32800,20.5,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,0.5,72.14,8.2,8.8,24800,15.1,NA,"1.5","MDmain",22.3
"CB4.1C",2025-10-06,1,72.14,8.2,8.8,24800,15.1,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,2,72.14,8.2,8.8,24800,15.1,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,3,72.14,8.2,8.8,24800,15.1,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,4,71.78,8.2,8.8,24800,15.1,NA,NA,"MDmain",22.1
"CB4.1C",2025-10-06,5,71.78,8.2,8.7,24800,15.1,NA,NA,"MDmain",22.1
"CB4.1C",2025-10-06,6,71.6,8.2,8.6,24800,15.1,NA,NA,"MDmain",22
"CB4.1C",2025-10-06,7,71.42,8.1,8.2,24900,15.2,NA,NA,"MDmain",21.9
"CB4.1C",2025-10-06,8,71.6,8.1,7.5,25300,15.4,NA,NA,"MDmain",22
"CB4.1C",2025-10-06,9,71.6,7.9,6.1,26300,16.1,NA,NA,"MDmain",22
"CB4.1C",2025-10-06,10,71.78,7.7,4.8,27300,16.8,NA,NA,"MDmain",22.1
"CB4.1C",2025-10-06,11,72.14,7.5,3,28900,17.9,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,12,72.14,7.5,2.7,29600,18.3,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,13,72.14,7.4,1.8,31500,19.6,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,14,72.14,7.4,1.7,32900,20.6,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,15,72.14,7.4,1.5,34000,21.4,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,16,72.14,7.4,1.4,34200,21.5,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,17,72.14,7.4,1.3,34500,21.7,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,19,72.14,7.4,1.2,34700,21.8,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,21,72.14,7.4,1.2,34700,21.9,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,23,72.14,7.4,1.2,34700,21.9,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,25,72.14,7.4,1.2,34700,21.9,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,27,72.14,7.4,1.2,34700,21.9,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,29,72.14,7.4,1.3,34700,21.9,NA,NA,"MDmain",22.3
"CB4.1C",2025-10-06,30,72.14,7.4,1.3,34700,21.9,NA,NA,"MDmain",22.3
"CB4.1W",2025-10-06,0.5,72.32,8,7.8,24900,15.2,NA,"1.3","MDmain",22.4
"CB4.1W",2025-10-06,1,72.32,8,7.8,24900,15.2,NA,NA,"MDmain",22.4
"CB4.1W",2025-10-06,2,72.32,8,7.7,24900,15.2,NA,NA,"MDmain",22.4
"CB4.1W",2025-10-06,3,71.78,8,7.3,25100,15.3,NA,NA,"MDmain",22.1
"CB4.1W",2025-10-06,4,71.78,8,7.3,25200,15.4,NA,NA,"MDmain",22.1
"CB4.1W",2025-10-06,5,71.42,7.9,7,25400,15.5,NA,NA,"MDmain",21.9
"CB4.1W",2025-10-06,6,71.42,7.9,6.8,25400,15.5,NA,NA,"MDmain",21.9
"CB4.1W",2025-10-06,7,71.6,7.8,5.1,26400,16.2,NA,NA,"MDmain",22
"CB3.3E",2025-10-06,0.5,71.96,8.3,9.4,23300,14.1,NA,"1.5","MDmain",22.2
"CB3.3E",2025-10-06,1,71.78,8.3,9.4,23300,14.1,NA,NA,"MDmain",22.1
"CB3.3E",2025-10-06,2,71.78,8.3,9.4,23300,14.1,NA,NA,"MDmain",22.1
"CB3.3E",2025-10-06,3,71.24,8.2,8.7,23300,14.1,NA,NA,"MDmain",21.8
"CB3.3E",2025-10-06,4,71.24,8.2,8.4,23400,14.2,NA,NA,"MDmain",21.8
"CB3.3E",2025-10-06,5,71.24,8.1,7.7,23600,14.3,NA,NA,"MDmain",21.8
"CB3.3E",2025-10-06,6,71.24,8.1,7.7,23700,14.4,NA,NA,"MDmain",21.8
"CB3.3E",2025-10-06,7,71.24,8.1,7.9,23700,14.4,NA,NA,"MDmain",21.8
"CB3.3C",2025-10-06,0.5,71.96,8.3,9.4,23500,14.3,NA,"1.4","MDmain",22.2
"CB3.3C",2025-10-06,1,71.96,8.3,9.4,23500,14.3,NA,NA,"MDmain",22.2
"CB3.3C",2025-10-06,2,71.24,8.2,9.1,23600,14.3,NA,NA,"MDmain",21.8
