"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","source","tempC"
"CB5.3",2026-01-12,0.5,41,8.2,11.6,32300,19.8,NA,"2","MDmain",5
"CB5.3",2026-01-12,1,41,8.2,11.6,32300,19.8,NA,NA,"MDmain",5
"CB5.3",2026-01-12,2,41,8.2,11.5,32300,19.8,NA,NA,"MDmain",5
"CB5.3",2026-01-12,3,41,8.2,11.5,32400,19.9,NA,NA,"MDmain",5
"CB5.3",2026-01-12,4,41,8.2,11.5,32400,19.9,NA,NA,"MDmain",5
"CB5.3",2026-01-12,5,41,8.1,11.4,32500,20,NA,NA,"MDmain",5
"CB5.3",2026-01-12,6,40.82,8.1,11.3,33100,20.4,NA,NA,"MDmain",4.9
"CB5.3",2026-01-12,7,41,8.1,11.3,33200,20.4,NA,NA,"MDmain",5
"CB5.3",2026-01-12,8,41,8.1,11.2,33500,20.6,NA,NA,"MDmain",5
"CB5.3",2026-01-12,9,41,8.1,11.1,33600,20.7,NA,NA,"MDmain",5
"CB5.3",2026-01-12,10,41.18,8.1,11.2,33600,20.7,NA,NA,"MDmain",5.1
"CB5.3",2026-01-12,11,41.18,8.1,11,33700,20.8,NA,NA,"MDmain",5.1
"CB5.3",2026-01-12,12,41.18,8,10.8,35600,22.1,NA,NA,"MDmain",5.1
"CB5.3",2026-01-12,13,41.36,8,10.6,35800,22,NA,NA,"MDmain",5.2
"CB5.3",2026-01-12,15,41.36,8,10.4,36400,22.6,NA,NA,"MDmain",5.2
"CB5.3",2026-01-12,16,41.36,8,10.4,36500,22.7,NA,NA,"MDmain",5.2
"CB5.3",2026-01-12,17,41.36,8,10.4,36600,22.8,NA,NA,"MDmain",5.2
"CB5.3",2026-01-12,19,41.36,8,10.4,36700,22.9,NA,NA,"MDmain",5.2
"CB5.3",2026-01-12,21,41.36,8,10.4,36900,22.9,NA,NA,"MDmain",5.2
"CB5.3",2026-01-12,23,41.54,8,10.3,36900,22.9,NA,NA,"MDmain",5.3
"LE2.3",2026-01-12,0.5,41.18,8.2,11.8,30200,18.5,NA,"1.4","MDmain",5.1
"LE2.3",2026-01-12,1,41.18,8.2,11.8,30200,18.5,NA,NA,"MDmain",5.1
"LE2.3",2026-01-12,2,41.18,8.2,11.8,30200,18.5,NA,NA,"MDmain",5.1
"LE2.3",2026-01-12,3,41.18,8.2,11.8,30200,18.5,NA,NA,"MDmain",5.1
"LE2.3",2026-01-12,4,41,8.2,11.7,30500,18.7,NA,NA,"MDmain",5
"LE2.3",2026-01-12,5,40.82,8.2,11.7,30600,18.7,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,6,40.82,8.2,11.7,30600,18.7,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,7,40.82,8.2,11.7,30700,18.8,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,8,40.82,8.2,11.7,30900,18.9,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,9,40.82,8.2,11.7,30900,18.9,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,10,40.82,8.2,11.7,30900,18.9,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,11,40.82,8.2,11.6,31000,18.9,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,12,40.82,8.2,11.6,31000,19,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,13,41,8.2,11.6,31000,19,NA,NA,"MDmain",5
"LE2.3",2026-01-12,15,40.82,8.2,11.6,31000,19,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,17,40.82,8.2,11.6,31100,19,NA,NA,"MDmain",4.9
"LE2.3",2026-01-12,18,40.82,8.2,11.6,31100,19.1,NA,NA,"MDmain",4.9
"CB5.2",2026-01-12,0.5,40.46,8.2,11.8,31600,19.3,NA,"2.3","MDmain",4.7
"CB5.2",2026-01-12,1,40.46,8.2,11.8,31500,19.3,NA,NA,"MDmain",4.7
"CB5.2",2026-01-12,2,40.46,8.2,11.8,31600,19.3,NA,NA,"MDmain",4.7
"CB5.2",2026-01-12,3,40.46,8.2,11.8,31600,19.3,NA,NA,"MDmain",4.7
"CB5.2",2026-01-12,4,40.46,8.2,11.8,31600,19.3,NA,NA,"MDmain",4.7
