habitat,color,volume,volumetotal,percent
Marginal,orange,0.3302825,5.7147425,5.7794817526774
Suitable,dodgerblue,4.0936175,5.7147425,71.6325801206266
Tolerable,yellow,0.60081,5.7147425,10.5133345903162
Unsuitable,black,0.6900325,5.7147425,12.0746035363798
