X,colout,Sdepth,UTMX,UTMY
43579,5.24,5.5,405000,4137000
43580,5.2,6,405000,4137000
43581,5.16,6.5,405000,4137000
43582,5.16,7,405000,4137000
43583,5.14,7.5,405000,4137000
43584,5.13,8,405000,4137000
43585,5.18,8.5,405000,4137000
43405,8.11,0,405000,4138000
43406,8.07,0.5,405000,4138000
43407,7.9,1,405000,4138000
43408,7.64,1.5,405000,4138000
43409,7.26,2,405000,4138000
43410,6.72,2.5,405000,4138000
43411,6.06,3,405000,4138000
43412,5.47,3.5,405000,4138000
43413,5.22,4,405000,4138000
43414,5.25,4.5,405000,4138000
43415,5.28,5,405000,4138000
43416,5.22,5.5,405000,4138000
43417,5.16,6,405000,4138000
43418,5.11,6.5,405000,4138000
43419,5.11,7,405000,4138000
43420,5.09,7.5,405000,4138000
43421,5.09,8,405000,4138000
43422,5.14,8.5,405000,4138000
43240,8.14,0,405000,4139000
43241,8.1,0.5,405000,4139000
43242,7.97,1,405000,4139000
43243,7.75,1.5,405000,4139000
43244,7.39,2,405000,4139000
43245,6.81,2.5,405000,4139000
43246,6.14,3,405000,4139000
43247,5.56,3.5,405000,4139000
43248,5.29,4,405000,4139000
43249,5.29,4.5,405000,4139000
43250,5.28,5,405000,4139000
43251,5.2,5.5,405000,4139000
43252,5.13,6,405000,4139000
43253,5.09,6.5,405000,4139000
43254,5.09,7,405000,4139000
43255,5.06,7.5,405000,4139000
43256,5.06,8,405000,4139000
43257,5.11,8.5,405000,4139000
43074,8.17,0,405000,4140000
43075,8.14,0.5,405000,4140000
43076,8.05,1,405000,4140000
43077,7.89,1.5,405000,4140000
43078,7.54,2,405000,4140000
43079,6.92,2.5,405000,4140000
43080,6.23,3,405000,4140000
43081,5.66,3.5,405000,4140000
43082,5.37,4,405000,4140000
43083,5.33,4.5,405000,4140000
43084,5.27,5,405000,4140000
43085,5.19,5.5,405000,4140000
43086,5.12,6,405000,4140000
43087,5.07,6.5,405000,4140000
43088,5.07,7,405000,4140000
43089,5.05,7.5,405000,4140000
43090,5.04,8,405000,4140000
43091,5.09,8.5,405000,4140000
43092,5.11,9,405000,4140000
42893,8.19,0,404000,4141000
42894,8.17,0.5,404000,4141000
42895,8.1,1,404000,4141000
42896,7.98,1.5,404000,4141000
42897,7.64,2,404000,4141000
42898,6.99,2.5,404000,4141000
42899,6.29,3,404000,4141000
42900,5.71,3.5,404000,4141000
42901,5.41,4,404000,4141000
42902,5.35,4.5,404000,4141000
42903,5.27,5,404000,4141000
42904,5.19,5.5,404000,4141000
42905,5.11,6,404000,4141000
42906,5.07,6.5,404000,4141000
42907,5.07,7,404000,4141000
42908,5.04,7.5,404000,4141000
42909,5.04,8,404000,4141000
42910,5.09,8.5,404000,4141000
42911,5.1,9,404000,4141000
42912,5.08,9.5,404000,4141000
42726,8.18,0,404000,4142000
42727,8.15,0.5,404000,4142000
42728,8.08,1,404000,4142000
42729,7.94,1.5,404000,4142000
42730,7.59,2,404000,4142000
42731,6.96,2.5,404000,4142000
42732,6.25,3,404000,4142000
42733,5.67,3.5,404000,4142000
42734,5.37,4,404000,4142000
42735,5.32,4.5,404000,4142000
42736,5.27,5,404000,4142000
42737,5.19,5.5,404000,4142000
42738,5.11,6,404000,4142000
42739,5.07,6.5,404000,4142000
42740,5.07,7,404000,4142000
42741,5.04,7.5,404000,4142000
42742,5.04,8,404000,4142000
42743,5.09,8.5,404000,4142000
42744,5.1,9,404000,4142000
42745,5.08,9.5,404000,4142000
42746,5.07,10,404000,4142000
42747,5.07,10.5,404000,4142000
42748,5.07,11,404000,4142000
42749,5.07,11.5,404000,4142000
42750,5.07,12,404000,4142000
42561,8.15,0,404000,4143000
42562,8.12,0.5,404000,4143000
42563,8.02,1,404000,4143000
42564,7.84,1.5,404000,4143000
42565,7.48,2,404000,4143000
42566,6.89,2.5,404000,4143000
42567,6.18,3,404000,4143000
42568,5.55,3.5,404000,4143000
42569,5.27,4,404000,4143000
42570,5.26,4.5,404000,4143000
42571,5.27,5,404000,4143000
42572,5.19,5.5,404000,4143000
42573,5.12,6,404000,4143000
42574,5.08,6.5,404000,4143000
42575,5.08,7,404000,4143000
42576,5.05,7.5,404000,4143000
42577,5.05,8,404000,4143000
42578,5.1,8.5,404000,4143000
42579,5.11,9,404000,4143000
42390,8.13,0,404000,4144000
42391,8.1,0.5,404000,4144000
42392,7.97,1,404000,4144000
42393,7.74,1.5,404000,4144000
42394,7.37,2,404000,4144000
42395,6.82,2.5,404000,4144000
42396,6.1,3,404000,4144000
42397,5.43,3.5,404000,4144000
42398,5.14,4,404000,4144000
42399,5.18,4.5,404000,4144000
42400,5.25,5,404000,4144000
42401,5.18,5.5,404000,4144000
42402,5.13,6,404000,4144000
42403,5.09,6.5,404000,4144000
42404,5.09,7,404000,4144000
42405,5.07,7.5,404000,4144000
42406,5.06,8,404000,4144000
42407,5.11,8.5,404000,4144000
42408,5.13,9,404000,4144000
42210,8.08,0.5,404000,4145000
42212,7.68,1.5,404000,4145000
42214,6.79,2.5,404000,4145000
42216,5.32,3.5,404000,4145000
42218,5.12,4.5,404000,4145000
42220,5.15,5.5,404000,4145000
42222,5.11,6.5,404000,4145000
42224,5.08,7.5,404000,4145000
42226,5.13,8.5,404000,4145000
42227,8.1,0,405000,4145000
42229,7.89,1,405000,4145000
42231,7.22,2,405000,4145000
42233,6.04,3,405000,4145000
42235,5.08,4,405000,4145000
42237,5.24,5,405000,4145000
42239,5.15,6,405000,4145000
42241,5.11,7,405000,4145000
42243,5.08,8,405000,4145000
42049,8.05,0.5,405000,4146000
42051,7.58,1.5,405000,4146000
42053,6.71,2.5,405000,4146000
42055,5.29,3.5,405000,4146000
42057,5.1,4.5,405000,4146000
42059,5.1,5.5,405000,4146000
42061,5.07,6.5,405000,4146000
42063,5.04,7.5,405000,4146000
42066,8.03,0.5,406000,4146000
42068,7.49,1.5,406000,4146000
42070,6.62,2.5,406000,4146000
42072,5.32,3.5,406000,4146000
42074,5.13,4.5,406000,4146000
42076,5.12,5.5,406000,4146000
42078,5.07,6.5,406000,4146000
42080,5.04,7.5,406000,4146000
41914,8.06,0,407000,4147000
41915,8.01,0.5,407000,4147000
41916,7.78,1,407000,4147000
41917,7.42,1.5,407000,4147000
41918,7.01,2,407000,4147000
41919,6.56,2.5,407000,4147000
41920,5.96,3,407000,4147000
41921,5.29,3.5,407000,4147000
41922,4.99,4,407000,4147000
41923,5.1,4.5,407000,4147000
41924,5.15,5,407000,4147000
41925,5.08,5.5,407000,4147000
41926,5.11,6,407000,4147000
41927,5.07,6.5,407000,4147000
41928,5.07,7,407000,4147000
41929,5.04,7.5,407000,4147000
41930,5.03,8,407000,4147000
41931,5.09,8.5,407000,4147000
41741,8.07,0,407000,4148000
41742,8.02,0.5,407000,4148000
41743,7.81,1,407000,4148000
41744,7.46,1.5,407000,4148000
41745,7.05,2,407000,4148000
41746,6.61,2.5,407000,4148000
41747,5.97,3,407000,4148000
41748,5.25,3.5,407000,4148000
41749,4.92,4,407000,4148000
41750,5.06,4.5,407000,4148000
41751,5.1,5,407000,4148000
41752,5.01,5.5,407000,4148000
41753,5.11,6,407000,4148000
41754,5.07,6.5,407000,4148000
41755,5.07,7,407000,4148000
41756,5.04,7.5,407000,4148000
41757,5.03,8,407000,4148000
41758,5.09,8.5,407000,4148000
41582,8.06,0,408000,4149000
41583,8.01,0.5,408000,4149000
41584,7.79,1,408000,4149000
41585,7.43,1.5,408000,4149000
41586,7.02,2,408000,4149000
41587,6.59,2.5,408000,4149000
41588,5.96,3,408000,4149000
41589,5.23,3.5,408000,4149000
41590,4.9,4,408000,4149000
41591,5.04,4.5,408000,4149000
41592,5.06,5,408000,4149000
41593,4.95,5.5,408000,4149000
41594,5.11,6,408000,4149000
41595,5.07,6.5,408000,4149000
41596,5.07,7,408000,4149000
41597,5.04,7.5,408000,4149000
41598,5.03,8,408000,4149000
41599,5.09,8.5,408000,4149000
41408,8.07,0,408000,4150000
41409,8.02,0.5,408000,4150000
41410,7.82,1,408000,4150000
41411,7.47,1.5,408000,4150000
41412,7.06,2,408000,4150000
41413,6.63,2.5,408000,4150000
41414,5.98,3,408000,4150000
41415,5.2,3.5,408000,4150000
41416,4.85,4,408000,4150000
41417,5,4.5,408000,4150000
41418,4.99,5,408000,4150000
41419,4.86,5.5,408000,4150000
41420,5.11,6,408000,4150000
41421,5.07,6.5,408000,4150000
41422,5.07,7,408000,4150000
41423,5.04,7.5,408000,4150000
41424,5.03,8,408000,4150000
41425,5.09,8.5,408000,4150000
41231,8.07,0,408000,4151000
41232,8.04,0.5,408000,4151000
41233,7.86,1,408000,4151000
41234,7.51,1.5,408000,4151000
41235,7.08,2,408000,4151000
41236,6.65,2.5,408000,4151000
41237,6.14,3,408000,4151000
41238,5.38,3.5,408000,4151000
41239,4.89,4,408000,4151000
41240,4.96,4.5,408000,4151000
41241,4.91,5,408000,4151000
41242,4.76,5.5,408000,4151000
41243,5.03,6,408000,4151000
41244,4.88,6.5,408000,4151000
41245,4.71,7,408000,4151000
41246,5.04,7.5,408000,4151000
41247,5.03,8,408000,4151000
41248,5.09,8.5,408000,4151000
41249,5.1,9,408000,4151000
41054,8.08,0,408000,4152000
41055,8.05,0.5,408000,4152000
41056,7.88,1,408000,4152000
41057,7.55,1.5,408000,4152000
41058,7.11,2,408000,4152000
41059,6.69,2.5,408000,4152000
41060,6.16,3,408000,4152000
41061,5.37,3.5,408000,4152000
41062,4.85,4,408000,4152000
41063,4.92,4.5,408000,4152000
41064,4.83,5,408000,4152000
41065,4.65,5.5,408000,4152000
41066,5.01,6,408000,4152000
41067,4.84,6.5,408000,4152000
41068,4.63,7,408000,4152000
41069,5.04,7.5,408000,4152000
41070,5.03,8,408000,4152000
41071,5.09,8.5,408000,4152000
40874,8.08,0,408000,4153000
40875,8.06,0.5,408000,4153000
40876,7.91,1,408000,4153000
40877,7.58,1.5,408000,4153000
40878,7.15,2,408000,4153000
40879,6.72,2.5,408000,4153000
40880,6.19,3,408000,4153000
40881,5.36,3.5,408000,4153000
40882,4.82,4,408000,4153000
40883,4.88,4.5,408000,4153000
40884,4.75,5,408000,4153000
40885,4.53,5.5,408000,4153000
40886,4.99,6,408000,4153000
40887,4.8,6.5,408000,4153000
40888,4.54,7,408000,4153000
40889,5.04,7.5,408000,4153000
40890,5.03,8,408000,4153000
40891,5.09,8.5,408000,4153000
40695,8.09,0,408000,4154000
40696,8.07,0.5,408000,4154000
40697,7.93,1,408000,4154000
40698,7.61,1.5,408000,4154000
40699,7.18,2,408000,4154000
40700,6.75,2.5,408000,4154000
40701,6.21,3,408000,4154000
40702,5.36,3.5,408000,4154000
40703,4.8,4,408000,4154000
40704,4.84,4.5,408000,4154000
40705,4.67,5,408000,4154000
40706,4.42,5.5,408000,4154000
40707,4.97,6,408000,4154000
40708,4.75,6.5,408000,4154000
40709,4.45,7,408000,4154000
40710,5.04,7.5,408000,4154000
40711,5.03,8,408000,4154000
40712,5.09,8.5,408000,4154000
40713,5.1,9,408000,4154000
40515,8.09,0,408000,4155000
40516,8.08,0.5,408000,4155000
40517,7.95,1,408000,4155000
40518,7.64,1.5,408000,4155000
40519,7.2,2,408000,4155000
40520,6.77,2.5,408000,4155000
40521,6.23,3,408000,4155000
40522,5.37,3.5,408000,4155000
40523,4.78,4,408000,4155000
40524,4.8,4.5,408000,4155000
40525,4.59,5,408000,4155000
40526,4.31,5.5,408000,4155000
40527,4.95,6,408000,4155000
40528,4.7,6.5,408000,4155000
40529,4.35,7,408000,4155000
40530,5.04,7.5,408000,4155000
40531,5.03,8,408000,4155000
40327,8.09,0,408000,4156000
40328,8.08,0.5,408000,4156000
40329,7.97,1,408000,4156000
40330,7.66,1.5,408000,4156000
40331,7.22,2,408000,4156000
40332,6.79,2.5,408000,4156000
40333,6.24,3,408000,4156000
40334,5.37,3.5,408000,4156000
40335,4.77,4,408000,4156000
40336,4.76,4.5,408000,4156000
40337,4.51,5,408000,4156000
40338,4.21,5.5,408000,4156000
40339,4.92,6,408000,4156000
40340,4.64,6.5,408000,4156000
40341,4.24,7,408000,4156000
40342,5.04,7.5,408000,4156000
40343,5.03,8,408000,4156000
40344,5.09,8.5,408000,4156000
40134,8.09,0,408000,4157000
40135,8.09,0.5,408000,4157000
40136,7.98,1,408000,4157000
40137,7.68,1.5,408000,4157000
40138,7.25,2,408000,4157000
40139,6.81,2.5,408000,4157000
40140,6.26,3,408000,4157000
40141,5.38,3.5,408000,4157000
40142,4.76,4,408000,4157000
40143,4.73,4.5,408000,4157000
40144,4.45,5,408000,4157000
40145,4.11,5.5,408000,4157000
40146,4.9,6,408000,4157000
40147,4.59,6.5,408000,4157000
40148,4.13,7,408000,4157000
40149,5.04,7.5,408000,4157000
40150,5.03,8,408000,4157000
39944,8.09,0,408000,4158000
39945,8.1,0.5,408000,4158000
39946,7.99,1,408000,4158000
39947,7.7,1.5,408000,4158000
39948,7.26,2,408000,4158000
39949,6.83,2.5,408000,4158000
39950,6.27,3,408000,4158000
39951,5.39,3.5,408000,4158000
39952,4.75,4,408000,4158000
39953,4.81,4.5,408000,4158000
39954,4.39,5,408000,4158000
39955,4.03,5.5,408000,4158000
39956,4.85,6,408000,4158000
39957,4.58,6.5,408000,4158000
39958,4.18,7,408000,4158000
39959,4.91,7.5,408000,4158000
39960,4.87,8,408000,4158000
39755,8.1,0,408000,4159000
39756,8.1,0.5,408000,4159000
39757,8.01,1,408000,4159000
39758,7.72,1.5,408000,4159000
39759,7.28,2,408000,4159000
39760,6.84,2.5,408000,4159000
39761,6.28,3,408000,4159000
39762,5.4,3.5,408000,4159000
39763,4.75,4,408000,4159000
39764,4.79,4.5,408000,4159000
39765,4.34,5,408000,4159000
39766,3.97,5.5,408000,4159000
39767,4.83,6,408000,4159000
39768,4.55,6.5,408000,4159000
39769,4.12,7,408000,4159000
39770,4.89,7.5,408000,4159000
39557,8.17,0,407000,4160000
39558,8.2,0.5,407000,4160000
39559,8.21,1,407000,4160000
39560,8,1.5,407000,4160000
39561,7.52,2,407000,4160000
39562,7.03,2.5,407000,4160000
39563,6.4,3,407000,4160000
39564,5.46,3.5,407000,4160000
39565,4.77,4,407000,4160000
39566,4.73,4.5,407000,4160000
39567,4.24,5,407000,4160000
39568,3.83,5.5,407000,4160000
39569,4.8,6,407000,4160000
39570,4.49,6.5,407000,4160000
39374,8.17,0,407000,4161000
39375,8.21,0.5,407000,4161000
39376,8.22,1,407000,4161000
39377,8.01,1.5,407000,4161000
39378,7.52,2,407000,4161000
39379,7.02,2.5,407000,4161000
39380,6.4,3,407000,4161000
39381,5.48,3.5,407000,4161000
39382,4.79,4,407000,4161000
39383,4.72,4.5,407000,4161000
39384,4.22,5,407000,4161000
39385,3.8,5.5,407000,4161000
39386,4.79,6,407000,4161000
39387,4.46,6.5,407000,4161000
39388,3.95,7,407000,4161000
38658,7.98,0.5,408000,4165000
38660,7.69,1.5,408000,4165000
38662,6.76,2.5,408000,4165000
38664,5.43,3.5,408000,4165000
38666,4.84,4.5,408000,4165000
38668,4,5.5,408000,4165000
38670,4.42,6.5,408000,4165000
38672,4.58,7.5,408000,4165000
38674,4.24,8.5,408000,4165000
38463,8.02,0,408000,4166000
38464,7.96,0.5,408000,4166000
38465,7.86,1,408000,4166000
38466,7.65,1.5,408000,4166000
38467,7.17,2,408000,4166000
38468,6.73,2.5,408000,4166000
38469,6.18,3,408000,4166000
38470,5.44,3.5,408000,4166000
38471,4.9,4,408000,4166000
38472,4.87,4.5,408000,4166000
38473,4.47,5,408000,4166000
38474,4.08,5.5,408000,4166000
38475,4.92,6,408000,4166000
38476,4.57,6.5,408000,4166000
38477,4.03,7,408000,4166000
38478,4.69,7.5,408000,4166000
38479,4.46,8,408000,4166000
38480,4.27,8.5,408000,4166000
38481,4.28,9,408000,4166000
38482,4.27,9.5,408000,4166000
38483,4.19,10,408000,4166000
38484,4.08,10.5,408000,4166000
38485,3.91,11,408000,4166000
38262,8.01,0,408000,4167000
38263,7.93,0.5,408000,4167000
38264,7.82,1,408000,4167000
38265,7.61,1.5,408000,4167000
38266,7.13,2,408000,4167000
38267,6.69,2.5,408000,4167000
38268,6.15,3,408000,4167000
38269,5.44,3.5,408000,4167000
38270,4.93,4,408000,4167000
38271,4.91,4.5,408000,4167000
38272,4.53,5,408000,4167000
38273,4.17,5.5,408000,4167000
38274,4.91,6,408000,4167000
38275,4.57,6.5,408000,4167000
38276,4.04,7,408000,4167000
38277,4.68,7.5,408000,4167000
38278,4.46,8,408000,4167000
38279,4.27,8.5,408000,4167000
38280,4.28,9,408000,4167000
38281,4.27,9.5,408000,4167000
38282,4.19,10,408000,4167000
38283,4.08,10.5,408000,4167000
38284,3.91,11,408000,4167000
38285,3.75,11.5,408000,4167000
38286,3.69,12,408000,4167000
38056,8.03,0,408000,4168000
38057,7.94,0.5,408000,4168000
38058,7.84,1,408000,4168000
38059,7.66,1.5,408000,4168000
38060,7.2,2,408000,4168000
38061,6.65,2.5,408000,4168000
38062,6.06,3,408000,4168000
38063,5.54,3.5,408000,4168000
38064,5.19,4,408000,4168000
38065,4.94,4.5,408000,4168000
38066,4.59,5,408000,4168000
38067,4.25,5.5,408000,4168000
38068,4.91,6,408000,4168000
38069,4.58,6.5,408000,4168000
38070,4.06,7,408000,4168000
38071,4.68,7.5,408000,4168000
38072,4.45,8,408000,4168000
29008,8.28,0,397000,4169000
29009,8.32,0.5,397000,4169000
29010,8.39,1,397000,4169000
29011,8.18,1.5,397000,4169000
29012,7.55,2,397000,4169000
29013,6.95,2.5,397000,4169000
29014,6.3,3,397000,4169000
29015,5.68,3.5,397000,4169000
29016,5.29,4,397000,4169000
29017,4.95,4.5,397000,4169000
29018,4.73,5,397000,4169000
29019,4.54,5.5,397000,4169000
29020,4.6,6,397000,4169000
29021,3.93,6.5,397000,4169000
29022,2.88,7,397000,4169000
29023,4.25,7.5,397000,4169000
29024,3.88,8,397000,4169000
28900,8.36,0.5,397000,4170000
28902,8.23,1.5,397000,4170000
28904,6.94,2.5,397000,4170000
28906,5.71,3.5,397000,4170000
28908,4.99,4.5,397000,4170000
28910,4.69,5.5,397000,4170000
28912,3.91,6.5,397000,4170000
28914,4.24,7.5,397000,4170000
28916,3.54,8.5,397000,4170000
28093,8.35,0,395000,4173000
28094,8.4,0.5,395000,4173000
28095,8.5,1,395000,4173000
28096,8.28,1.5,395000,4173000
28097,7.56,2,395000,4173000
28098,6.93,2.5,395000,4173000
28099,6.29,3,395000,4173000
28100,5.76,3.5,395000,4173000
28101,5.42,4,395000,4173000
28102,5.02,4.5,395000,4173000
28103,4.91,5,395000,4173000
28104,4.85,5.5,395000,4173000
28105,4.58,6,395000,4173000
28106,3.87,6.5,395000,4173000
28107,2.74,7,395000,4173000
28108,4.04,7.5,395000,4173000
28109,3.67,8,395000,4173000
28110,3.36,8.5,395000,4173000
28111,3.28,9,395000,4173000
28112,3.22,9.5,395000,4173000
28113,3.17,10,395000,4173000
28114,3.15,10.5,395000,4173000
27928,8.34,0,395000,4174000
27929,8.4,0.5,395000,4174000
27930,8.49,1,395000,4174000
27931,8.27,1.5,395000,4174000
27932,7.57,2,395000,4174000
27933,6.93,2.5,395000,4174000
27934,6.29,3,395000,4174000
27935,5.75,3.5,395000,4174000
27936,5.42,4,395000,4174000
27937,5.03,4.5,395000,4174000
27938,4.91,5,395000,4174000
27939,4.83,5.5,395000,4174000
27940,4.59,6,395000,4174000
27941,3.89,6.5,395000,4174000
27942,2.79,7,395000,4174000
27943,4.04,7.5,395000,4174000
27944,3.66,8,395000,4174000
27945,3.33,8.5,395000,4174000
27946,3.24,9,395000,4174000
27947,3.19,9.5,395000,4174000
27948,3.13,10,395000,4174000
27949,3.12,10.5,395000,4174000
27950,3.04,11,395000,4174000
27951,2.9,11.5,395000,4174000
27952,2.81,12,395000,4174000
27953,2.38,12.5,395000,4174000
27757,8.35,0,395000,4175000
27758,8.41,0.5,395000,4175000
27759,8.5,1,395000,4175000
27760,8.3,1.5,395000,4175000
27761,7.59,2,395000,4175000
27762,6.94,2.5,395000,4175000
27763,6.27,3,395000,4175000
27764,5.74,3.5,395000,4175000
27765,5.43,4,395000,4175000
27766,5.06,4.5,395000,4175000
27767,4.93,5,395000,4175000
27768,4.83,5.5,395000,4175000
27769,4.6,6,395000,4175000
27770,3.93,6.5,395000,4175000
27771,2.89,7,395000,4175000
27772,4.03,7.5,395000,4175000
27773,3.64,8,395000,4175000
27774,3.3,8.5,395000,4175000
27775,3.21,9,395000,4175000
27776,3.15,9.5,395000,4175000
27777,3.1,10,395000,4175000
27778,3.08,10.5,395000,4175000
27779,3,11,395000,4175000
27780,2.86,11.5,395000,4175000
27781,2.77,12,395000,4175000
27782,2.38,12.5,395000,4175000
27783,2.36,13,395000,4175000
27784,2.36,13.5,395000,4175000
27569,8.35,0,395000,4176000
27570,8.41,0.5,395000,4176000
27571,8.5,1,395000,4176000
27572,8.32,1.5,395000,4176000
27573,7.64,2,395000,4176000
27574,6.95,2.5,395000,4176000
27575,6.24,3,395000,4176000
27576,5.73,3.5,395000,4176000
27577,5.45,4,395000,4176000
27578,5.13,4.5,395000,4176000
27579,4.99,5,395000,4176000
27580,4.84,5.5,395000,4176000
27581,4.61,6,395000,4176000
27582,3.99,6.5,395000,4176000
27583,3.04,7,395000,4176000
27584,4.03,7.5,395000,4176000
27585,3.62,8,395000,4176000
27586,3.27,8.5,395000,4176000
27587,3.17,9,395000,4176000
27588,3.11,9.5,395000,4176000
27589,3.06,10,395000,4176000
27590,3.05,10.5,395000,4176000
27591,2.96,11,395000,4176000
27592,2.82,11.5,395000,4176000
27593,2.73,12,395000,4176000
27594,2.38,12.5,395000,4176000
27595,2.36,13,395000,4176000
27596,2.36,13.5,395000,4176000
27378,8.36,0,395000,4177000
27379,8.42,0.5,395000,4177000
27380,8.5,1,395000,4177000
27381,8.34,1.5,395000,4177000
27382,7.71,2,395000,4177000
27383,6.97,2.5,395000,4177000
27384,6.21,3,395000,4177000
27385,5.72,3.5,395000,4177000
27386,5.5,4,395000,4177000
27387,5.22,4.5,395000,4177000
27388,5.08,5,395000,4177000
27389,4.88,5.5,395000,4177000
27390,4.64,6,395000,4177000
27391,4.06,6.5,395000,4177000
27392,3.24,7,395000,4177000
27393,4.02,7.5,395000,4177000
27394,3.6,8,395000,4177000
27395,3.24,8.5,395000,4177000
27396,3.14,9,395000,4177000
27397,3.07,9.5,395000,4177000
27398,3.02,10,395000,4177000
27399,3.01,10.5,395000,4177000
27400,2.93,11,395000,4177000
27401,2.78,11.5,395000,4177000
27402,2.69,12,395000,4177000
27403,2.38,12.5,395000,4177000
27404,2.36,13,395000,4177000
27405,2.36,13.5,395000,4177000
27406,2.36,14,395000,4177000
27179,8.37,0,395000,4178000
27180,8.43,0.5,395000,4178000
27181,8.51,1,395000,4178000
27182,8.38,1.5,395000,4178000
27183,7.8,2,395000,4178000
27184,6.99,2.5,395000,4178000
27185,6.16,3,395000,4178000
27186,5.72,3.5,395000,4178000
27187,5.56,4,395000,4178000
27188,5.32,4.5,395000,4178000
27189,5.17,5,395000,4178000
27190,4.92,5.5,395000,4178000
27191,4.68,6,395000,4178000
27192,4.16,6.5,395000,4178000
27193,3.47,7,395000,4178000
27194,4.02,7.5,395000,4178000
27195,3.59,8,395000,4178000
27196,3.21,8.5,395000,4178000
27197,3.1,9,395000,4178000
27198,3.03,9.5,395000,4178000
27199,2.98,10,395000,4178000
27200,2.98,10.5,395000,4178000
27201,2.89,11,395000,4178000
27202,2.74,11.5,395000,4178000
27203,2.64,12,395000,4178000
27204,2.38,12.5,395000,4178000
27205,2.36,13,395000,4178000
27206,2.36,13.5,395000,4178000
27207,2.36,14,395000,4178000
26999,8.39,0,396000,4179000
27000,8.45,0.5,396000,4179000
27001,8.52,1,396000,4179000
27002,8.42,1.5,396000,4179000
27003,7.95,2,396000,4179000
27004,7.04,2.5,396000,4179000
27005,6.11,3,396000,4179000
27006,5.76,3.5,396000,4179000
27007,5.64,4,396000,4179000
27008,5.48,4.5,396000,4179000
27009,5.33,5,396000,4179000
27010,5.02,5.5,396000,4179000
27011,4.73,6,396000,4179000
27012,4.27,6.5,396000,4179000
27013,3.73,7,396000,4179000
27014,4.02,7.5,396000,4179000
27015,3.58,8,396000,4179000
27016,3.18,8.5,396000,4179000
27017,3.06,9,396000,4179000
27018,2.99,9.5,396000,4179000
27019,2.94,10,396000,4179000
27020,2.94,10.5,396000,4179000
27021,2.85,11,396000,4179000
27022,2.7,11.5,396000,4179000
27023,2.6,12,396000,4179000
27024,2.38,12.5,396000,4179000
27025,2.36,13,396000,4179000
27026,2.36,13.5,396000,4179000
27027,2.36,14,396000,4179000
27028,2.37,14.5,396000,4179000
26778,8.4,0,396000,4180000
26779,8.47,0.5,396000,4180000
26780,8.54,1,396000,4180000
26781,8.45,1.5,396000,4180000
26782,7.97,2,396000,4180000
26783,7.01,2.5,396000,4180000
26784,6.02,3,396000,4180000
26785,5.75,3.5,396000,4180000
26786,5.73,4,396000,4180000
26787,5.65,4.5,396000,4180000
26788,5.53,5,396000,4180000
26789,5.2,5.5,396000,4180000
26790,4.78,6,396000,4180000
26791,4.35,6.5,396000,4180000
26792,3.92,7,396000,4180000
26793,4.02,7.5,396000,4180000
26794,3.56,8,396000,4180000
26795,3.15,8.5,396000,4180000
26796,3.03,9,396000,4180000
26797,2.95,9.5,396000,4180000
26798,2.9,10,396000,4180000
26799,2.91,10.5,396000,4180000
26800,2.81,11,396000,4180000
26801,2.66,11.5,396000,4180000
26802,2.56,12,396000,4180000
26803,2.38,12.5,396000,4180000
26804,2.36,13,396000,4180000
26805,2.36,13.5,396000,4180000
26806,2.36,14,396000,4180000
26807,2.37,14.5,396000,4180000
26808,2.41,15,396000,4180000
26553,8.42,0,396000,4181000
26554,8.49,0.5,396000,4181000
26555,8.55,1,396000,4181000
26556,8.48,1.5,396000,4181000
26557,8.07,2,396000,4181000
26558,7.03,2.5,396000,4181000
26559,5.98,3,396000,4181000
26560,5.75,3.5,396000,4181000
26561,5.79,4,396000,4181000
26562,5.76,4.5,396000,4181000
26563,5.64,5,396000,4181000
26564,5.28,5.5,396000,4181000
26565,4.83,6,396000,4181000
26566,4.43,6.5,396000,4181000
26567,4.08,7,396000,4181000
26568,4.03,7.5,396000,4181000
26569,3.55,8,396000,4181000
26570,3.13,8.5,396000,4181000
26571,2.99,9,396000,4181000
26572,2.91,9.5,396000,4181000
26573,2.87,10,396000,4181000
26574,2.87,10.5,396000,4181000
26575,2.78,11,396000,4181000
26576,2.62,11.5,396000,4181000
26577,2.51,12,396000,4181000
26578,2.38,12.5,396000,4181000
26579,2.36,13,396000,4181000
26580,2.36,13.5,396000,4181000
26581,2.36,14,396000,4181000
26582,2.37,14.5,396000,4181000
26583,2.41,15,396000,4181000
26584,2.45,15.5,396000,4181000
26320,8.43,0,396000,4182000
26321,8.5,0.5,396000,4182000
26322,8.57,1,396000,4182000
26323,8.5,1.5,396000,4182000
26324,8.15,2,396000,4182000
26325,7.06,2.5,396000,4182000
26326,5.96,3,396000,4182000
26327,5.76,3.5,396000,4182000
26328,5.84,4,396000,4182000
26329,5.85,4.5,396000,4182000
26330,5.74,5,396000,4182000
26331,5.34,5.5,396000,4182000
26332,4.87,6,396000,4182000
26333,4.49,6.5,396000,4182000
26334,4.19,7,396000,4182000
26335,4.03,7.5,396000,4182000
26336,3.54,8,396000,4182000
26337,3.1,8.5,396000,4182000
26338,2.97,9,396000,4182000
26339,2.88,9.5,396000,4182000
26340,2.84,10,396000,4182000
26341,2.85,10.5,396000,4182000
26342,2.75,11,396000,4182000
26343,2.59,11.5,396000,4182000
26344,2.48,12,396000,4182000
26345,2.38,12.5,396000,4182000
26346,2.36,13,396000,4182000
