X,colout,Sdepth,UTMX,UTMY
26347,2.36,13.5,396000,4182000
26348,2.36,14,396000,4182000
26349,2.37,14.5,396000,4182000
26350,2.41,15,396000,4182000
26351,2.45,15.5,396000,4182000
26352,2.45,16,396000,4182000
25864,8.45,0,396000,4184000
25865,8.52,0.5,396000,4184000
25866,8.59,1,396000,4184000
25867,8.53,1.5,396000,4184000
25868,8.22,2,396000,4184000
25869,7.07,2.5,396000,4184000
25870,5.93,3,396000,4184000
25871,5.77,3.5,396000,4184000
25872,5.89,4,396000,4184000
25873,5.94,4.5,396000,4184000
25874,5.83,5,396000,4184000
25875,5.4,5.5,396000,4184000
25876,4.91,6,396000,4184000
25877,4.54,6.5,396000,4184000
25878,4.28,7,396000,4184000
25879,4.04,7.5,396000,4184000
25880,3.54,8,396000,4184000
25881,3.08,8.5,396000,4184000
25882,2.94,9,396000,4184000
25883,2.85,9.5,396000,4184000
25884,2.81,10,396000,4184000
25885,2.82,10.5,396000,4184000
25886,2.72,11,396000,4184000
25887,2.55,11.5,396000,4184000
25888,2.44,12,396000,4184000
25889,2.38,12.5,396000,4184000
25890,2.36,13,396000,4184000
25891,2.36,13.5,396000,4184000
25892,2.36,14,396000,4184000
25893,2.37,14.5,396000,4184000
25894,2.41,15,396000,4184000
25615,8.45,0,396000,4185000
25616,8.52,0.5,396000,4185000
25617,8.59,1,396000,4185000
25618,8.53,1.5,396000,4185000
25619,8.22,2,396000,4185000
25620,7.07,2.5,396000,4185000
25621,5.93,3,396000,4185000
25622,5.77,3.5,396000,4185000
25623,5.89,4,396000,4185000
25624,5.93,4.5,396000,4185000
25625,5.82,5,396000,4185000
25626,5.4,5.5,396000,4185000
25627,4.91,6,396000,4185000
25628,4.54,6.5,396000,4185000
25629,4.28,7,396000,4185000
25630,4.04,7.5,396000,4185000
25631,3.54,8,396000,4185000
25632,3.08,8.5,396000,4185000
25633,2.94,9,396000,4185000
25634,2.86,9.5,396000,4185000
25635,2.81,10,396000,4185000
25636,2.82,10.5,396000,4185000
25637,2.72,11,396000,4185000
25638,2.56,11.5,396000,4185000
25639,2.45,12,396000,4185000
25640,2.38,12.5,396000,4185000
25641,2.36,13,396000,4185000
25642,2.36,13.5,396000,4185000
25643,2.36,14,396000,4185000
25382,8.44,0,397000,4186000
25383,8.51,0.5,397000,4186000
25384,8.57,1,397000,4186000
25385,8.51,1.5,397000,4186000
25386,8.19,2,397000,4186000
25387,7.07,2.5,397000,4186000
25388,5.95,3,397000,4186000
25389,5.77,3.5,397000,4186000
25390,5.86,4,397000,4186000
25391,5.89,4.5,397000,4186000
25392,5.77,5,397000,4186000
25393,5.36,5.5,397000,4186000
25394,4.88,6,397000,4186000
25395,4.51,6.5,397000,4186000
25396,4.24,7,397000,4186000
25397,4.03,7.5,397000,4186000
25398,3.53,8,397000,4186000
25399,3.09,8.5,397000,4186000
25400,2.95,9,397000,4186000
25401,2.87,9.5,397000,4186000
25402,2.83,10,397000,4186000
25403,2.83,10.5,397000,4186000
25404,2.74,11,397000,4186000
25405,2.58,11.5,397000,4186000
25406,2.47,12,397000,4186000
25407,2.38,12.5,397000,4186000
25408,2.36,13,397000,4186000
25409,2.36,13.5,397000,4186000
25410,2.36,14,397000,4186000
25411,2.37,14.5,397000,4186000
25412,2.41,15,397000,4186000
25413,2.45,15.5,397000,4186000
25124,8.41,0,397000,4187000
25125,8.48,0.5,397000,4187000
25126,8.55,1,397000,4187000
25127,8.48,1.5,397000,4187000
25128,8.14,2,397000,4187000
25129,7.07,2.5,397000,4187000
25130,5.98,3,397000,4187000
25131,5.76,3.5,397000,4187000
25132,5.81,4,397000,4187000
25133,5.81,4.5,397000,4187000
25134,5.68,5,397000,4187000
25135,5.29,5.5,397000,4187000
25136,4.82,6,397000,4187000
25137,4.45,6.5,397000,4187000
25138,4.18,7,397000,4187000
25139,4,7.5,397000,4187000
25140,3.53,8,397000,4187000
25141,3.11,8.5,397000,4187000
25142,2.98,9,397000,4187000
25143,2.9,9.5,397000,4187000
25144,2.86,10,397000,4187000
25145,2.86,10.5,397000,4187000
25146,2.77,11,397000,4187000
25147,2.62,11.5,397000,4187000
25148,2.51,12,397000,4187000
25149,2.38,12.5,397000,4187000
25150,2.36,13,397000,4187000
25151,2.36,13.5,397000,4187000
25152,2.36,14,397000,4187000
25153,2.37,14.5,397000,4187000
25154,2.41,15,397000,4187000
25155,2.45,15.5,397000,4187000
25156,2.45,16,397000,4187000
25157,2.45,16.5,397000,4187000
25158,2.45,17,397000,4187000
24880,8.38,0,397000,4188000
24881,8.45,0.5,397000,4188000
24882,8.51,1,397000,4188000
24883,8.45,1.5,397000,4188000
24884,8.07,2,397000,4188000
24885,7.08,2.5,397000,4188000
24886,6.02,3,397000,4188000
24887,5.75,3.5,397000,4188000
24888,5.74,4,397000,4188000
24889,5.68,4.5,397000,4188000
24890,5.54,5,397000,4188000
24891,5.17,5.5,397000,4188000
24892,4.72,6,397000,4188000
24893,4.36,6.5,397000,4188000
24894,4.09,7,397000,4188000
24895,3.94,7.5,397000,4188000
24896,3.51,8,397000,4188000
24897,3.13,8.5,397000,4188000
24898,3.01,9,397000,4188000
24899,2.94,9.5,397000,4188000
24900,2.89,10,397000,4188000
24901,2.9,10.5,397000,4188000
24902,2.81,11,397000,4188000
24903,2.67,11.5,397000,4188000
24904,2.57,12,397000,4188000
24905,2.38,12.5,397000,4188000
24906,2.36,13,397000,4188000
24907,2.36,13.5,397000,4188000
24908,2.36,14,397000,4188000
24909,2.37,14.5,397000,4188000
24910,2.41,15,397000,4188000
24911,2.45,15.5,397000,4188000
24912,2.45,16,397000,4188000
24913,2.45,16.5,397000,4188000
24914,2.45,17,397000,4188000
24631,8.34,0,397000,4189000
24632,8.4,0.5,397000,4189000
24633,8.45,1,397000,4189000
24634,8.39,1.5,397000,4189000
24635,8.01,2,397000,4189000
24636,7.11,2.5,397000,4189000
24637,6.09,3,397000,4189000
24638,5.74,3.5,397000,4189000
24639,5.65,4,397000,4189000
24640,5.52,4.5,397000,4189000
24641,5.36,5,397000,4189000
24642,5.02,5.5,397000,4189000
24643,4.59,6,397000,4189000
24644,4.23,6.5,397000,4189000
24645,3.98,7,397000,4189000
24646,3.86,7.5,397000,4189000
24647,3.48,8,397000,4189000
24648,3.15,8.5,397000,4189000
24649,3.05,9,397000,4189000
24650,2.98,9.5,397000,4189000
24651,2.94,10,397000,4189000
24652,2.93,10.5,397000,4189000
24653,2.86,11,397000,4189000
24654,2.73,11.5,397000,4189000
24655,2.64,12,397000,4189000
24656,2.38,12.5,397000,4189000
24657,2.36,13,397000,4189000
24658,2.36,13.5,397000,4189000
24659,2.36,14,397000,4189000
24660,2.37,14.5,397000,4189000
24661,2.41,15,397000,4189000
24662,2.45,15.5,397000,4189000
24663,2.45,16,397000,4189000
24664,2.45,16.5,397000,4189000
24425,8.29,0,398000,4190000
24426,8.35,0.5,398000,4190000
24427,8.39,1,398000,4190000
24428,8.32,1.5,398000,4190000
24429,7.93,2,398000,4190000
24430,7.16,2.5,398000,4190000
24431,6.18,3,398000,4190000
24432,5.73,3.5,398000,4190000
24433,5.54,4,398000,4190000
24434,5.31,4.5,398000,4190000
24435,5.12,5,398000,4190000
24436,4.82,5.5,398000,4190000
24437,4.42,6,398000,4190000
24438,4.07,6.5,398000,4190000
24439,3.84,7,398000,4190000
24440,3.75,7.5,398000,4190000
24441,3.43,8,398000,4190000
24442,3.17,8.5,398000,4190000
24443,3.09,9,398000,4190000
24444,3.04,9.5,398000,4190000
24445,2.99,10,398000,4190000
24446,2.98,10.5,398000,4190000
24447,2.92,11,398000,4190000
24448,2.82,11.5,398000,4190000
24449,2.73,12,398000,4190000
24181,8.18,0,398000,4191000
24182,8.22,0.5,398000,4191000
24183,8.22,1,398000,4191000
24184,8.15,1.5,398000,4191000
24185,7.89,2,398000,4191000
24186,7.22,2.5,398000,4191000
24187,6.28,3,398000,4191000
24188,5.73,3.5,398000,4191000
24189,5.44,4,398000,4191000
24190,5.12,4.5,398000,4191000
24191,4.9,5,398000,4191000
24192,4.63,5.5,398000,4191000
24193,4.24,6,398000,4191000
24194,3.91,6.5,398000,4191000
24195,3.71,7,398000,4191000
24196,3.57,7.5,398000,4191000
24197,3.31,8,398000,4191000
24198,3.11,8.5,398000,4191000
24199,3.11,9,398000,4191000
24200,3.07,9.5,398000,4191000
24201,3.02,10,398000,4191000
24202,3,10.5,398000,4191000
24203,2.96,11,398000,4191000
24204,2.87,11.5,398000,4191000
24205,2.8,12,398000,4191000
24206,2.38,12.5,398000,4191000
24207,2.36,13,398000,4191000
24208,2.36,13.5,398000,4191000
23964,8.14,0,398000,4192000
23965,8.17,0.5,398000,4192000
23966,8.17,1,398000,4192000
23967,8.1,1.5,398000,4192000
23968,7.87,2,398000,4192000
23969,7.3,2.5,398000,4192000
23970,6.37,3,398000,4192000
23971,5.73,3.5,398000,4192000
23972,5.34,4,398000,4192000
23973,4.93,4.5,398000,4192000
23974,4.69,5,398000,4192000
23975,4.45,5.5,398000,4192000
23976,4.07,6,398000,4192000
23977,3.75,6.5,398000,4192000
23978,3.58,7,398000,4192000
23979,3.46,7.5,398000,4192000
23980,3.25,8,398000,4192000
23981,3.1,8.5,398000,4192000
23982,3.12,9,398000,4192000
23983,3.08,9.5,398000,4192000
23984,3.03,10,398000,4192000
23985,3.01,10.5,398000,4192000
23986,2.98,11,398000,4192000
23987,2.92,11.5,398000,4192000
23988,2.85,12,398000,4192000
23989,2.38,12.5,398000,4192000
23990,2.36,13,398000,4192000
23991,2.36,13.5,398000,4192000
23992,2.36,14,398000,4192000
23993,2.37,14.5,398000,4192000
23994,2.41,15,398000,4192000
23995,2.45,15.5,398000,4192000
23996,2.45,16,398000,4192000
23997,2.45,16.5,398000,4192000
23998,2.45,17,398000,4192000
23763,8.1,0,398000,4193000
23764,8.14,0.5,398000,4193000
23765,8.13,1,398000,4193000
23766,8.07,1.5,398000,4193000
23767,7.86,2,398000,4193000
23768,7.37,2.5,398000,4193000
23769,6.46,3,398000,4193000
23770,5.74,3.5,398000,4193000
23771,5.26,4,398000,4193000
23772,4.78,4.5,398000,4193000
23773,4.51,5,398000,4193000
23774,4.29,5.5,398000,4193000
23775,3.93,6,398000,4193000
23776,3.61,6.5,398000,4193000
23777,3.47,7,398000,4193000
23778,3.37,7.5,398000,4193000
23779,3.21,8,398000,4193000
23780,3.1,8.5,398000,4193000
23781,3.12,9,398000,4193000
23782,3.09,9.5,398000,4193000
23783,3.03,10,398000,4193000
23784,3.01,10.5,398000,4193000
23785,3,11,398000,4193000
23786,2.95,11.5,398000,4193000
23787,2.89,12,398000,4193000
23788,2.38,12.5,398000,4193000
23789,2.36,13,398000,4193000
23790,2.36,13.5,398000,4193000
23791,2.36,14,398000,4193000
23792,2.37,14.5,398000,4193000
23793,2.41,15,398000,4193000
23794,2.45,15.5,398000,4193000
23795,2.45,16,398000,4193000
23796,2.45,16.5,398000,4193000
23797,2.45,17,398000,4193000
23580,8.08,0,398000,4194000
23581,8.12,0.5,398000,4194000
23582,8.11,1,398000,4194000
23583,8.04,1.5,398000,4194000
23584,7.86,2,398000,4194000
23585,7.43,2.5,398000,4194000
23586,6.53,3,398000,4194000
23587,5.74,3.5,398000,4194000
23588,5.21,4,398000,4194000
23589,4.66,4.5,398000,4194000
23590,4.38,5,398000,4194000
23591,4.17,5.5,398000,4194000
23592,3.82,6,398000,4194000
23593,3.51,6.5,398000,4194000
23594,3.39,7,398000,4194000
23595,3.31,7.5,398000,4194000
23596,3.17,8,398000,4194000
23597,3.1,8.5,398000,4194000
23598,3.11,9,398000,4194000
23599,3.08,9.5,398000,4194000
23600,3.03,10,398000,4194000
23601,3.01,10.5,398000,4194000
23602,3,11,398000,4194000
23603,2.96,11.5,398000,4194000
23604,2.91,12,398000,4194000
23605,2.38,12.5,398000,4194000
23606,2.36,13,398000,4194000
23607,2.36,13.5,398000,4194000
23608,2.36,14,398000,4194000
23609,2.37,14.5,398000,4194000
23206,8.05,0,397000,4196000
23207,8.1,0.5,397000,4196000
23208,8.1,1,397000,4196000
23209,8.03,1.5,397000,4196000
23210,7.87,2,397000,4196000
23211,7.5,2.5,397000,4196000
23212,6.6,3,397000,4196000
23213,5.75,3.5,397000,4196000
23214,5.15,4,397000,4196000
23215,4.56,4.5,397000,4196000
23216,4.26,5,397000,4196000
23217,4.06,5.5,397000,4196000
23218,3.7,6,397000,4196000
23219,3.4,6.5,397000,4196000
23220,3.3,7,397000,4196000
23221,3.25,7.5,397000,4196000
23222,3.15,8,397000,4196000
23223,3.1,8.5,397000,4196000
23224,3.1,9,397000,4196000
23225,3.08,9.5,397000,4196000
23226,3.03,10,397000,4196000
23227,3,10.5,397000,4196000
23228,3,11,397000,4196000
23229,2.97,11.5,397000,4196000
23230,2.92,12,397000,4196000
23231,2.38,12.5,397000,4196000
23232,2.36,13,397000,4196000
23233,2.36,13.5,397000,4196000
23234,2.36,14,397000,4196000
23235,2.37,14.5,397000,4196000
23236,2.41,15,397000,4196000
23020,8.05,0,397000,4197000
23021,8.1,0.5,397000,4197000
23022,8.1,1,397000,4197000
23023,8.03,1.5,397000,4197000
23024,7.87,2,397000,4197000
23025,7.5,2.5,397000,4197000
23026,6.6,3,397000,4197000
23027,5.75,3.5,397000,4197000
23028,5.15,4,397000,4197000
23029,4.55,4.5,397000,4197000
23030,4.25,5,397000,4197000
23031,4.05,5.5,397000,4197000
23032,3.7,6,397000,4197000
23033,3.4,6.5,397000,4197000
23034,3.3,7,397000,4197000
23035,3.25,7.5,397000,4197000
23036,3.15,8,397000,4197000
23037,3.1,8.5,397000,4197000
23038,3.1,9,397000,4197000
23039,3.08,9.5,397000,4197000
23040,3.03,10,397000,4197000
23041,3,10.5,397000,4197000
23042,3,11,397000,4197000
23043,2.97,11.5,397000,4197000
23044,2.92,12,397000,4197000
23045,2.38,12.5,397000,4197000
23046,2.36,13,397000,4197000
22825,8.06,0,397000,4198000
22826,8.11,0.5,397000,4198000
22827,8.11,1,397000,4198000
22828,8.03,1.5,397000,4198000
22829,7.87,2,397000,4198000
22830,7.49,2.5,397000,4198000
22831,6.59,3,397000,4198000
22832,5.75,3.5,397000,4198000
22833,5.16,4,397000,4198000
22834,4.57,4.5,397000,4198000
22835,4.27,5,397000,4198000
22836,4.07,5.5,397000,4198000
22837,3.71,6,397000,4198000
22838,3.41,6.5,397000,4198000
22839,3.31,7,397000,4198000
22840,3.25,7.5,397000,4198000
22841,3.15,8,397000,4198000
22842,3.09,8.5,397000,4198000
22843,3.1,9,397000,4198000
22844,3.08,9.5,397000,4198000
22845,3.03,10,397000,4198000
22846,3,10.5,397000,4198000
22847,3,11,397000,4198000
22848,2.97,11.5,397000,4198000
22598,8.08,0,396000,4199000
22599,8.13,0.5,396000,4199000
22600,8.12,1,396000,4199000
22601,8.05,1.5,396000,4199000
22602,7.88,2,396000,4199000
22603,7.48,2.5,396000,4199000
22604,6.57,3,396000,4199000
22605,5.73,3.5,396000,4199000
22606,5.16,4,396000,4199000
22607,4.59,4.5,396000,4199000
22608,4.29,5,396000,4199000
22609,4.07,5.5,396000,4199000
22610,3.7,6,396000,4199000
22611,3.39,6.5,396000,4199000
22612,3.29,7,396000,4199000
22613,3.23,7.5,396000,4199000
22614,3.12,8,396000,4199000
22615,3.05,8.5,396000,4199000
22616,3.09,9,396000,4199000
22617,3.06,9.5,396000,4199000
22618,3.02,10,396000,4199000
22619,2.99,10.5,396000,4199000
22620,2.99,11,396000,4199000
22621,2.96,11.5,396000,4199000
22622,2.91,12,396000,4199000
22431,8.1,0,398000,4200000
22432,8.13,0.5,398000,4200000
22433,8.12,1,398000,4200000
22434,8.05,1.5,398000,4200000
22435,7.88,2,398000,4200000
22436,7.47,2.5,398000,4200000
22437,6.55,3,398000,4200000
22438,5.72,3.5,398000,4200000
22439,5.16,4,398000,4200000
22440,4.6,4.5,398000,4200000
22441,4.3,5,398000,4200000
22442,4.07,5.5,398000,4200000
22443,3.69,6,398000,4200000
22444,3.39,6.5,398000,4200000
22445,3.29,7,398000,4200000
22446,3.22,7.5,398000,4200000
22447,3.1,8,398000,4200000
22448,3.04,8.5,398000,4200000
22449,3.11,9,398000,4200000
22450,3.09,9.5,398000,4200000
22451,3.04,10,398000,4200000
22452,3.01,10.5,398000,4200000
22453,3.01,11,398000,4200000
22454,2.98,11.5,398000,4200000
22213,8.12,0,398000,4201000
22214,8.15,0.5,398000,4201000
22215,8.13,1,398000,4201000
22216,8.06,1.5,398000,4201000
22217,7.87,2,398000,4201000
22218,7.45,2.5,398000,4201000
22219,6.53,3,398000,4201000
22220,5.69,3.5,398000,4201000
22221,5.15,4,398000,4201000
22222,4.61,4.5,398000,4201000
22223,4.31,5,398000,4201000
22224,4.06,5.5,398000,4201000
22225,3.67,6,398000,4201000
22226,3.37,6.5,398000,4201000
22227,3.27,7,398000,4201000
22228,3.2,7.5,398000,4201000
22229,3.07,8,398000,4201000
22230,2.99,8.5,398000,4201000
22231,3.08,9,398000,4201000
22232,3.05,9.5,398000,4201000
22233,3,10,398000,4201000
22234,2.98,10.5,398000,4201000
22235,2.98,11,398000,4201000
22236,2.95,11.5,398000,4201000
22237,2.89,12,398000,4201000
21975,8.15,0,397000,4202000
21976,8.17,0.5,397000,4202000
21977,8.14,1,397000,4202000
21978,8.07,1.5,397000,4202000
21979,7.86,2,397000,4202000
21980,7.44,2.5,397000,4202000
21981,6.5,3,397000,4202000
21982,5.66,3.5,397000,4202000
21983,5.14,4,397000,4202000
21984,4.63,4.5,397000,4202000
21985,4.31,5,397000,4202000
21986,4.04,5.5,397000,4202000
21987,3.63,6,397000,4202000
21988,3.33,6.5,397000,4202000
21989,3.23,7,397000,4202000
21990,3.15,7.5,397000,4202000
21991,3.01,8,397000,4202000
21992,2.93,8.5,397000,4202000
21993,3.07,9,397000,4202000
21994,3.04,9.5,397000,4202000
21995,2.99,10,397000,4202000
21996,2.98,10.5,397000,4202000
21997,2.97,11,397000,4202000
21998,2.94,11.5,397000,4202000
21999,2.88,12,397000,4202000
22000,2.56,12.5,397000,4202000
22001,2.55,13,397000,4202000
22002,2.55,13.5,397000,4202000
21349,8.27,0,395000,4205000
21350,8.22,0.5,395000,4205000
21351,8.1,1,395000,4205000
21352,8,1.5,395000,4205000
21353,7.81,2,395000,4205000
21354,7.37,2.5,395000,4205000
21355,6.4,3,395000,4205000
21356,5.53,3.5,395000,4205000
21357,5.06,4,395000,4205000
21358,4.63,4.5,395000,4205000
21359,4.27,5,395000,4205000
21360,3.9,5.5,395000,4205000
21361,3.41,6,395000,4205000
21362,3.09,6.5,395000,4205000
21363,3.02,7,395000,4205000
21364,2.91,7.5,395000,4205000
21365,2.74,8,395000,4205000
21366,2.65,8.5,395000,4205000
21367,3.02,9,395000,4205000
21368,3,9.5,395000,4205000
21369,2.96,10,395000,4205000
21370,2.95,10.5,395000,4205000
21371,2.94,11,395000,4205000
21372,2.91,11.5,395000,4205000
21373,2.85,12,395000,4205000
21374,2.63,12.5,395000,4205000
20755,8.36,0,394000,4208000
20756,8.24,0.5,394000,4208000
20757,8.07,1,394000,4208000
20758,7.94,1.5,394000,4208000
20759,7.74,2,394000,4208000
20760,7.3,2.5,394000,4208000
20761,6.27,3,394000,4208000
20762,5.3,3.5,394000,4208000
20763,4.86,4,394000,4208000
20764,4.49,4.5,394000,4208000
20765,4.1,5,394000,4208000
20766,3.65,5.5,394000,4208000
20767,3.14,6,394000,4208000
20768,2.85,6.5,394000,4208000
20769,2.8,7,394000,4208000
20770,2.67,7.5,394000,4208000
20771,2.5,8,394000,4208000
20772,2.42,8.5,394000,4208000
20773,2.96,9,394000,4208000
20774,2.95,9.5,394000,4208000
20775,2.91,10,394000,4208000
20776,2.91,10.5,394000,4208000
20777,2.92,11,394000,4208000
20778,2.89,11.5,394000,4208000
20779,2.83,12,394000,4208000
20558,8.4,0,393000,4209000
20559,8.26,0.5,393000,4209000
20560,8.05,1,393000,4209000
20561,7.92,1.5,393000,4209000
20562,7.71,2,393000,4209000
20563,7.28,2.5,393000,4209000
20564,6.24,3,393000,4209000
20565,5.24,3.5,393000,4209000
20566,4.81,4,393000,4209000
20567,4.46,4.5,393000,4209000
20568,4.05,5,393000,4209000
20569,3.57,5.5,393000,4209000
20570,3.03,6,393000,4209000
20571,2.75,6.5,393000,4209000
20572,2.71,7,393000,4209000
20573,2.57,7.5,393000,4209000
20574,2.39,8,393000,4209000
20575,2.32,8.5,393000,4209000
20576,2.93,9,393000,4209000
20577,2.92,9.5,393000,4209000
20578,2.9,10,393000,4209000
20579,2.9,10.5,393000,4209000
20580,2.91,11,393000,4209000
20371,8.41,0,393000,4210000
20372,8.25,0.5,393000,4210000
20373,8.02,1,393000,4210000
20374,7.86,1.5,393000,4210000
20375,7.64,2,393000,4210000
20376,7.25,2.5,393000,4210000
20377,6.17,3,393000,4210000
20378,5.03,3.5,393000,4210000
20379,4.56,4,393000,4210000
20380,4.22,4.5,393000,4210000
20381,3.79,5,393000,4210000
20382,3.3,5.5,393000,4210000
20383,2.81,6,393000,4210000
20384,2.58,6.5,393000,4210000
20385,2.56,7,393000,4210000
20386,2.43,7.5,393000,4210000
20387,2.29,8,393000,4210000
20388,2.25,8.5,393000,4210000
20389,2.91,9,393000,4210000
20390,2.91,9.5,393000,4210000
20391,2.89,10,393000,4210000
20392,2.9,10.5,393000,4210000
20393,2.93,11,393000,4210000
20394,2.92,11.5,393000,4210000
20395,2.87,12,393000,4210000
20396,2.8,12.5,393000,4210000
20183,8.41,0,393000,4211000
20184,8.25,0.5,393000,4211000
20185,8.03,1,393000,4211000
20186,7.85,1.5,393000,4211000
20187,7.6,2,393000,4211000
20188,7.2,2.5,393000,4211000
20189,6.04,3,393000,4211000
20190,4.84,3.5,393000,4211000
20191,4.38,4,393000,4211000
20192,4.07,4.5,393000,4211000
20193,3.64,5,393000,4211000
20194,3.16,5.5,393000,4211000
20195,2.74,6,393000,4211000
20196,2.58,6.5,393000,4211000
20197,2.55,7,393000,4211000
20198,2.43,7.5,393000,4211000
20199,2.3,8,393000,4211000
20200,2.26,8.5,393000,4211000
20201,2.89,9,393000,4211000
20202,2.89,9.5,393000,4211000
20203,2.88,10,393000,4211000
20204,2.88,10.5,393000,4211000
20205,2.92,11,393000,4211000
20206,2.91,11.5,393000,4211000
20207,2.86,12,393000,4211000
20001,8.41,0,393000,4212000
20002,8.26,0.5,393000,4212000
20003,8.03,1,393000,4212000
20004,7.83,1.5,393000,4212000
20005,7.56,2,393000,4212000
20006,7.13,2.5,393000,4212000
20007,5.89,3,393000,4212000
20008,4.61,3.5,393000,4212000
20009,4.16,4,393000,4212000
20010,3.88,4.5,393000,4212000
20011,3.46,5,393000,4212000
20012,2.99,5.5,393000,4212000
20013,2.68,6,393000,4212000
20014,2.59,6.5,393000,4212000
20015,2.56,7,393000,4212000
20016,2.45,7.5,393000,4212000
20017,2.33,8,393000,4212000
20018,2.3,8.5,393000,4212000
20019,2.86,9,393000,4212000
20020,2.87,9.5,393000,4212000
20021,2.86,10,393000,4212000
20022,2.87,10.5,393000,4212000
20023,2.91,11,393000,4212000
20024,2.9,11.5,393000,4212000
20025,2.85,12,393000,4212000
19828,8.4,0,393000,4213000
19829,8.26,0.5,393000,4213000
19830,8.04,1,393000,4213000
19831,7.82,1.5,393000,4213000
19832,7.52,2,393000,4213000
19833,7.06,2.5,393000,4213000
19834,5.72,3,393000,4213000
19835,4.35,3.5,393000,4213000
19836,3.91,4,393000,4213000
19837,3.67,4.5,393000,4213000
19838,3.27,5,393000,4213000
19839,2.8,5.5,393000,4213000
19840,2.61,6,393000,4213000
19841,2.61,6.5,393000,4213000
19842,2.57,7,393000,4213000
19843,2.47,7.5,393000,4213000
19844,2.37,8,393000,4213000
19845,2.34,8.5,393000,4213000
19846,2.84,9,393000,4213000
19847,2.86,9.5,393000,4213000
19848,2.85,10,393000,4213000
19849,2.86,10.5,393000,4213000
19850,2.9,11,393000,4213000
19851,2.9,11.5,393000,4213000
19852,2.85,12,393000,4213000
19853,2.8,12.5,393000,4213000
19656,8.38,0,393000,4214000
19657,8.26,0.5,393000,4214000
19658,8.05,1,393000,4214000
19659,7.81,1.5,393000,4214000
19660,7.47,2,393000,4214000
19661,6.98,2.5,393000,4214000
19662,5.54,3,393000,4214000
19663,4.07,3.5,393000,4214000
19664,3.63,4,393000,4214000
19665,3.44,4.5,393000,4214000
19666,3.05,5,393000,4214000
19667,2.61,5.5,393000,4214000
19668,2.55,6,393000,4214000
19669,2.63,6.5,393000,4214000
19670,2.58,7,393000,4214000
19671,2.5,7.5,393000,4214000
19672,2.42,8,393000,4214000
19673,2.4,8.5,393000,4214000
19674,2.83,9,393000,4214000
19675,2.84,9.5,393000,4214000
19676,2.84,10,393000,4214000
19677,2.85,10.5,393000,4214000
19678,2.89,11,393000,4214000
19679,2.89,11.5,393000,4214000
19680,2.84,12,393000,4214000
19487,8.37,0,393000,4215000
19488,8.26,0.5,393000,4215000
19489,8.06,1,393000,4215000
19490,7.79,1.5,393000,4215000
19491,7.43,2,393000,4215000
19492,6.9,2.5,393000,4215000
19493,5.35,3,393000,4215000
19494,3.78,3.5,393000,4215000
19495,3.35,4,393000,4215000
19496,3.2,4.5,393000,4215000
19497,2.83,5,393000,4215000
19498,2.4,5.5,393000,4215000
19499,2.48,6,393000,4215000
19500,2.67,6.5,393000,4215000
19501,2.61,7,393000,4215000
19502,2.54,7.5,393000,4215000
19503,2.47,8,393000,4215000
19504,2.47,8.5,393000,4215000
19505,2.81,9,393000,4215000
19506,2.83,9.5,393000,4215000
19507,2.83,10,393000,4215000
19508,2.84,10.5,393000,4215000
19331,8.34,0,394000,4216000
19332,8.25,0.5,394000,4216000
19333,8.07,1,394000,4216000
19334,7.78,1.5,394000,4216000
19335,7.38,2,394000,4216000
19336,6.82,2.5,394000,4216000
19337,5.16,3,394000,4216000
19338,3.48,3.5,394000,4216000
19339,3.06,4,394000,4216000
19340,2.95,4.5,394000,4216000
19341,2.6,5,394000,4216000
19342,2.2,5.5,394000,4216000
19343,2.42,6,394000,4216000
19344,2.71,6.5,394000,4216000
19345,2.64,7,394000,4216000
19346,2.59,7.5,394000,4216000
19347,2.54,8,394000,4216000
19348,2.55,8.5,394000,4216000
19349,2.8,9,394000,4216000
19350,2.82,9.5,394000,4216000
19351,2.82,10,394000,4216000
19352,2.84,10.5,394000,4216000
19152,8.33,0,394000,4217000
19153,8.25,0.5,394000,4217000
19154,8.08,1,394000,4217000
19155,7.77,1.5,394000,4217000
19156,7.34,2,394000,4217000
19157,6.75,2.5,394000,4217000
19158,5.01,3,394000,4217000
19159,3.25,3.5,394000,4217000
19160,2.84,4,394000,4217000
19161,2.76,4.5,394000,4217000
19162,2.42,5,394000,4217000
19163,2.03,5.5,394000,4217000
19164,2.37,6,394000,4217000
19165,2.74,6.5,394000,4217000
19166,2.66,7,394000,4217000
19167,2.62,7.5,394000,4217000
19168,2.59,8,394000,4217000
19169,2.6,8.5,394000,4217000
19170,2.79,9,394000,4217000
19171,2.82,9.5,394000,4217000
19172,2.81,10,394000,4217000
19173,2.83,10.5,394000,4217000
18957,8.31,0,393000,4218000
18958,8.24,0.5,393000,4218000
18959,8.08,1,393000,4218000
18960,7.75,1.5,393000,4218000
18961,7.28,2,393000,4218000
18962,6.66,2.5,393000,4218000
18963,4.84,3,393000,4218000
18964,3.02,3.5,393000,4218000
18965,2.61,4,393000,4218000
18966,2.57,4.5,393000,4218000
18967,2.25,5,393000,4218000
18968,1.89,5.5,393000,4218000
18969,2.32,6,393000,4218000
18970,2.75,6.5,393000,4218000
18971,2.66,7,393000,4218000
18972,2.64,7.5,393000,4218000
18973,2.62,8,393000,4218000
18974,2.64,8.5,393000,4218000
