UTMX,UTMY
402400,4239100
402500,4239100
402600,4239100
402700,4239100
402800,4239100
395000,4239000
395100,4239000
395200,4239000
396800,4239000
398400,4239000
398500,4239000
398600,4239000
398700,4239000
398800,4239000
398900,4239000
399000,4239000
399100,4239000
399200,4239000
399300,4239000
399400,4239000
399500,4239000
399600,4239000
399700,4239000
399800,4239000
399900,4239000
400000,4239000
400100,4239000
401500,4239000
401600,4239000
401700,4239000
401800,4239000
401900,4239000
402000,4239000
402100,4239000
402200,4239000
402300,4239000
402400,4239000
402500,4239000
402600,4239000
402700,4239000
395100,4238900
398600,4238900
398700,4238900
398800,4238900
398900,4238900
399000,4238900
399100,4238900
399200,4238900
399300,4238900
399400,4238900
399500,4238900
399600,4238900
399700,4238900
399800,4238900
399900,4238900
401500,4238900
401600,4238900
401700,4238900
401800,4238900
401900,4238900
402000,4238900
402100,4238900
402200,4238900
402300,4238900
402400,4238900
395100,4238800
398800,4238800
398900,4238800
399000,4238800
399100,4238800
399200,4238800
399300,4238800
399400,4238800
399500,4238800
399600,4238800
399700,4238800
399800,4238800
399900,4238800
400000,4238800
400100,4238800
401400,4238800
401500,4238800
401600,4238800
401700,4238800
401800,4238800
401900,4238800
402000,4238800
402100,4238800
402200,4238800
402300,4238800
397400,4238700
397500,4238700
397600,4238700
397700,4238700
398900,4238700
399000,4238700
399100,4238700
399200,4238700
399300,4238700
399400,4238700
399500,4238700
399600,4238700
399700,4238700
401300,4238700
401400,4238700
401500,4238700
401600,4238700
401700,4238700
401800,4238700
401900,4238700
402000,4238700
402100,4238700
402200,4238700
397300,4238600
397400,4238600
397500,4238600
397600,4238600
397700,4238600
398800,4238600
398900,4238600
399000,4238600
399100,4238600
399200,4238600
399300,4238600
399400,4238600
399500,4238600
399600,4238600
399700,4238600
401200,4238600
401300,4238600
401400,4238600
401500,4238600
401600,4238600
401700,4238600
401800,4238600
401900,4238600
402000,4238600
402100,4238600
402200,4238600
397200,4238500
397300,4238500
397400,4238500
397500,4238500
397600,4238500
397700,4238500
397800,4238500
397900,4238500
398000,4238500
398200,4238500
398300,4238500
398400,4238500
398500,4238500
398600,4238500
398700,4238500
398800,4238500
398900,4238500
399000,4238500
399100,4238500
399200,4238500
399300,4238500
399400,4238500
399500,4238500
399600,4238500
401200,4238500
401300,4238500
401400,4238500
401500,4238500
401600,4238500
401700,4238500
401800,4238500
401900,4238500
402000,4238500
397300,4238400
397400,4238400
397500,4238400
397600,4238400
397700,4238400
397800,4238400
397900,4238400
398000,4238400
398100,4238400
398200,4238400
398300,4238400
398400,4238400
398500,4238400
398600,4238400
398700,4238400
398800,4238400
398900,4238400
399000,4238400
399100,4238400
399200,4238400
399300,4238400
399400,4238400
399500,4238400
401200,4238400
401300,4238400
401400,4238400
401500,4238400
401600,4238400
401700,4238400
401800,4238400
401900,4238400
402000,4238400
403500,4238400
403600,4238400
397400,4238300
397500,4238300
397600,4238300
397800,4238300
397900,4238300
398000,4238300
398100,4238300
398200,4238300
398300,4238300
398400,4238300
398500,4238300
398600,4238300
398700,4238300
398800,4238300
398900,4238300
399000,4238300
399100,4238300
399200,4238300
401300,4238300
401400,4238300
401500,4238300
401600,4238300
401700,4238300
401800,4238300
401900,4238300
402000,4238300
402100,4238300
402200,4238300
402300,4238300
402400,4238300
403300,4238300
403500,4238300
403600,4238300
397700,4238200
397800,4238200
397900,4238200
398000,4238200
398100,4238200
398200,4238200
398300,4238200
398400,4238200
398500,4238200
398600,4238200
398700,4238200
398800,4238200
398900,4238200
399000,4238200
399100,4238200
399200,4238200
401400,4238200
401500,4238200
401600,4238200
401700,4238200
401800,4238200
401900,4238200
402000,4238200
402100,4238200
402200,4238200
402300,4238200
402400,4238200
402500,4238200
402600,4238200
403200,4238200
403300,4238200
403400,4238200
403500,4238200
403600,4238200
403700,4238200
397700,4238100
397800,4238100
397900,4238100
398000,4238100
398100,4238100
398200,4238100
398300,4238100
398400,4238100
398500,4238100
398600,4238100
398700,4238100
398800,4238100
398900,4238100
399000,4238100
399100,4238100
401600,4238100
401700,4238100
401800,4238100
401900,4238100
402000,4238100
402100,4238100
402200,4238100
402300,4238100
402400,4238100
402500,4238100
402600,4238100
402700,4238100
403200,4238100
403300,4238100
403400,4238100
403500,4238100
403600,4238100
403700,4238100
397600,4238000
397700,4238000
397800,4238000
397900,4238000
398000,4238000
398100,4238000
398200,4238000
398300,4238000
398400,4238000
398500,4238000
398600,4238000
398700,4238000
398800,4238000
398900,4238000
399000,4238000
399100,4238000
401600,4238000
401700,4238000
401800,4238000
401900,4238000
402000,4238000
402100,4238000
402200,4238000
402300,4238000
402400,4238000
402500,4238000
402600,4238000
402700,4238000
402800,4238000
402900,4238000
403000,4238000
403100,4238000
403200,4238000
403300,4238000
403400,4238000
403500,4238000
403600,4238000
403700,4238000
397400,4237900
397500,4237900
397600,4237900
397700,4237900
397800,4237900
397900,4237900
398000,4237900
398100,4237900
398200,4237900
398300,4237900
398400,4237900
398500,4237900
398600,4237900
398700,4237900
398800,4237900
398900,4237900
399000,4237900
399100,4237900
401800,4237900
401900,4237900
402000,4237900
402100,4237900
402200,4237900
402300,4237900
402400,4237900
402500,4237900
402600,4237900
402700,4237900
402800,4237900
402900,4237900
403000,4237900
403100,4237900
403200,4237900
403300,4237900
403400,4237900
403500,4237900
403600,4237900
403700,4237900
397400,4237800
397500,4237800
397600,4237800
397700,4237800
397800,4237800
397900,4237800
398000,4237800
398100,4237800
398200,4237800
398300,4237800
398400,4237800
398500,4237800
398600,4237800
398700,4237800
398800,4237800
398900,4237800
399000,4237800
399100,4237800
401800,4237800
401900,4237800
402000,4237800
402100,4237800
402200,4237800
402300,4237800
402400,4237800
402500,4237800
402600,4237800
402700,4237800
402800,4237800
402900,4237800
403000,4237800
403100,4237800
403200,4237800
403300,4237800
403400,4237800
403500,4237800
403600,4237800
397100,4237700
397200,4237700
397300,4237700
397400,4237700
397500,4237700
397600,4237700
397700,4237700
397800,4237700
397900,4237700
398000,4237700
398100,4237700
398200,4237700
398300,4237700
398400,4237700
398500,4237700
398600,4237700
398700,4237700
398800,4237700
398900,4237700
399000,4237700
399100,4237700
399200,4237700
401900,4237700
402000,4237700
402100,4237700
402200,4237700
402300,4237700
402400,4237700
402500,4237700
402600,4237700
402700,4237700
402800,4237700
402900,4237700
403000,4237700
403100,4237700
403200,4237700
403300,4237700
403400,4237700
403500,4237700
403600,4237700
396900,4237600
397000,4237600
397100,4237600
397200,4237600
397300,4237600
397400,4237600
397500,4237600
397600,4237600
397700,4237600
397800,4237600
397900,4237600
398000,4237600
398100,4237600
398200,4237600
398300,4237600
398400,4237600
398500,4237600
398600,4237600
398700,4237600
398800,4237600
398900,4237600
399000,4237600
399100,4237600
399200,4237600
402000,4237600
402100,4237600
402200,4237600
402300,4237600
402400,4237600
402500,4237600
402600,4237600
402700,4237600
402800,4237600
402900,4237600
403000,4237600
403100,4237600
403200,4237600
403300,4237600
403400,4237600
403500,4237600
403600,4237600
396900,4237500
397000,4237500
397100,4237500
397200,4237500
397300,4237500
397400,4237500
397500,4237500
397600,4237500
397700,4237500
397800,4237500
397900,4237500
398000,4237500
398100,4237500
398200,4237500
398300,4237500
398400,4237500
398500,4237500
398600,4237500
398700,4237500
398800,4237500
398900,4237500
399000,4237500
399100,4237500
399200,4237500
400800,4237500
400900,4237500
402100,4237500
402200,4237500
402300,4237500
402400,4237500
402500,4237500
402600,4237500
402700,4237500
402800,4237500
402900,4237500
403000,4237500
403100,4237500
403200,4237500
403300,4237500
403400,4237500
403500,4237500
396900,4237400
397000,4237400
397100,4237400
397200,4237400
397300,4237400
397400,4237400
397500,4237400
397600,4237400
397700,4237400
397800,4237400
397900,4237400
398000,4237400
398100,4237400
398200,4237400
398300,4237400
398400,4237400
398500,4237400
398600,4237400
398700,4237400
398800,4237400
398900,4237400
399000,4237400
399100,4237400
399200,4237400
399300,4237400
400500,4237400
400600,4237400
400700,4237400
400800,4237400
400900,4237400
401000,4237400
401100,4237400
402200,4237400
402300,4237400
402400,4237400
402500,4237400
402600,4237400
402700,4237400
402800,4237400
402900,4237400
403000,4237400
403100,4237400
403200,4237400
403300,4237400
403400,4237400
403500,4237400
396900,4237300
397000,4237300
397100,4237300
397200,4237300
397300,4237300
397400,4237300
397500,4237300
397600,4237300
397700,4237300
397800,4237300
397900,4237300
398000,4237300
398100,4237300
398200,4237300
398300,4237300
398400,4237300
398500,4237300
398600,4237300
398700,4237300
398800,4237300
398900,4237300
399000,4237300
399100,4237300
399200,4237300
399300,4237300
400400,4237300
400500,4237300
400600,4237300
400700,4237300
400800,4237300
400900,4237300
401000,4237300
401100,4237300
401200,4237300
401300,4237300
402300,4237300
402400,4237300
402500,4237300
402600,4237300
402700,4237300
402800,4237300
402900,4237300
403000,4237300
403100,4237300
403200,4237300
403300,4237300
403400,4237300
403500,4237300
404100,4237300
397000,4237200
397100,4237200
397200,4237200
397300,4237200
397400,4237200
397500,4237200
397600,4237200
397700,4237200
397800,4237200
397900,4237200
398000,4237200
398100,4237200
398200,4237200
398300,4237200
398400,4237200
398500,4237200
398600,4237200
398700,4237200
398800,4237200
398900,4237200
399000,4237200
399100,4237200
399200,4237200
399300,4237200
400400,4237200
400500,4237200
400600,4237200
400700,4237200
400800,4237200
400900,4237200
401000,4237200
401100,4237200
401200,4237200
401300,4237200
401400,4237200
401500,4237200
402000,4237200
402400,4237200
402500,4237200
402600,4237200
402700,4237200
402800,4237200
402900,4237200
403000,4237200
403100,4237200
403200,4237200
403300,4237200
403400,4237200
403500,4237200
404800,4237200
404900,4237200
397000,4237100
397100,4237100
397200,4237100
397300,4237100
397400,4237100
397500,4237100
397600,4237100
397700,4237100
397800,4237100
397900,4237100
398000,4237100
398100,4237100
398200,4237100
398300,4237100
398400,4237100
398500,4237100
398600,4237100
398700,4237100
398800,4237100
398900,4237100
399000,4237100
399100,4237100
399200,4237100
399300,4237100
400400,4237100
400500,4237100
400600,4237100
400700,4237100
400800,4237100
400900,4237100
401000,4237100
401100,4237100
401200,4237100
401300,4237100
401400,4237100
401500,4237100
401600,4237100
401800,4237100
401900,4237100
402000,4237100
402100,4237100
402500,4237100
402600,4237100
402700,4237100
402800,4237100
402900,4237100
403000,4237100
403100,4237100
403200,4237100
403300,4237100
403400,4237100
403500,4237100
404100,4237100
404200,4237100
404300,4237100
404400,4237100
404500,4237100
404600,4237100
404700,4237100
404800,4237100
404900,4237100
397000,4237000
397100,4237000
397200,4237000
397300,4237000
397400,4237000
397500,4237000
397600,4237000
397700,4237000
397800,4237000
397900,4237000
398000,4237000
398100,4237000
398200,4237000
398300,4237000
398400,4237000
398500,4237000
398600,4237000
398700,4237000
398800,4237000
398900,4237000
399000,4237000
399100,4237000
399200,4237000
399300,4237000
400400,4237000
400500,4237000
400600,4237000
400700,4237000
400800,4237000
400900,4237000
401000,4237000
401100,4237000
401200,4237000
401300,4237000
401400,4237000
401500,4237000
401600,4237000
401700,4237000
401800,4237000
401900,4237000
402000,4237000
402100,4237000
402300,4237000
402400,4237000
402500,4237000
402600,4237000
402700,4237000
402800,4237000
402900,4237000
403000,4237000
403100,4237000
403200,4237000
403300,4237000
403400,4237000
403500,4237000
404000,4237000
404100,4237000
404200,4237000
404300,4237000
404400,4237000
404500,4237000
404600,4237000
404700,4237000
404800,4237000
404900,4237000
397100,4236900
397200,4236900
397300,4236900
397400,4236900
397500,4236900
397600,4236900
397700,4236900
397800,4236900
397900,4236900
398000,4236900
398100,4236900
398200,4236900
398300,4236900
398400,4236900
398500,4236900
398600,4236900
398700,4236900
398800,4236900
398900,4236900
399000,4236900
399100,4236900
399200,4236900
399300,4236900
400400,4236900
400500,4236900
400600,4236900
400700,4236900
400800,4236900
400900,4236900
401000,4236900
401100,4236900
401200,4236900
401300,4236900
401400,4236900
401500,4236900
401600,4236900
401700,4236900
401800,4236900
401900,4236900
402000,4236900
402100,4236900
402200,4236900
402300,4236900
402400,4236900
402500,4236900
402600,4236900
402700,4236900
402800,4236900
402900,4236900
403000,4236900
403100,4236900
403200,4236900
403300,4236900
403400,4236900
403500,4236900
403900,4236900
404000,4236900
404100,4236900
404200,4236900
404300,4236900
404400,4236900
404500,4236900
404600,4236900
404700,4236900
404800,4236900
397100,4236800
397200,4236800
397300,4236800
397400,4236800
397500,4236800
397600,4236800
397700,4236800
397800,4236800
397900,4236800
398000,4236800
398100,4236800
398200,4236800
398300,4236800
398400,4236800
398500,4236800
398600,4236800
398700,4236800
398800,4236800
398900,4236800
399000,4236800
399100,4236800
399200,4236800
399300,4236800
399900,4236800
400400,4236800
400500,4236800
400600,4236800
400700,4236800
400800,4236800
400900,4236800
401000,4236800
401100,4236800
401200,4236800
401300,4236800
401400,4236800
401500,4236800
401600,4236800
401700,4236800
401800,4236800
401900,4236800
402000,4236800
402100,4236800
402200,4236800
402300,4236800
402400,4236800
402500,4236800
402600,4236800
402700,4236800
402800,4236800
402900,4236800
403000,4236800
403100,4236800
403200,4236800
403300,4236800
403400,4236800
403500,4236800
403600,4236800
403700,4236800
403800,4236800
403900,4236800
404000,4236800
404100,4236800
404200,4236800
404300,4236800
404400,4236800
404500,4236800
404600,4236800
404700,4236800
404800,4236800
397200,4236700
397300,4236700
397400,4236700
397500,4236700
397600,4236700
397700,4236700
397800,4236700
397900,4236700
398000,4236700
398100,4236700
398200,4236700
398300,4236700
398400,4236700
398500,4236700
398600,4236700
398700,4236700
398800,4236700
398900,4236700
399000,4236700
399100,4236700
399200,4236700
399300,4236700
399800,4236700
399900,4236700
400000,4236700
400100,4236700
400400,4236700
400500,4236700
400600,4236700
400700,4236700
400800,4236700
400900,4236700
401000,4236700
401100,4236700
401200,4236700
401300,4236700
401400,4236700
401500,4236700
401600,4236700
401700,4236700
401800,4236700
401900,4236700
402000,4236700
402100,4236700
402200,4236700
402300,4236700
402400,4236700
402500,4236700
402600,4236700
402700,4236700
402800,4236700
402900,4236700
403000,4236700
403100,4236700
403200,4236700
403300,4236700
403400,4236700
403500,4236700
403600,4236700
403700,4236700
403800,4236700
403900,4236700
404000,4236700
404100,4236700
404200,4236700
404300,4236700
404400,4236700
404500,4236700
404600,4236700
404700,4236700
397400,4236600
397500,4236600
397600,4236600
397700,4236600
397800,4236600
397900,4236600
398000,4236600
398100,4236600
398200,4236600
398300,4236600
398400,4236600
398500,4236600
398600,4236600
398700,4236600
398800,4236600
398900,4236600
399000,4236600
399100,4236600
399200,4236600
399300,4236600
399800,4236600
399900,4236600
400000,4236600
400100,4236600
400200,4236600
400300,4236600
400400,4236600
400500,4236600
400600,4236600
400700,4236600
400800,4236600
400900,4236600
401000,4236600
401100,4236600
401200,4236600
401300,4236600
401400,4236600
401500,4236600
401600,4236600
401700,4236600
401800,4236600
401900,4236600
402000,4236600
402100,4236600
402200,4236600
402300,4236600
402400,4236600
402500,4236600
402600,4236600
402700,4236600
402800,4236600
402900,4236600
403000,4236600
403100,4236600
403200,4236600
403300,4236600
403400,4236600
403500,4236600
403600,4236600
403700,4236600
403800,4236600
403900,4236600
404000,4236600
404100,4236600
404200,4236600
404300,4236600
404400,4236600
404500,4236600
404600,4236600
404700,4236600
397500,4236500
397600,4236500
397700,4236500
397800,4236500
397900,4236500
398000,4236500
398100,4236500
398200,4236500
398300,4236500
398400,4236500
398500,4236500
398600,4236500
398700,4236500
398800,4236500
398900,4236500
399000,4236500
399100,4236500
399200,4236500
399300,4236500
399800,4236500
399900,4236500
400000,4236500
400100,4236500
400200,4236500
400300,4236500
400400,4236500
400500,4236500
400600,4236500
400700,4236500
400800,4236500
400900,4236500
401000,4236500
401100,4236500
401200,4236500
401300,4236500
401400,4236500
401500,4236500
401600,4236500
401700,4236500
401800,4236500
401900,4236500
402000,4236500
402100,4236500
402200,4236500
402300,4236500
402400,4236500
402500,4236500
402600,4236500
402700,4236500
402800,4236500
402900,4236500
403000,4236500
403100,4236500
403200,4236500
403300,4236500
403400,4236500
403500,4236500
403600,4236500
403700,4236500
403800,4236500
403900,4236500
404000,4236500
404100,4236500
404200,4236500
404300,4236500
404400,4236500
404500,4236500
404600,4236500
404700,4236500
397500,4236400
397600,4236400
397700,4236400
397800,4236400
397900,4236400
398000,4236400
398100,4236400
398200,4236400
398300,4236400
398400,4236400
398500,4236400
398600,4236400
398700,4236400
398800,4236400
398900,4236400
399000,4236400
399100,4236400
399200,4236400
399300,4236400
399400,4236400
399800,4236400
399900,4236400
400000,4236400
400100,4236400
400200,4236400
400300,4236400
400400,4236400
400500,4236400
400600,4236400
400700,4236400
400800,4236400
400900,4236400
401000,4236400
401100,4236400
401200,4236400
401300,4236400
401400,4236400
401500,4236400
401600,4236400
401700,4236400
401800,4236400
401900,4236400
402000,4236400
402100,4236400
402200,4236400
402300,4236400
402400,4236400
402500,4236400
402600,4236400
402700,4236400
402800,4236400
402900,4236400
403000,4236400
403100,4236400
403200,4236400
403300,4236400
403400,4236400
403500,4236400
403600,4236400
403700,4236400
403800,4236400
403900,4236400
404000,4236400
404100,4236400
404200,4236400
404300,4236400
404400,4236400
404500,4236400
404600,4236400
404700,4236400
404800,4236400
397600,4236300
397700,4236300
397800,4236300
397900,4236300
398000,4236300
398100,4236300
398200,4236300
398300,4236300
398400,4236300
398500,4236300
398600,4236300
398700,4236300
398800,4236300
398900,4236300
399000,4236300
399100,4236300
399200,4236300
399300,4236300
399400,4236300
399800,4236300
399900,4236300
400000,4236300
400100,4236300
400200,4236300
400300,4236300
400400,4236300
400500,4236300
400600,4236300
400700,4236300
400800,4236300
400900,4236300
401000,4236300
401100,4236300
401200,4236300
401300,4236300
401400,4236300
401500,4236300
401600,4236300
401700,4236300
401800,4236300
401900,4236300
402000,4236300
402100,4236300
402200,4236300
402300,4236300
402400,4236300
402500,4236300
402600,4236300
402700,4236300
402800,4236300
402900,4236300
403000,4236300
403100,4236300
403200,4236300
403300,4236300
403400,4236300
403500,4236300
403600,4236300
403700,4236300
403800,4236300
403900,4236300
404000,4236300
404100,4236300
404200,4236300
404300,4236300
404400,4236300
404500,4236300
404600,4236300
404700,4236300
404800,4236300
405100,4236300
405200,4236300
405300,4236300
397000,4236200
397600,4236200
397700,4236200
397800,4236200
397900,4236200
398000,4236200
398100,4236200
398200,4236200
398300,4236200
398400,4236200
398500,4236200
398600,4236200
398700,4236200
398800,4236200
398900,4236200
399000,4236200
399100,4236200
399200,4236200
399300,4236200
399400,4236200
399700,4236200
399800,4236200
399900,4236200
400000,4236200
400100,4236200
400200,4236200
400300,4236200
400400,4236200
400500,4236200
400600,4236200
400700,4236200
400800,4236200
400900,4236200
401000,4236200
401100,4236200
401200,4236200
401300,4236200
401400,4236200
401500,4236200
401600,4236200
401700,4236200
401800,4236200
401900,4236200
402000,4236200
402100,4236200
402200,4236200
402300,4236200
402400,4236200
402500,4236200
402600,4236200
402700,4236200
402800,4236200
402900,4236200
403000,4236200
403100,4236200
403200,4236200
403300,4236200
403400,4236200
403500,4236200
403600,4236200
403700,4236200
403800,4236200
403900,4236200
404000,4236200
404100,4236200
404200,4236200
404300,4236200
404400,4236200
404500,4236200
404600,4236200
404700,4236200
404800,4236200
404900,4236200
405000,4236200
405100,4236200
405200,4236200
397000,4236100
397100,4236100
397200,4236100
397800,4236100
397900,4236100
398000,4236100
398100,4236100
398200,4236100
398300,4236100
398400,4236100
398500,4236100
398600,4236100
398700,4236100
398800,4236100
398900,4236100
399000,4236100
399100,4236100
399200,4236100
399300,4236100
399400,4236100
399500,4236100
399600,4236100
399700,4236100
399800,4236100
399900,4236100
400000,4236100
400100,4236100
400200,4236100
400300,4236100
400400,4236100
400500,4236100
400600,4236100
400700,4236100
400800,4236100
400900,4236100
401000,4236100
401100,4236100
401200,4236100
401300,4236100
401400,4236100
401500,4236100
401600,4236100
401700,4236100
401800,4236100
401900,4236100
402000,4236100
402100,4236100
402200,4236100
402300,4236100
402400,4236100
402500,4236100
402600,4236100
402700,4236100
402800,4236100
402900,4236100
403000,4236100
403100,4236100
403200,4236100
403300,4236100
403400,4236100
403500,4236100
403600,4236100
403700,4236100
403800,4236100
403900,4236100
404000,4236100
404100,4236100
404200,4236100
404300,4236100
404400,4236100
404500,4236100
404600,4236100
404700,4236100
404800,4236100
404900,4236100
405000,4236100
405100,4236100
405200,4236100
397100,4236000
397200,4236000
397300,4236000
397800,4236000
397900,4236000
398000,4236000
398100,4236000
398200,4236000
398300,4236000
398400,4236000
398500,4236000
398600,4236000
398700,4236000
398800,4236000
398900,4236000
399000,4236000
399100,4236000
399200,4236000
399300,4236000
399400,4236000
399500,4236000
399600,4236000
399700,4236000
399800,4236000
399900,4236000
400000,4236000
400100,4236000
400200,4236000
400300,4236000
400400,4236000
400500,4236000
400600,4236000
400700,4236000
400800,4236000
400900,4236000
401000,4236000
401100,4236000
401200,4236000
401300,4236000
401400,4236000
401500,4236000
401600,4236000
401700,4236000
401800,4236000
401900,4236000
402000,4236000
402100,4236000
402200,4236000
402300,4236000
402400,4236000
402500,4236000
402600,4236000
402700,4236000
402800,4236000
402900,4236000
403000,4236000
403100,4236000
403200,4236000
403300,4236000
403400,4236000
403500,4236000
403600,4236000
403700,4236000
403800,4236000
403900,4236000
404000,4236000
404100,4236000
404200,4236000
404400,4236000
404500,4236000
404600,4236000
404700,4236000
404800,4236000
404900,4236000
405000,4236000
405100,4236000
397200,4235900
397300,4235900
397800,4235900
397900,4235900
398000,4235900
398100,4235900
398200,4235900
398300,4235900
398400,4235900
398500,4235900
398600,4235900
398700,4235900
398800,4235900
398900,4235900
399000,4235900
399100,4235900
399200,4235900
399300,4235900
399400,4235900
399500,4235900
399600,4235900
399700,4235900
399800,4235900
399900,4235900
400000,4235900
400100,4235900
400200,4235900
400300,4235900
400400,4235900
400500,4235900
400600,4235900
400700,4235900
400800,4235900
400900,4235900
401000,4235900
401100,4235900
401200,4235900
401300,4235900
401400,4235900
401500,4235900
401600,4235900
401700,4235900
401800,4235900
401900,4235900
402000,4235900
402100,4235900
402200,4235900
402300,4235900
402400,4235900
402500,4235900
402600,4235900
402700,4235900
402800,4235900
402900,4235900
403000,4235900
403100,4235900
403200,4235900
403300,4235900
403400,4235900
403500,4235900
403600,4235900
403700,4235900
403800,4235900
403900,4235900
404000,4235900
404100,4235900
404200,4235900
404300,4235900
404400,4235900
404500,4235900
404600,4235900
404700,4235900
404800,4235900
404900,4235900
405000,4235900
397300,4235800
397400,4235800
397500,4235800
397600,4235800
397700,4235800
397800,4235800
397900,4235800
398000,4235800
398100,4235800
398200,4235800
398300,4235800
398400,4235800
398500,4235800
398600,4235800
398700,4235800
398800,4235800
398900,4235800
399000,4235800
399100,4235800
399200,4235800
399300,4235800
399400,4235800
399500,4235800
399600,4235800
399700,4235800
399800,4235800
399900,4235800
400000,4235800
400100,4235800
400200,4235800
400300,4235800
400400,4235800
400500,4235800
400600,4235800
400700,4235800
400800,4235800
400900,4235800
401000,4235800
401100,4235800
401200,4235800
401300,4235800
401400,4235800
401500,4235800
401600,4235800
401700,4235800
401800,4235800
401900,4235800
402000,4235800
402100,4235800
402200,4235800
402300,4235800
402400,4235800
402500,4235800
402600,4235800
402700,4235800
402800,4235800
402900,4235800
403000,4235800
403100,4235800
403200,4235800
403300,4235800
403400,4235800
403500,4235800
403600,4235800
403700,4235800
403800,4235800
403900,4235800
404000,4235800
404100,4235800
404200,4235800
404600,4235800
404700,4235800
404800,4235800
404900,4235800
397200,4235700
397300,4235700
397400,4235700
397500,4235700
397600,4235700
397700,4235700
397800,4235700
397900,4235700
398000,4235700
398100,4235700
398200,4235700
398300,4235700
398400,4235700
398500,4235700
398600,4235700
398700,4235700
398800,4235700
398900,4235700
399000,4235700
399100,4235700
399200,4235700
399300,4235700
399400,4235700
399500,4235700
399600,4235700
399700,4235700
399800,4235700
399900,4235700
400000,4235700
400100,4235700
400200,4235700
400300,4235700
400400,4235700
400500,4235700
400600,4235700
400700,4235700
400800,4235700
400900,4235700
401000,4235700
401100,4235700
401200,4235700
401300,4235700
401400,4235700
401500,4235700
401600,4235700
401700,4235700
401800,4235700
401900,4235700
402000,4235700
402100,4235700
402200,4235700
402300,4235700
402400,4235700
402500,4235700
402600,4235700
402700,4235700
402800,4235700
402900,4235700
403000,4235700
403200,4235700
403400,4235700
403500,4235700
403600,4235700
403700,4235700
403800,4235700
403900,4235700
404000,4235700
404100,4235700
404200,4235700
404700,4235700
404800,4235700
404900,4235700
397300,4235600
397400,4235600
397500,4235600
397600,4235600
397700,4235600
397800,4235600
397900,4235600
398000,4235600
398100,4235600
398200,4235600
398300,4235600
398400,4235600
398500,4235600
398600,4235600
398700,4235600
398800,4235600
398900,4235600
399000,4235600
399100,4235600
399200,4235600
399300,4235600
399400,4235600
399500,4235600
399600,4235600
399700,4235600
399800,4235600
399900,4235600
400000,4235600
400100,4235600
400200,4235600
400300,4235600
400400,4235600
400500,4235600
400600,4235600
400700,4235600
400800,4235600
400900,4235600
401000,4235600
401100,4235600
401200,4235600
401300,4235600
401400,4235600
401500,4235600
401600,4235600
401700,4235600
401800,4235600
401900,4235600
402000,4235600
402100,4235600
402200,4235600
402300,4235600
402400,4235600
402500,4235600
402600,4235600
402700,4235600
402800,4235600
402900,4235600
403400,4235600
403500,4235600
403600,4235600
403700,4235600
403800,4235600
403900,4235600
404000,4235600
397400,4235500
397500,4235500
397600,4235500
397700,4235500
397800,4235500
397900,4235500
398000,4235500
398100,4235500
398200,4235500
398300,4235500
398400,4235500
398500,4235500
398600,4235500
398700,4235500
398800,4235500
398900,4235500
399000,4235500
399100,4235500
399200,4235500
399300,4235500
399400,4235500
399500,4235500
399600,4235500
399700,4235500
399800,4235500
399900,4235500
400000,4235500
400100,4235500
400200,4235500
400300,4235500
400400,4235500
400500,4235500
400600,4235500
400700,4235500
400800,4235500
400900,4235500
401000,4235500
401100,4235500
401200,4235500
401300,4235500
401400,4235500
401500,4235500
401600,4235500
401700,4235500
401800,4235500
401900,4235500
402000,4235500
402100,4235500
402200,4235500
402300,4235500
402400,4235500
402500,4235500
402600,4235500
402700,4235500
402800,4235500
403500,4235500
403600,4235500
403700,4235500
403800,4235500
403900,4235500
404000,4235500
397400,4235400
397500,4235400
397600,4235400
397700,4235400
397800,4235400
397900,4235400
398000,4235400
398100,4235400
398200,4235400
398300,4235400
398400,4235400
398500,4235400
398600,4235400
398700,4235400
398800,4235400
398900,4235400
399000,4235400
399100,4235400
399200,4235400
399300,4235400
399400,4235400
399500,4235400
399600,4235400
399700,4235400
399800,4235400
399900,4235400
400000,4235400
400100,4235400
400200,4235400
400300,4235400
400400,4235400
400500,4235400
400600,4235400
400700,4235400
400800,4235400
400900,4235400
401000,4235400
401100,4235400
401200,4235400
401300,4235400
401400,4235400
401500,4235400
401600,4235400
401700,4235400
401800,4235400
401900,4235400
402000,4235400
402100,4235400
402200,4235400
402300,4235400
402400,4235400
402500,4235400
402600,4235400
402700,4235400
402800,4235400
402900,4235400
403900,4235400
404000,4235400
397100,4235300
397400,4235300
397500,4235300
397600,4235300
397700,4235300
397800,4235300
397900,4235300
398000,4235300
398100,4235300
398200,4235300
398300,4235300
398400,4235300
398500,4235300
398600,4235300
398700,4235300
398800,4235300
398900,4235300
399000,4235300
399100,4235300
399200,4235300
399300,4235300
399400,4235300
399500,4235300
399600,4235300
399700,4235300
399800,4235300
399900,4235300
400000,4235300
400100,4235300
400200,4235300
400300,4235300
400400,4235300
400500,4235300
400600,4235300
400700,4235300
400800,4235300
400900,4235300
401000,4235300
401100,4235300
401200,4235300
401300,4235300
401400,4235300
401500,4235300
401600,4235300
401700,4235300
401800,4235300
401900,4235300
402000,4235300
402100,4235300
402200,4235300
402300,4235300
402400,4235300
402500,4235300
402600,4235300
402700,4235300
402800,4235300
402900,4235300
404000,4235300
404100,4235300
397200,4235200
397300,4235200
397400,4235200
397500,4235200
