habitat,color,volume,volumetotal,percent
Marginal,orange,0.29962,2.2508,13.3117113915052
Suitable,dodgerblue,0.18051,2.2508,8.01981517682602
Tolerable,yellow,0.99037,2.2508,44.0007997156567
Unsuitable,black,0.7803,2.2508,34.6676737160121
