year,Habitat,volume,percent
2015,Suitable,6.6442425,100
2016,Suitable,6.65798,100
2017,Suitable,6.6456225,99.99
2017,Tolerable,5e-04,0.01
2018,Suitable,6.652935,100
2019,Suitable,6.6648725,100
2021,Suitable,6.64724,99.85
2021,Tolerable,0.00975,0.15
2022,Suitable,6.5611225,99.92
2022,Tolerable,0.0055,0.08
2023,Suitable,6.65856,100
2024,Suitable,5.70081,100
2025,Suitable,5.70149,100
