"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","source","tempC"
"CB5.3",2025-11-18,0.5,53.6,8.1,9.5,29900,18.5,NA,"2.6","MDmain",12
"CB5.3",2025-11-18,1,53.6,8.1,9.5,29900,18.5,NA,NA,"MDmain",12
"CB5.3",2025-11-18,2,53.6,8.1,9.4,29900,18.5,NA,NA,"MDmain",12
"CB5.3",2025-11-18,3,53.6,8.1,9.4,30200,18.8,NA,NA,"MDmain",12
"CB5.3",2025-11-18,4,53.78,8.1,9.4,30700,19,NA,NA,"MDmain",12.1
"CB5.3",2025-11-18,5,53.78,8.1,9.3,30800,19.1,NA,NA,"MDmain",12.1
"CB5.3",2025-11-18,6,53.78,8.1,9.3,31100,19.3,NA,NA,"MDmain",12.1
"CB5.3",2025-11-18,7,53.78,8.1,9.2,31200,19.4,NA,NA,"MDmain",12.1
"CB5.3",2025-11-18,8,54.14,8.1,9.1,31600,19.7,NA,NA,"MDmain",12.3
"CB5.3",2025-11-18,9,54.32,8.1,9.1,31900,19.9,NA,NA,"MDmain",12.4
"CB5.3",2025-11-18,10,54.32,8.1,9,32300,20.1,NA,NA,"MDmain",12.4
"CB5.3",2025-11-18,11,54.5,8.1,8.9,32800,20.5,NA,NA,"MDmain",12.5
"CB5.3",2025-11-18,12,54.68,8.1,8.9,33100,20.7,NA,NA,"MDmain",12.6
"CB5.3",2025-11-18,13,55.22,8,8.6,34300,21.5,NA,NA,"MDmain",12.9
"CB5.3",2025-11-18,15,55.22,8,8.6,34400,21.6,NA,NA,"MDmain",12.9
"CB5.3",2025-11-18,17,55.4,8,8.5,34500,21.7,NA,NA,"MDmain",13
"CB5.3",2025-11-18,19,55.4,8,8.5,34600,21.8,NA,NA,"MDmain",13
"CB5.3",2025-11-18,21,55.4,8,8.5,34600,21.8,NA,NA,"MDmain",13
"CB5.3",2025-11-18,23,55.4,8,8.5,34600,21.8,NA,NA,"MDmain",13
"CB5.3",2025-11-18,24,55.4,8,8.5,34600,21.8,NA,NA,"MDmain",13
"LE2.3",2025-11-18,0.5,53.6,8.1,9.2,30600,19,NA,"2.8","MDmain",12
"LE2.3",2025-11-18,1,53.6,8.1,9.2,30600,19,NA,NA,"MDmain",12
"LE2.3",2025-11-18,2,53.6,8.1,9.2,30600,19,NA,NA,"MDmain",12
"LE2.3",2025-11-18,3,53.6,8.1,9.2,30600,19,NA,NA,"MDmain",12
"LE2.3",2025-11-18,4,53.78,8.1,9.2,30600,19,NA,NA,"MDmain",12.1
"LE2.3",2025-11-18,5,53.78,8.1,9.2,30600,19,NA,NA,"MDmain",12.1
"LE2.3",2025-11-18,6,53.78,8.1,9.2,30700,19,NA,NA,"MDmain",12.1
"LE2.3",2025-11-18,7,53.6,8.1,9.2,30700,19,NA,NA,"MDmain",12
"LE2.3",2025-11-18,8,53.78,8.1,9.2,30700,19,NA,NA,"MDmain",12.1
"LE2.3",2025-11-18,9,53.78,8.1,9.2,30700,19.1,NA,NA,"MDmain",12.1
"LE2.3",2025-11-18,10,53.78,8.1,9.2,30700,19.1,NA,NA,"MDmain",12.1
"LE2.3",2025-11-18,11,53.96,8.1,9.1,30800,19.1,NA,NA,"MDmain",12.2
"LE2.3",2025-11-18,13,54.14,8.1,9.1,30800,19.2,NA,NA,"MDmain",12.3
"LE2.3",2025-11-18,15,54.32,8.1,9.1,31000,19.3,NA,NA,"MDmain",12.4
"LE2.3",2025-11-18,17,54.5,8.1,9.1,31300,19.5,NA,NA,"MDmain",12.5
"CB5.2",2025-11-18,0.5,54.5,8.1,9.2,30600,19,NA,"2","MDmain",12.5
