"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","source","tempC"
"CB5.3",2025-12-09,0,NA,NA,NA,NA,NA,NA,NA,"MDmain",NA
"LE2.3",2025-12-09,0.5,46.58,8.1,10.3,30700,19,NA,"3","MDmain",8.1
"LE2.3",2025-12-09,1,46.58,8.1,10.3,30700,19,NA,NA,"MDmain",8.1
"LE2.3",2025-12-09,2,46.58,8.1,10.3,30700,19,NA,NA,"MDmain",8.1
"LE2.3",2025-12-09,3,46.4,8.1,10.3,30800,19,NA,NA,"MDmain",8
"LE2.3",2025-12-09,4,46.4,8.1,10.3,30800,19,NA,NA,"MDmain",8
"LE2.3",2025-12-09,5,46.4,8.1,10.2,30800,19,NA,NA,"MDmain",8
"LE2.3",2025-12-09,6,46.4,8.1,10.1,30900,19.1,NA,NA,"MDmain",8
"LE2.3",2025-12-09,7,46.4,8,10.1,30900,19.1,NA,NA,"MDmain",8
"LE2.3",2025-12-09,8,46.04,8,10.1,30900,19.1,NA,NA,"MDmain",7.8
"LE2.3",2025-12-09,9,45.68,8,10.2,30900,19.1,NA,NA,"MDmain",7.6
"LE2.3",2025-12-09,10,45.5,8,10.2,30900,19.1,NA,NA,"MDmain",7.5
"LE2.3",2025-12-09,11,45.32,8,10.2,30900,19.1,NA,NA,"MDmain",7.4
"LE2.3",2025-12-09,13,45.14,8,10.3,30900,19.1,NA,NA,"MDmain",7.3
"LE2.3",2025-12-09,15,45.14,8,10.2,30900,19.1,NA,NA,"MDmain",7.3
"LE2.3",2025-12-09,17,45.14,8,10.3,30900,19.1,NA,NA,"MDmain",7.3
"LE2.3",2025-12-09,18,45.32,8,10.2,30900,19.1,NA,NA,"MDmain",7.4
"CB5.2",2025-12-09,0.5,46.58,8,10.1,31300,19.3,NA,"2.3","MDmain",8.1
"CB5.2",2025-12-09,1,46.58,8,10.1,31300,19.3,NA,NA,"MDmain",8.1
"CB5.2",2025-12-09,2,46.58,8,10.1,31300,19.3,NA,NA,"MDmain",8.1
"CB5.2",2025-12-09,3,46.58,8,10,31400,19.4,NA,NA,"MDmain",8.1
"CB5.2",2025-12-09,4,46.76,8,10,31500,19.5,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,5,46.76,8,10,31700,19.6,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,6,46.76,8,10,31800,19.7,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,7,46.76,8,10,31900,19.7,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,8,46.76,8,10,32000,19.8,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,9,46.76,8,10,32100,19.9,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,10,46.76,8,10,32100,19.9,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,11,46.76,8,9.9,32100,19.9,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,13,46.94,8,9.9,32200,19.9,NA,NA,"MDmain",8.3
"CB5.2",2025-12-09,15,46.94,8,9.9,32200,20,NA,NA,"MDmain",8.3
"CB5.2",2025-12-09,17,46.94,8,9.9,32200,20,NA,NA,"MDmain",8.3
"CB5.2",2025-12-09,19,46.76,8,9.9,32300,20,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,21,46.76,8,9.9,32400,20.1,NA,NA,"MDmain",8.2
"CB5.2",2025-12-09,23,46.94,8,9.8,32400,20.1,NA,NA,"MDmain",8.3
"CB5.2",2025-12-09,25,47.66,8,9.6,32600,20.3,NA,NA,"MDmain",8.7
"CB5.2",2025-12-09,27,48.02,8,9.5,32800,20.4,NA,NA,"MDmain",8.9
"CB5.2",2025-12-09,29,48.2,8,9.4,32900,20.4,NA,NA,"MDmain",9
"CB5.1",2025-12-09,0.5,47.3,8,9.9,31400,19.4,NA,"2.6","MDmain",8.5
"CB5.1",2025-12-09,1,47.3,8,9.9,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,2,47.3,8,9.9,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,3,47.3,8,9.9,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,4,47.3,8,9.9,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,5,47.3,8,9.9,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,6,47.3,8,9.9,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,7,47.3,8,9.8,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,8,47.3,8,9.8,31400,19.4,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,9,47.3,8,9.8,31500,19.5,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,10,47.3,8,9.8,31500,19.5,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,11,47.3,8,9.8,31600,19.5,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,13,47.3,8,9.8,31600,19.6,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,15,47.3,8,9.8,31600,19.6,NA,NA,"MDmain",8.5
"CB5.1",2025-12-09,17,47.48,8,9.7,31600,19.6,NA,NA,"MDmain",8.6
"CB5.1",2025-12-09,19,47.66,8,9.6,31800,19.7,NA,NA,"MDmain",8.7
"CB5.1",2025-12-09,21,48.02,8,9.5,32100,19.9,NA,NA,"MDmain",8.9
"CB5.1",2025-12-09,23,48.56,8,9.3,32500,20.2,NA,NA,"MDmain",9.2
"CB5.1",2025-12-09,25,48.74,8,9.2,32800,20.4,NA,NA,"MDmain",9.3
"CB5.1",2025-12-09,27,48.92,8,9.1,33100,20.6,NA,NA,"MDmain",9.4
"CB5.1",2025-12-09,29,48.92,8,9.1,33100,20.6,NA,NA,"MDmain",9.4
"CB5.1",2025-12-09,31,48.92,8,9.1,33100,20.6,NA,NA,"MDmain",9.4
"CB5.1",2025-12-09,33,48.92,8,9.1,33200,20.7,NA,NA,"MDmain",9.4
"CB4.4",2025-12-09,0.5,46.76,8,9.9,31300,19.3,NA,"2.4","MDmain",8.2
"CB4.4",2025-12-09,1,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,2,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,3,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,4,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,5,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,6,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,7,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,8,46.76,8,9.9,31300,19.3,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,9,46.76,8,9.8,31300,19.4,NA,NA,"MDmain",8.2
"CB4.4",2025-12-09,10,46.94,8,9.8,31300,19.4,NA,NA,"MDmain",8.3
"CB4.4",2025-12-09,11,46.94,8,9.8,31300,19.4,NA,NA,"MDmain",8.3
"CB4.4",2025-12-09,13,47.12,8,9.8,31300,19.4,NA,NA,"MDmain",8.4
"CB4.4",2025-12-09,15,47.66,8,9.6,31600,19.6,NA,NA,"MDmain",8.7
"CB4.4",2025-12-09,17,48.38,8,9.4,32100,19.9,NA,NA,"MDmain",9.1
"CB4.4",2025-12-09,19,48.74,8,9.2,32300,20.1,NA,NA,"MDmain",9.3
"CB4.4",2025-12-09,21,49.1,8,9.1,32700,20.4,NA,NA,"MDmain",9.5
"CB4.4",2025-12-09,23,49.1,8,9,33300,20.6,NA,NA,"MDmain",9.5
