year,Habitat,volume,percent
2015,Suitable,6.6607975,100
2016,Suitable,6.547335,100
2017,Suitable,6.3995575,100
2018,Suitable,6.6545475,100
2019,Marginal,0.0015,0.02
2019,Suitable,6.6353675,99.79
2019,Tolerable,0.00825,0.12
2019,Unsuitable,0.0045,0.07
2021,Suitable,6.6538875,100
2022,Suitable,6.65486,100
2023,Suitable,6.6573075,100
2024,Suitable,5.70686,100
2025,Suitable,5.700605,100
