"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","source","tempF"
"CB3.3C",2025-07-21,1,28.6,8.2,7.8,8450,4.7,NA,NA,"MDmain",83.48
"CB3.3C",2025-07-21,2,28.4,8.1,6.7,8470,4.7,NA,NA,"MDmain",83.12
"CB3.3C",2025-07-21,3,28.3,8.1,6.5,8620,4.8,NA,NA,"MDmain",82.94
"CB3.3C",2025-07-21,4,28.2,8,5.8,9560,5.4,NA,NA,"MDmain",82.76
"CB3.3C",2025-07-21,5,28.1,7.9,4.7,10900,6.1,NA,NA,"MDmain",82.58
"CB3.3C",2025-07-21,6,27.6,7.6,2.7,13700,7.9,NA,NA,"MDmain",81.68
"CB3.3C",2025-07-21,7,26.4,7.3,0.6,16800,9.8,NA,NA,"MDmain",79.52
"CB3.3C",2025-07-21,8,26,7.3,0.2,17900,10.5,NA,NA,"MDmain",78.8
"CB3.3C",2025-07-21,9,25.3,7.3,0.1,19700,11.7,NA,NA,"MDmain",77.54
"CB3.3C",2025-07-21,10,25,7.3,0.1,20300,12.1,NA,NA,"MDmain",77
"CB3.3C",2025-07-21,11,24.7,7.3,0.1,21100,12.6,NA,NA,"MDmain",76.46
"CB3.3C",2025-07-21,12,24.2,7.3,0.1,21800,13.1,NA,NA,"MDmain",75.56
"CB3.3C",2025-07-21,13,23.9,7.3,0.1,22700,13.7,NA,NA,"MDmain",75.02
"CB3.3C",2025-07-21,15,23.5,7.3,0.1,23300,14.1,NA,NA,"MDmain",74.3
"CB3.3C",2025-07-21,17,23.2,7.3,0.1,24200,14.7,NA,NA,"MDmain",73.76
"CB3.3C",2025-07-21,19,23,7.3,0.1,24900,15.2,NA,NA,"MDmain",73.4
"CB3.3C",2025-07-21,21,22.9,7.3,0.1,25000,15.3,NA,NA,"MDmain",73.22
"CB3.3C",2025-07-21,23,22.9,7.3,0.1,25100,15.3,NA,NA,"MDmain",73.22
"CB3.3W",2025-07-21,0.5,29,8.6,10.3,10700,6,NA,"0.8","MDmain",84.2
"CB3.3W",2025-07-21,1,29,8.6,9.9,10700,6,NA,NA,"MDmain",84.2
"CB3.3W",2025-07-21,2,28.8,8.6,9.5,10800,6.1,NA,NA,"MDmain",83.84
"CB3.3W",2025-07-21,3,28.9,8.5,8.8,11100,6.2,NA,NA,"MDmain",84.02
"CB3.3W",2025-07-21,4,28.3,8.2,6.3,11700,6.7,NA,NA,"MDmain",82.94
"CB3.3W",2025-07-21,5,28,8.1,5.8,11900,6.8,NA,NA,"MDmain",82.4
"CB3.3W",2025-07-21,6,28,8.1,5.8,12000,6.9,NA,NA,"MDmain",82.4
"CB3.3W",2025-07-21,7,27.4,7.9,5,12900,7.4,NA,NA,"MDmain",81.32
"CB3.2",2025-07-22,0.5,27.5,7.8,5.7,8800,4.9,NA,"0.9","MDmain",81.5
"CB3.2",2025-07-22,1,27.5,7.8,5.7,8800,4.9,NA,NA,"MDmain",81.5
"CB3.2",2025-07-22,2,27.5,7.8,5.5,8800,4.9,NA,NA,"MDmain",81.5
"CB3.2",2025-07-22,3,27.5,7.7,4.6,10400,5.6,NA,NA,"MDmain",81.5
"CB3.2",2025-07-22,4,27.6,7.6,3.7,11500,6.6,NA,NA,"MDmain",81.68
"CB3.2",2025-07-22,5,27.6,7.4,2.5,11700,6.6,NA,NA,"MDmain",81.68
"CB3.2",2025-07-22,6,27.3,7.4,1.7,12900,7.4,NA,NA,"MDmain",81.14
"CB3.2",2025-07-22,7,26.9,7.3,0.5,14400,8.3,NA,NA,"MDmain",80.42
"CB3.2",2025-07-22,8,26.6,7.3,0.2,15200,11.1,NA,NA,"MDmain",79.88
"CB3.2",2025-07-22,9,25.4,7.3,0.1,18700,11.1,NA,NA,"MDmain",77.72
"CB3.2",2025-07-22,10,25.4,7.4,0.2,18800,11.1,NA,NA,"MDmain",77.72
"CB3.1",2025-07-22,0.5,28,7.8,6.1,5300,3,NA,"0.8","MDmain",82.4
"CB3.1",2025-07-22,1,28,7.8,6,5500,3,NA,NA,"MDmain",82.4
"CB3.1",2025-07-22,2,28,7.8,5.7,5700,3,NA,NA,"MDmain",82.4
"CB3.1",2025-07-22,3,28,7.8,5.7,6300,3.4,NA,NA,"MDmain",82.4
"CB3.1",2025-07-22,4,27.9,7.8,5,8900,4.9,NA,NA,"MDmain",82.22
"CB3.1",2025-07-22,5,27.9,7.7,4.9,8900,4.9,NA,NA,"MDmain",82.22
"CB3.1",2025-07-22,6,27.8,7.6,3.6,10200,5.6,NA,NA,"MDmain",82.04
"CB3.1",2025-07-22,7,27.8,7.5,3.2,10900,6.1,NA,NA,"MDmain",82.04
"CB3.1",2025-07-22,8,27.6,7.4,2.3,12500,7,NA,NA,"MDmain",81.68
"CB3.1",2025-07-22,9,27.4,7.4,1.5,12300,7,NA,NA,"MDmain",81.32
"CB3.1",2025-07-22,10,27,7.3,0.4,14300,8.3,NA,NA,"MDmain",80.6
"CB3.1",2025-07-22,11,27,7.3,0.4,14200,8.2,NA,NA,"MDmain",80.6
"CB3.1",2025-07-22,12,27,7.4,0.5,14300,8.2,NA,NA,"MDmain",80.6
"CB2.2",2025-07-22,0.5,28.6,7.6,5.9,1920,1,NA,"0.7","MDmain",83.48
"CB2.2",2025-07-22,1,28.6,7.6,5.8,2000,1,NA,NA,"MDmain",83.48
"CB2.2",2025-07-22,2,28.6,7.6,5.8,2000,1,NA,NA,"MDmain",83.48
"CB2.2",2025-07-22,3,28.7,7.6,5.8,2000,1,NA,NA,"MDmain",83.66
"CB2.2",2025-07-22,4,28.7,7.6,5.6,2100,1,NA,NA,"MDmain",83.66
"CB2.2",2025-07-22,5,28.7,7.6,5.6,2100,1.1,NA,NA,"MDmain",83.66
"CB2.2",2025-07-22,6,28.7,7.6,5.5,2200,1.1,NA,NA,"MDmain",83.66
"CB2.2",2025-07-22,7,28.7,7.5,3.9,4700,2.5,NA,NA,"MDmain",83.66
"CB2.2",2025-07-22,8,28.6,7.5,3.9,4900,2.6,NA,NA,"MDmain",83.48
"CB2.2",2025-07-22,9,28.4,7.5,3.1,6800,3.7,NA,NA,"MDmain",83.12
"CB2.1",2025-07-22,0.5,29,7.9,6.8,260,0.1,NA,"0.7","MDmain",84.2
"CB2.1",2025-07-22,1,29,8,6.8,260,0.1,NA,NA,"MDmain",84.2
"CB2.1",2025-07-22,2,28.9,8,6.8,260,0.1,NA,NA,"MDmain",84.02
"CB2.1",2025-07-22,3,28.9,8,6.6,260,0.1,NA,NA,"MDmain",84.02
"CB2.1",2025-07-22,4,28.8,8.1,6.5,260,0.1,NA,NA,"MDmain",83.84
"CB1.1",2025-07-22,0.5,29.9,8,6.9,260,0.1,NA,"1","MDmain",85.82
"CB1.1",2025-07-22,1,29.8,8,6.9,260,0.1,NA,NA,"MDmain",85.64
"CB1.1",2025-07-22,2,29.6,8,6.6,260,0.1,NA,NA,"MDmain",85.28
"CB1.1",2025-07-22,3,29.5,8.2,6.8,260,0.1,NA,NA,"MDmain",85.1
"WT1.1",2025-07-09,0.5,30.2,7.4,5.3,699,0.3,NA,"0.4","MDothers",86.36
"WT1.1",2025-07-09,1,30,7.4,4.9,756,0.4,NA,NA,"MDothers",86
"WT1.1",2025-07-09,2,29.9,7.3,4.3,757,0.4,NA,NA,"MDothers",85.82
"WT2.1",2025-07-09,0.5,30.6,7.4,4.9,1620,0.8,NA,"0.6","MDothers",87.08
"WT2.1",2025-07-09,1,30,7.3,4.2,1640,0.8,NA,NA,"MDothers",86
"WT2.1",2025-07-09,1.4,29.8,7.3,3.4,1690,0.8,NA,NA,"MDothers",85.64
"WT3.1",2025-07-09,0.5,30.2,7.5,5.4,2440,1.2,NA,"0.4","MDothers",86.36
"WT3.1",2025-07-09,1,30.1,7.5,5.3,2440,1.2,NA,NA,"MDothers",86.18
"WT3.1",2025-07-09,2,29.8,7.4,4.8,2440,1.2,NA,NA,"MDothers",85.64
"WT3.1",2025-07-09,3,29.7,7.4,4.1,2440,1.2,NA,NA,"MDothers",85.46
"WT4.1",2025-07-09,0.5,30.7,8.4,7.6,1030,0.5,NA,"0.3","MDothers",87.26
"WT4.1",2025-07-09,1,30.4,8.2,6,1050,0.5,NA,NA,"MDothers",86.72
"WT5.1",2025-07-09,0.5,30,8.6,10.5,6880,3.8,NA,"0.7","MDothers",86
"WT5.1",2025-07-09,1,29.8,8.5,10.4,7190,3.9,NA,NA,"MDothers",85.64
"WT5.1",2025-07-09,2,28.9,8.5,7.4,7910,4.4,NA,NA,"MDothers",84.02
"WT5.1",2025-07-09,3,28.9,8.5,7.2,8300,4.7,NA,NA,"MDothers",84.02
"WT5.1",2025-07-09,4,28.5,8.3,6.4,9200,5.2,NA,NA,"MDothers",83.3
"WT5.1",2025-07-09,5,27.4,7.8,3.4,10600,6,NA,NA,"MDothers",81.32
"WT5.1",2025-07-09,6,27,7.7,2.8,12000,7.7,NA,NA,"MDothers",80.6
"WT5.1",2025-07-09,7,26.4,7.7,1.6,12700,7.2,NA,NA,"MDothers",79.52
"WT5.1",2025-07-09,8,25.4,7.7,0.9,14800,8.6,NA,NA,"MDothers",77.72
"WT5.1",2025-07-09,9,24.6,7.7,0.4,16800,9.9,NA,NA,"MDothers",76.28
"WT5.1",2025-07-09,10,24.2,7.7,0.1,17500,10.3,NA,NA,"MDothers",75.56
"WT5.1",2025-07-09,11,23.7,7.7,0.1,18500,10.9,NA,NA,"MDothers",74.66
"WT5.1",2025-07-09,12,23.6,7.9,0.1,19100,11.4,NA,NA,"MDothers",74.48
"WT5.1",2025-07-09,13,23.4,7.9,0.2,19600,11.7,NA,NA,"MDothers",74.12
"WT5.1",2025-07-09,14,22.9,7.9,0.1,20600,12.3,NA,NA,"MDothers",73.22
"WT5.1",2025-07-09,15.2,22.9,7.9,0.1,20800,12.5,NA,NA,"MDothers",73.22
"WT6.1",2025-07-08,0.5,30.3,8.6,8.1,9020,5,NA,"1.1","MDothers",86.54
"WT6.1",2025-07-08,1,30.2,8.6,8,9020,5,NA,NA,"MDothers",86.36
"WT6.1",2025-07-08,2,30.2,8.3,6.7,9090,5,NA,NA,"MDothers",86.36
"WT6.1",2025-07-08,3,30,8.2,5.8,9100,5,NA,NA,"MDothers",86
"WT6.1",2025-07-08,4,29.8,8,4.4,9140,5.1,NA,NA,"MDothers",85.64
"WT6.1",2025-07-08,5,28.2,7.3,0.4,10100,5.7,NA,NA,"MDothers",82.76
"WT6.1",2025-07-08,5.4,25.2,7.1,0.2,12000,6.9,NA,NA,"MDothers",77.36
"WT7.1",2025-07-08,0.5,30.5,8.6,8.9,12000,6.8,NA,"0.8","MDothers",86.9
"WT7.1",2025-07-08,1,30.5,8.6,8.8,12000,6.8,NA,NA,"MDothers",86.9
"WT7.1",2025-07-08,2,30.4,8.5,8.6,12000,6.8,NA,NA,"MDothers",86.72
"WT7.1",2025-07-08,3,29.5,8.4,6.8,12000,6.8,NA,NA,"MDothers",85.1
"WT7.1",2025-07-08,4,28.9,8.1,5.3,12100,6.9,NA,NA,"MDothers",84.02
"WT7.1",2025-07-08,5,28,7.9,3.8,12100,6.9,NA,NA,"MDothers",82.4
"WT7.1",2025-07-08,6,28.4,7.5,1.8,12300,7,NA,NA,"MDothers",83.12
"WT7.1",2025-07-08,7,28.1,7.3,0.6,12500,7.1,NA,NA,"MDothers",82.58
"WT7.1",2025-07-08,8,26.7,7.3,0,13300,7.7,NA,NA,"MDothers",80.06
"WT7.1",2025-07-08,9,26.7,7.3,0,13300,7.7,NA,NA,"MDothers",80.06
"WT7.1",2025-07-08,10,26.7,7.3,0,13300,7.7,NA,NA,"MDothers",80.06
"WT7.1",2025-07-08,11,26.4,7.3,0,13500,7.7,NA,NA,"MDothers",79.52
"WT7.1",2025-07-08,11.8,26.5,7.3,0,13400,7.7,NA,NA,"MDothers",79.7
"WT8.1",2025-07-08,0.5,30.3,8.1,7.7,11500,6.5,NA,"0.9","MDothers",86.54
"WT8.1",2025-07-08,1,30.3,8.2,7.2,11700,6.6,NA,NA,"MDothers",86.54
"WT8.1",2025-07-08,2,30.1,8.1,7.3,12000,6.8,NA,NA,"MDothers",86.18
"WT8.1",2025-07-08,3,30,7.9,6.8,12200,6.9,NA,NA,"MDothers",86
"WT8.1",2025-07-08,4,29.1,7.2,1.3,12600,7.2,NA,NA,"MDothers",84.38
"WT8.1",2025-07-08,5,28.6,7.2,0.1,12900,7.4,NA,NA,"MDothers",83.48
"WT8.1",2025-07-08,6,28.3,7.2,0.1,13000,7.4,NA,NA,"MDothers",82.94
"WT8.1",2025-07-08,6.5,28.2,7.2,0.1,13000,7.4,NA,NA,"MDothers",82.76
"WT8.2",2025-07-08,0.5,31,8,7.1,12500,7.2,NA,"0.7","MDothers",87.8
"WT8.2",2025-07-08,1,30.1,7.5,4.2,12700,7.2,NA,NA,"MDothers",86.18
"WT8.2",2025-07-08,2,29.9,7.4,3.1,12800,7.3,NA,NA,"MDothers",85.82
"WT8.2",2025-07-08,2.1,29.9,7.3,2.8,12800,7.3,NA,NA,"MDothers",85.82
"WT8.3",2025-07-08,0.5,30.3,7.6,5.6,13200,7.6,NA,"0.6","MDothers",86.54
"WT8.3",2025-07-08,1,30.1,7.5,5.3,13300,7.6,NA,NA,"MDothers",86.18
"WT8.3",2025-07-08,2,29.9,7.4,4,13300,7.6,NA,NA,"MDothers",85.82
"WT8.3",2025-07-08,3,29.5,7.2,3.6,13300,7.6,NA,NA,"MDothers",85.1
"ET1.1",2025-07-10,0.5,30,7.8,5.7,212,0.1,NA,"0.5","MDothers",86
"ET1.1",2025-07-10,1,30,7.7,5.5,212,0.1,NA,NA,"MDothers",86
"ET1.1",2025-07-10,2.2,29.9,7.7,5.4,212,0.1,NA,NA,"MDothers",85.82
"ET2.1",2025-07-10,0.5,29.6,7.5,6.3,602,0.3,NA,"0.4","MDothers",85.28
"ET2.1",2025-07-10,1,29.6,7.5,6.2,603,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,2,29.6,7.5,6.2,603,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,3,29.6,7.5,6.2,602,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,5,29.6,7.5,6.2,603,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,7,29.6,7.5,6.2,603,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,9,29.6,7.5,6.2,603,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,11,29.6,7.5,6.2,603,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,13,29.6,7.5,6.2,604,0.3,NA,NA,"MDothers",85.28
"ET2.1",2025-07-10,13.3,29.6,7.5,6.2,604,0.3,NA,NA,"MDothers",85.28
"ET2.2",2025-07-10,0.5,29.9,7.5,5.7,619,0.3,NA,"0.4","MDothers",85.82
"ET2.2",2025-07-10,1,29.9,7.4,5.5,621,0.3,NA,NA,"MDothers",85.82
"ET2.2",2025-07-10,2,29.6,7.4,5,626,0.3,NA,NA,"MDothers",85.28
"ET2.2",2025-07-10,2.8,29.5,7.4,5,626,0.3,NA,NA,"MDothers",85.1
"ET2.3",2025-07-10,0.5,29.8,7.6,6.8,490,0.2,NA,"0.5","MDothers",85.64
"ET2.3",2025-07-10,1,29.8,7.6,6.8,490,0.2,NA,NA,"MDothers",85.64
"ET2.3",2025-07-10,2,29.8,7.6,6.8,490,0.2,NA,NA,"MDothers",85.64
"ET2.3",2025-07-10,3,29.8,7.6,6.8,491,0.2,NA,NA,"MDothers",85.64
"ET2.3",2025-07-10,5,29.8,7.6,6.7,494,0.2,NA,NA,"MDothers",85.64
"ET2.3",2025-07-10,7,29.8,7.6,6.7,496,0.2,NA,NA,"MDothers",85.64
"ET2.3",2025-07-10,9,29.8,7.6,6.7,520,0.2,NA,NA,"MDothers",85.64
"ET2.3",2025-07-10,11,29.8,7.6,6.7,530,0.2,NA,NA,"MDothers",85.64
"ET2.3",2025-07-10,12,29.8,7.5,6.6,531,0.2,NA,NA,"MDothers",85.64
"ET3.1",2025-07-07,0.5,30.3,7.3,5.3,700,0.3,NA,"0.5","MDothers",86.54
"ET3.1",2025-07-07,1,30.2,7.3,4.9,703,0.3,NA,NA,"MDothers",86.36
"ET3.1",2025-07-07,2,30.2,7.2,4.8,702,0.3,NA,NA,"MDothers",86.36
"ET3.1",2025-07-07,3,30.1,7.2,4.8,704,0.3,NA,NA,"MDothers",86.18
"ET3.1",2025-07-07,4,30.1,7.2,4.8,705,0.3,NA,NA,"MDothers",86.18
"ET3.1",2025-07-07,5,30.1,7.2,4.8,708,0.3,NA,NA,"MDothers",86.18
"ET3.1",2025-07-07,6,30,7.2,4.6,709,0.3,NA,NA,"MDothers",86
"ET3.1",2025-07-07,6.6,30,7.2,4.6,709,0.3,NA,NA,"MDothers",86
"ET4.1",2025-07-07,0.5,30.2,6.9,6.1,1760,0.9,NA,"0.3","MDothers",86.36
"ET4.1",2025-07-07,1,30.2,6.9,6.1,1800,0.9,NA,NA,"MDothers",86.36
"ET4.1",2025-07-07,2,30.1,6.9,6.1,1800,0.9,NA,NA,"MDothers",86.18
"ET4.1",2025-07-07,3,30,6.9,6,1810,0.9,NA,NA,"MDothers",86
"ET4.1",2025-07-07,4,30,6.9,6,1820,0.9,NA,NA,"MDothers",86
"ET4.1",2025-07-07,5,30,6.9,6,1830,0.9,NA,NA,"MDothers",86
"ET4.1",2025-07-07,5.3,30.1,6.9,6,1850,0.9,NA,NA,"MDothers",86.18
"ET4.2",2025-07-08,0.5,28.7,8.5,9.1,12600,7.2,NA,"0.7","MDothers",83.66
"ET4.2",2025-07-08,1,28.6,8.4,8.4,12700,7.2,NA,NA,"MDothers",83.48
"ET4.2",2025-07-08,2,28.6,8.5,8.4,12700,7.2,NA,NA,"MDothers",83.48
"ET4.2",2025-07-08,3,28.5,8.4,7.3,12800,7.8,NA,NA,"MDothers",83.3
"ET4.2",2025-07-08,4,28.5,8.3,7.2,12800,7.3,NA,NA,"MDothers",83.3
"ET4.2",2025-07-08,5,28.4,8.1,6.1,12900,7.4,NA,NA,"MDothers",83.12
"ET4.2",2025-07-08,6,28.1,8,5.2,13100,7.5,NA,NA,"MDothers",82.58
"ET4.2",2025-07-08,7,25.6,7.2,0.7,16400,9.5,NA,NA,"MDothers",78.08
"ET4.2",2025-07-08,8,24.2,7.1,0.3,17800,10.6,NA,NA,"MDothers",75.56
"ET4.2",2025-07-08,9,23.9,7.1,0.3,18500,11,NA,NA,"MDothers",75.02
"ET4.2",2025-07-08,9.9,23.6,7.1,0.3,19100,11.3,NA,NA,"MDothers",74.48
"ET5.1",2025-07-09,0.5,29.6,7.8,4.8,2210,1.1,NA,"0.2","MDothers",85.28
"ET5.1",2025-07-09,1,29.8,7.8,4.4,2400,1.2,NA,NA,"MDothers",85.64
"ET5.1",2025-07-09,2,29.8,7.8,4.4,2500,1.3,NA,NA,"MDothers",85.64
"ET5.1",2025-07-09,3,29.8,7.8,4.4,2610,1.3,NA,NA,"MDothers",85.64
"ET5.1",2025-07-09,4,29.8,7.8,4.4,2640,1.4,NA,NA,"MDothers",85.64
"ET5.1",2025-07-09,5.2,29.8,7.7,4.4,2610,1.3,NA,NA,"MDothers",85.64
"ET5.2",2025-07-09,0.5,29.1,7.8,6.3,16900,9.8,NA,"0.6","MDothers",84.38
"ET5.2",2025-07-09,1,29.1,7.8,6.2,16900,9.8,NA,NA,"MDothers",84.38
"ET5.2",2025-07-09,2,29.1,7.8,6.1,16900,9.9,NA,NA,"MDothers",84.38
"ET5.2",2025-07-09,3,29.1,7.8,6.1,16900,9.9,NA,NA,"MDothers",84.38
"ET5.2",2025-07-09,4,29.2,7.8,6.1,16900,9.9,NA,NA,"MDothers",84.56
"ET5.2",2025-07-09,5,29.2,7.8,6,16900,9.9,NA,NA,"MDothers",84.56
"ET5.2",2025-07-09,6,29.2,7.7,5.8,17000,9.9,NA,NA,"MDothers",84.56
"ET5.2",2025-07-09,7,29.1,7.7,5.6,17000,9.9,NA,NA,"MDothers",84.38
"ET5.2",2025-07-09,8,29.1,7.7,5.3,17100,10,NA,NA,"MDothers",84.38
"ET5.2",2025-07-09,9,29.1,7.6,5.2,17100,10,NA,NA,"MDothers",84.38
"ET5.2",2025-07-09,10,29.1,7.6,5.1,17100,10,NA,NA,"MDothers",84.38
"ET5.2",2025-07-09,10.6,29.1,7.6,5.1,17100,10,NA,NA,"MDothers",84.38
"ET6.1",2025-07-14,0.5,29.7,6.6,6.9,1047,0.5,NA,"0.3","MDothers",85.46
"ET6.1",2025-07-14,1,29.6,6.7,6.8,1043,0.5,NA,NA,"MDothers",85.28
"ET6.1",2025-07-14,2,29.6,6.7,6.8,1040,0.5,NA,NA,"MDothers",85.28
"ET6.1",2025-07-14,3,29.6,6.7,6.8,1040,0.5,NA,NA,"MDothers",85.28
"ET6.1",2025-07-14,4,29.6,6.7,6.8,1040,0.5,NA,NA,"MDothers",85.28
"ET6.1",2025-07-14,4.6,29.6,6.7,6.8,1040,0.5,NA,NA,"MDothers",85.28
"ET6.2",2025-07-09,0.5,29.5,7.4,6.8,12300,7,NA,"0.3","MDothers",85.1
"ET6.2",2025-07-09,1,29.5,7.3,6.6,12300,7,NA,NA,"MDothers",85.1
"ET6.2",2025-07-09,2,29.4,7.3,6.3,12300,7,NA,NA,"MDothers",84.92
"ET6.2",2025-07-09,3.1,29.2,7.2,5.9,12400,7.1,NA,NA,"MDothers",84.56
"ET7.1",2025-07-09,0.5,30,7.2,6.1,16600,9.6,NA,"0.5","MDothers",86
"ET7.1",2025-07-09,1,29.7,7.19,5.8,16700,9.8,NA,NA,"MDothers",85.46
"ET7.1",2025-07-09,2,29.6,7.17,5.6,17000,9.9,NA,NA,"MDothers",85.28
"ET7.1",2025-07-09,3,29.5,7.17,5.6,17000,9.9,NA,NA,"MDothers",85.1
"ET7.1",2025-07-09,4,29.5,7.17,5.5,17000,10,NA,NA,"MDothers",85.1
"ET7.1",2025-07-09,5,29.5,7.16,5.6,17000,9.9,NA,NA,"MDothers",85.1
"ET7.1",2025-07-09,6,29.6,7.16,5.7,16750,9.8,NA,NA,"MDothers",85.28
"ET8.1",2025-07-08,0.5,29.5,7.9,6.4,25300,15.3,NA,"0.5","MDothers",85.1
"ET8.1",2025-07-08,1,29.3,7.9,6.4,25300,15.3,NA,NA,"MDothers",84.74
"ET8.1",2025-07-08,2,28.9,7.9,6.2,25300,15.3,NA,NA,"MDothers",84.02
"ET8.1",2025-07-08,3,28.9,7.9,6.2,25300,15.3,NA,NA,"MDothers",84.02
"ET8.1",2025-07-08,4,28.9,7.9,6,25300,15.3,NA,NA,"MDothers",84.02
"ET8.1",2025-07-08,5,28.8,7.9,5.8,25300,15.3,NA,NA,"MDothers",83.84
"ET8.1",2025-07-08,5.3,28.8,7.9,5.6,25300,15.3,NA,NA,"MDothers",83.84
"ET9.1",2025-07-08,0.5,29.8,8,7.2,25700,15.6,NA,"0.6","MDothers",85.64
"ET9.1",2025-07-08,1,29.8,8,7.2,25800,15.6,NA,NA,"MDothers",85.64
"ET9.1",2025-07-08,2,29.3,8,6.9,26100,15.9,NA,NA,"MDothers",84.74
"ET9.1",2025-07-08,3,29.3,8,6.9,26200,15.9,NA,NA,"MDothers",84.74
"ET9.1",2025-07-08,4,29.3,8,6.6,26300,15.9,NA,NA,"MDothers",84.74
"ET9.1",2025-07-08,5,29.2,8,6.4,26200,15.9,NA,NA,"MDothers",84.56
"ET10.1",2025-07-08,0.5,29.1,6.5,3.7,173,0.1,NA,"0.3","MDothers",84.38
"ET10.1",2025-07-08,1,29,6.5,3.6,172,0.1,NA,NA,"MDothers",84.2
"ET10.1",2025-07-08,2,29,6.5,3.6,173,0.1,NA,NA,"MDothers",84.2
"ET10.1",2025-07-08,3,29,6.5,3.6,174,0.1,NA,NA,"MDothers",84.2
"ET10.1",2025-07-08,4,29,6.5,3.6,175,0.1,NA,NA,"MDothers",84.2
"ET10.1",2025-07-08,5,29,6.5,3.6,175,0.1,NA,NA,"MDothers",84.2
"ET10.1",2025-07-08,5.5,29,6.5,3.6,175,0.1,NA,NA,"MDothers",84.2
"EE1.1",2025-07-08,0.5,29,8.4,8.1,15900,9.3,NA,"1.2","MDothers",84.2
"EE1.1",2025-07-08,1,29,8.4,8,15900,9.3,NA,NA,"MDothers",84.2
"EE1.1",2025-07-08,2,28.9,8.4,7.9,15900,9.3,NA,NA,"MDothers",84.02
"EE1.1",2025-07-08,3,28.9,8.4,7.7,16000,9.3,NA,NA,"MDothers",84.02
"EE1.1",2025-07-08,4,28.8,8.4,7.4,16000,9.3,NA,NA,"MDothers",83.84
"EE1.1",2025-07-08,5,28.7,8.3,7,16100,9.4,NA,NA,"MDothers",83.66
"EE1.1",2025-07-08,6,28.6,8.3,6.7,16200,9.4,NA,NA,"MDothers",83.48
"EE1.1",2025-07-08,7,28.8,8.2,6.4,16500,9.8,NA,NA,"MDothers",83.84
"EE1.1",2025-07-08,8,27.4,7.4,1.7,18500,10.9,NA,NA,"MDothers",81.32
"EE1.1",2025-07-08,9,26.4,7.2,0.6,19300,11.5,NA,NA,"MDothers",79.52
"EE1.1",2025-07-08,10,24.6,7.2,0.2,21300,12.8,NA,NA,"MDothers",76.28
"EE1.1",2025-07-08,11,24,7.2,0.2,22500,13.6,NA,NA,"MDothers",75.2
"EE1.1",2025-07-08,12,23.4,7.1,0.2,23100,13.9,NA,NA,"MDothers",74.12
"EE2.1",2025-07-08,0.5,28.8,8.1,7.3,17500,10.2,NA,"0.8","MDothers",83.84
"EE2.1",2025-07-08,1,28.7,8.1,7.3,17500,10.2,NA,NA,"MDothers",83.66
"EE2.1",2025-07-08,2,28.5,8.1,7.1,17500,10.3,NA,NA,"MDothers",83.3
"EE2.1",2025-07-08,3,28.4,8.1,6.8,17600,10.3,NA,NA,"MDothers",83.12
"EE2.1",2025-07-08,4,28.4,8,6.6,17600,10.3,NA,NA,"MDothers",83.12
"EE2.1",2025-07-08,5,28.4,8,6.4,17600,10.4,NA,NA,"MDothers",83.12
"EE2.1",2025-07-08,6,28.4,7.8,5.4,17900,10.5,NA,NA,"MDothers",83.12
"EE2.1",2025-07-08,7,28.5,7.6,4.2,18100,10.6,NA,NA,"MDothers",83.3
"EE2.2",2025-07-08,0.5,29.2,8.1,7.3,18000,10.6,NA,"1","MDothers",84.56
"EE2.2",2025-07-08,1,29.1,8.1,7.3,18000,10.6,NA,NA,"MDothers",84.38
"EE2.2",2025-07-08,2,29,8.1,7.2,18000,10.6,NA,NA,"MDothers",84.2
"EE2.2",2025-07-08,3,29,8.1,7.1,18000,10.6,NA,NA,"MDothers",84.2
"EE2.2",2025-07-08,4,29,8.1,7,18000,10.6,NA,NA,"MDothers",84.2
"EE2.2",2025-07-08,5,28.9,8,6.6,18000,10.6,NA,NA,"MDothers",84.02
"EE2.2",2025-07-08,6,27.4,7.4,2.3,19200,11.4,NA,NA,"MDothers",81.32
"EE2.2",2025-07-08,7,26.4,7.2,0.2,20200,12.1,NA,NA,"MDothers",79.52
"EE2.2",2025-07-08,8,25.3,7.2,0.1,21500,12.9,NA,NA,"MDothers",77.54
"EE2.2",2025-07-08,9,24.9,7.2,0.1,21900,13.2,NA,NA,"MDothers",76.82
"EE2.2",2025-07-08,9.9,24.7,7.2,0.1,22000,13.3,NA,NA,"MDothers",76.46
"EE3.0",2025-07-09,0.5,29.6,7.7,6.7,22900,13.7,NA,"0.7","MDothers",85.28
"EE3.0",2025-07-09,1,29.6,7.7,6.6,22900,13.7,NA,NA,"MDothers",85.28
"EE3.0",2025-07-09,2,29.4,7.7,6.5,23000,13.8,NA,NA,"MDothers",84.92
"EE3.0",2025-07-09,3,29.4,7.7,6.5,23000,13.8,NA,NA,"MDothers",84.92
