"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","tempF"
"CB5.1",2025-07-10,10,75.38,7.2,0.4,25100,15.2,NA,NA,75.38
"CB5.1",2025-07-10,11,73.76,7.3,0.3,26500,16.2,NA,NA,73.76
"CB5.1",2025-07-10,12,73.58,7.3,0.3,27300,16.8,NA,NA,73.58
"CB5.1",2025-07-10,13,73.76,7.3,0.3,27600,17,NA,NA,73.76
"CB5.1",2025-07-10,14,73.76,7.3,0.3,27800,17.1,NA,NA,73.76
"CB5.1",2025-07-10,15,73.58,7.3,0.4,28300,17.4,NA,NA,73.58
"CB5.1",2025-07-10,17,73.4,7.3,0.4,28600,17.7,NA,NA,73.4
"CB5.1",2025-07-10,19,73.22,7.3,0.4,29000,17.9,NA,NA,73.22
"CB5.1",2025-07-10,21,73.4,7.3,0.5,29400,18.2,NA,NA,73.4
"CB5.1",2025-07-10,23,73.58,7.3,0.5,29500,18.3,NA,NA,73.58
"CB5.1",2025-07-10,25,73.58,7.3,0.6,29500,18.3,NA,NA,73.58
"CB5.1",2025-07-10,27,73.4,7.3,0.7,29600,18.3,NA,NA,73.4
"CB5.1",2025-07-10,29,73.4,7.3,0.7,29600,18.3,NA,NA,73.4
"CB5.1",2025-07-10,31,73.4,7.3,1,29600,18.3,NA,NA,73.4
"CB5.1",2025-07-10,32,73.4,7.3,1,29600,18.3,NA,NA,73.4
"CB4.4",2025-07-10,0.5,82.76,8.8,7.6,18000,10.6,NA,"1.2",82.76
"CB4.4",2025-07-10,1,82.76,8.8,7.5,18000,10.6,NA,NA,82.76
"CB4.4",2025-07-10,2,82.76,8.8,7.4,18000,10,NA,NA,82.76
"CB4.4",2025-07-10,3,82.76,8.8,7.1,18000,10.6,NA,NA,82.76
"CB4.4",2025-07-10,4,82.58,8.1,6.8,18200,10.7,NA,NA,82.58
"CB4.4",2025-07-10,5,82.4,8.1,6.4,18300,10.8,NA,NA,82.4
"CB4.4",2025-07-10,6,82.22,8,6,18500,10.9,NA,NA,82.22
"CB4.4",2025-07-10,7,81.86,7.9,4.9,18800,11.1,NA,NA,81.86
"CB4.4",2025-07-10,8,80.06,7.5,3,19400,11.5,NA,NA,80.06
"CB4.4",2025-07-10,9,79.7,7.5,3.1,19600,11.6,NA,NA,79.7
"CB4.4",2025-07-10,10,77.72,7.3,1.5,20900,12.5,NA,NA,77.72
"CB4.4",2025-07-10,11,74.48,7.2,0.4,23300,13.9,NA,NA,74.48
"CB4.4",2025-07-10,12,73.22,7.3,0.3,25100,15.3,NA,NA,73.22
"CB4.4",2025-07-10,13,72.68,7.2,0.4,26600,16.3,NA,NA,72.68
"CB4.4",2025-07-10,14,72.86,7.2,0.4,26900,16.5,NA,NA,72.86
"CB4.4",2025-07-10,15,72.86,7.2,0.4,28100,17.3,NA,NA,72.86
"CB4.4",2025-07-10,16,72.68,7.3,0.3,28400,17.5,NA,NA,72.68
"CB4.4",2025-07-10,17,72.68,7.3,0.5,28700,17.7,NA,NA,72.68
"CB4.4",2025-07-10,19,72.86,7.3,0.5,29000,17.9,NA,NA,72.86
"CB4.4",2025-07-10,21,72.86,7.3,0.6,29100,18,NA,NA,72.86
"CB4.4",2025-07-10,23,72.86,7.3,0.7,29100,18,NA,NA,72.86
"CB4.4",2025-07-10,25,72.86,7.3,1,29100,18,NA,NA,72.86
"CB4.4",2025-07-10,27,72.86,7.3,1,29100,18,NA,NA,72.86
"CB4.4",2025-07-10,28,72.86,7.3,1,29100,18,NA,NA,72.86
"CB4.3E",2025-07-09,0.5,82.4,8.2,7.2,17100,10,NA,"1.6",82.4
"CB4.3E",2025-07-09,1,82.4,8.1,7.2,17200,10,NA,NA,82.4
"CB4.3E",2025-07-09,2,82.22,8.1,7.2,17200,10,NA,NA,82.22
"CB4.3E",2025-07-09,3,82.22,8.1,7.1,17200,10,NA,NA,82.22
"CB4.3E",2025-07-09,4,82.4,8.1,7,17200,10.1,NA,NA,82.4
"CB4.3E",2025-07-09,5,82.4,8.1,6.9,17200,10.1,NA,NA,82.4
"CB4.3E",2025-07-09,6,82.4,8.1,6.9,17200,10.1,NA,NA,82.4
"CB4.3E",2025-07-09,7,82.4,8.1,6.9,17200,10.1,NA,NA,82.4
"CB4.3E",2025-07-09,8,82.4,8.1,6.8,17300,10.2,NA,NA,82.4
"CB4.3E",2025-07-09,9,82.4,8.1,6.7,17300,10.2,NA,NA,82.4
